        m,                Re{f} (GHz),                Im{f} (GHz),                          Q,              Error (Bkwd.),               Error (Abs.)
 1.00e+00,        +1.106490112803e+00,        +8.964632317733e-14,        +6.171419382223e+12,        +1.961217937773e-12,        +3.819429660803e-08
 2.00e+00,        +1.763030541286e+00,        -5.553888802554e-12,        +1.587203672924e+11,        +2.004105779559e-12,        +3.903850099872e-08
 3.00e+00,        +1.763032921113e+00,        -3.905023451980e-11,        +2.257390951416e+10,        +3.148476780205e-12,        +6.133000329023e-08
 4.00e+00,        +1.893334231789e+00,        -5.900274631101e-12,        +1.604445852240e+11,        +8.305930072951e-12,        +1.618027902563e-07
 5.00e+00,        +1.893336022738e+00,        -4.048316763101e-12,        +2.338423761692e+11,        +8.101518829338e-12,        +1.578207788257e-07
 6.00e+00,        +2.022724279382e+00,        +1.192100340201e-10,        +8.483867553639e+09,        +8.922751078633e-12,        +1.738294510845e-07
 7.00e+00,        +2.200503086965e+00,        -7.200170312249e-11,        +1.528090997530e+10,        +6.008081707483e-12,        +1.170577537860e-07
 8.00e+00,        +2.200505856689e+00,        +2.237255152695e-11,        +4.917869680707e+10,        +1.323439709497e-11,        +2.578508206743e-07
 9.00e+00,        +2.363042013299e+00,        +4.536675267055e-11,        +2.604376414661e+10,        +1.330399716979e-11,        +2.592303173912e-07
 1.00e+01,        +2.363061646514e+00,        -5.409394554948e-11,        +2.184220084623e+10,        +6.222683012131e-12,        +1.212498837701e-07
 1.10e+01,        +2.444440827668e+00,        +8.787690419587e-11,        +1.390832352389e+10,        +6.973551508915e-12,        +1.358871494573e-07
 1.20e+01,        +2.444451604738e+00,        +1.965814689701e-11,        +6.217400901380e+10,        +1.174856380543e-11,        +2.289333998544e-07
 1.30e+01,        +2.444528432579e+00,        -6.248468816948e-11,        +1.956101970093e+10,        +9.406447644745e-12,        +1.832947562082e-07
 1.40e+01,        +2.540059688079e+00,        -3.645923932525e-10,        +3.483423866060e+09,        +1.878961687471e-11,        +3.661571709543e-07
 1.50e+01,        +2.569931904122e+00,        +2.020853542339e-11,        +6.358530814528e+10,        +2.434523043760e-11,        +4.744293993176e-07
 1.60e+01,        +2.569950802169e+00,        -1.889850772416e-10,        +6.799348497988e+09,        +4.242013128681e-12,        +8.266653172722e-08
 1.70e+01,        +2.907068203926e+00,        +1.521401679925e-10,        +9.553914138145e+09,        +9.469759330302e-12,        +1.845841600244e-07
 1.80e+01,        +2.907128536813e+00,        -7.674445701258e-11,        +1.894031601746e+10,        +1.341784649248e-11,        +2.615401240613e-07
 1.90e+01,        +2.935823321841e+00,        -5.655981932001e-11,        +2.595325937332e+10,        +1.782496075261e-11,        +3.474505203456e-07
 2.00e+01,        +2.935877162286e+00,        -5.154744469910e-10,        +2.847742676116e+09,        +1.788539213631e-11,        +3.486284839622e-07
 2.10e+01,        +2.975803656717e+00,        -1.848800688541e-10,        +8.047929869244e+09,        +8.792762115109e-12,        +1.713966077335e-07
 2.20e+01,        +2.975841925020e+00,        -1.007655366820e-11,        +1.476616918347e+11,        +8.534193307898e-12,        +1.663563513016e-07
 2.30e+01,        +2.981026727324e+00,        -1.674909465148e-10,        +8.899068246236e+09,        +1.158231455897e-11,        +2.257739865217e-07
 2.40e+01,        +2.981085594369e+00,        -1.639389850392e-10,        +9.092058224151e+09,        +1.253098758590e-11,        +2.442664744577e-07
 2.50e+01,        +3.052736635165e+00,        -1.188955185244e-11,        +1.283789613373e+11,        +2.053375189066e-11,        +4.002854137779e-07
 2.60e+01,        +3.228612168407e+00,        -2.149955307052e-10,        +7.508556475144e+09,        +1.960313828458e-11,        +3.821954782174e-07
 2.70e+01,        +3.228711046867e+00,        +2.358185215915e-10,        +6.845753728495e+09,        +7.026036729502e-12,        +1.369841725246e-07
