        m,                Re{f} (GHz),                Im{f} (GHz),                          Q,              Error (Bkwd.),               Error (Abs.)
 1.00e+00,        +2.441829921880e+00,        +6.133890923202e-05,        +1.990441265767e+04,        +8.885209741414e-13,        +5.485627273993e-09
 2.00e+00,        +2.441919183980e+00,        +6.135189190072e-05,        +1.990092814662e+04,        +7.394899133827e-13,        +4.565527354864e-09
 3.00e+00,        +2.447363017154e+00,        +2.784680634479e-05,        +4.394333387838e+04,        +4.770119532553e-13,        +2.945052378783e-09
 4.00e+00,        +2.622985367061e+00,        +5.385297355096e-05,        +2.435320832500e+04,        +8.944220031001e-14,        +5.524280330637e-10
