        m,                 E_elec (J),                  E_mag (J),                  E_cap (J),                  E_ind (J),              E_elec[1] (J),                  p_elec[1],               E_mag[1] (J),                   p_mag[1],             E_elec[10] (J),                 p_elec[10],              E_mag[10] (J),                  p_mag[10],             E_elec[11] (J),                 p_elec[11],              E_mag[11] (J),                  p_mag[11],             E_elec[12] (J),                 p_elec[12],              E_mag[12] (J),                  p_mag[12],             E_elec[13] (J),                 p_elec[13],              E_mag[13] (J),                  p_mag[13]
 1.00e+00,        +3.459059667205e-10,        +3.458713116104e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +6.198814304651e-12,        +1.792051858319e-02,        +3.020170505191e-14,        +8.732064221020e-05,        +6.198814304651e-12,        +1.792051858319e-02,        +3.020170505191e-14,        +8.732064221020e-05,        +3.235825439221e-12,        +9.354638978621e-03,        +3.789938271068e-14,        +1.095765431779e-04,        +3.341307584010e-10,        +9.659583544305e-01,        +3.457918068642e-10,        +9.997701320013e-01,        +2.340568575588e-12,        +6.766488007648e-03,        +1.140365846182e-14,        +3.297081336040e-05
 2.00e+00,        +3.459059667205e-10,        +3.458785057730e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.261397051779e-13,        +3.646647277403e-04,        +5.073262588191e-12,        +1.466775906428e-02,        +1.261397051779e-13,        +3.646647277403e-04,        +5.073262588191e-12,        +1.466775906428e-02,        +1.570203524042e-13,        +4.539394156537e-04,        +2.593609059447e-12,        +7.498612998951e-03,        +3.455751776175e-10,        +9.990437022347e-01,        +3.362959599640e-10,        +9.722950526006e-01,        +4.762904540316e-14,        +1.376936219248e-04,        +1.915674161398e-12,        +5.538575336206e-03
 3.00e+00,        +3.459059667205e-10,        +3.458785053917e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.261431792846e-13,        +3.646747712408e-04,        +5.073478942661e-12,        +1.466838460203e-02,        +1.261431792846e-13,        +3.646747712408e-04,        +5.073478942661e-12,        +1.466838460203e-02,        +1.570248900181e-13,        +4.539525337097e-04,        +2.593674720963e-12,        +7.498802847047e-03,        +3.455751680572e-10,        +9.990436745964e-01,        +3.362957159160e-10,        +9.722943480837e-01,        +4.763059394579e-14,        +1.376980986982e-04,        +1.915635812088e-12,        +5.538464467222e-03
 4.00e+00,        +3.459059667205e-10,        +3.458755478556e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +4.276124335915e-12,        +1.236210053402e-02,        +2.206293014998e-12,        +6.378863810054e-03,        +4.276124335915e-12,        +1.236210053402e-02,        +2.206293014998e-12,        +6.378863810054e-03,        +1.844882223440e-12,        +5.333479040361e-03,        +1.480422742159e-12,        +4.280217989789e-03,        +3.392196721892e-10,        +9.806701960227e-01,        +3.405178614131e-10,        +9.845097854540e-01,        +5.652879719375e-13,        +1.634224402941e-03,        +1.670970685331e-12,        +4.831132746131e-03
 5.00e+00,        +3.459059667205e-10,        +3.458755476191e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +4.276164535841e-12,        +1.236221675036e-02,        +2.206275720405e-12,        +6.378813812054e-03,        +4.276164535841e-12,        +1.236221675036e-02,        +2.206275720405e-12,        +6.378813812054e-03,        +1.844903729137e-12,        +5.333541212453e-03,        +1.480441950715e-12,        +4.280273528747e-03,        +3.392195940742e-10,        +9.806699701953e-01,        +3.405177915029e-10,        +9.845095840019e-01,        +5.653043813422e-13,        +1.634271841859e-03,        +1.671038445079e-12,        +4.831328657320e-03
 6.00e+00,        +3.459059667205e-10,        +3.458664971615e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.478420690235e-12,        +4.274053738511e-03,        +2.365161918588e-14,        +6.838366647241e-05,        +1.478420690235e-12,        +4.274053738511e-03,        +2.365161918588e-14,        +6.838366647241e-05,        +9.946832963240e-13,        +2.875588720699e-03,        +3.789263154581e-14,        +1.095585489106e-04,        +3.423272220955e-10,        +9.896539956830e-01,        +3.457870067964e-10,        +9.997701703815e-01,        +1.105640638410e-12,        +3.196361857797e-03,        +1.794611436410e-14,        +5.188740312052e-05
 7.00e+00,        +3.459059667205e-10,        +3.458771332883e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +5.887617619357e-14,        +1.702086169596e-04,        +2.256248090026e-14,        +6.523264688174e-05,        +5.887617619357e-14,        +1.702086169596e-04,        +2.256248090026e-14,        +6.523264688174e-05,        +6.052590408017e-14,        +1.749779127952e-04,        +3.606407968592e-14,        +1.042684705492e-04,        +3.457787829819e-10,        +9.996323170145e-01,        +3.458014670686e-10,        +9.997812338185e-01,        +7.781658275837e-15,        +2.249645575534e-05,        +1.703965914363e-14,        +4.926506410422e-05
 8.00e+00,        +3.459059667205e-10,        +3.458771333639e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +5.886141950010e-14,        +1.701659559624e-04,        +2.256129436086e-14,        +6.522921634464e-05,        +5.886141950010e-14,        +1.701659559624e-04,        +2.256129436086e-14,        +6.522921634464e-05,        +6.051328034299e-14,        +1.749414180875e-04,        +3.606375113173e-14,        +1.042675206105e-04,        +3.457788094910e-10,        +9.996323936512e-01,        +3.458014677739e-10,        +9.997812356392e-01,        +7.782529599234e-15,        +2.249897471564e-05,        +1.704054450849e-14,        +4.926762386040e-05
 9.00e+00,        +3.459059667205e-10,        +3.458822325530e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.339937826236e-15,        +6.764664537073e-06,        +1.572530702653e-13,        +4.546433886024e-04,        +2.339937826236e-15,        +6.764664537073e-06,        +1.572530702653e-13,        +4.546433886024e-04,        +5.250069502939e-15,        +1.517773617123e-05,        +1.936861926487e-13,        +5.599772824960e-04,        +3.458974932077e-10,        +9.999755034212e-01,        +3.454719130319e-10,        +9.988137016520e-01,        +8.835054496666e-16,        +2.554178113905e-06,        +5.938025816071e-14,        +1.716776768856e-04
 1.00e+01,        +3.459059667205e-10,        +3.458822309594e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.340184317906e-15,        +6.765377134407e-06,        +1.572723917033e-13,        +4.546992520172e-04,        +2.340184317906e-15,        +6.765377134407e-06,        +1.572723917033e-13,        +4.546992520172e-04,        +5.250619702928e-15,        +1.517932677690e-05,        +1.937047853577e-13,        +5.600310395258e-04,        +3.458974923349e-10,        +9.999755008979e-01,        +3.454718720856e-10,        +9.988135878714e-01,        +8.835815831195e-16,        +2.554398212603e-06,        +5.938169682906e-14,        +1.716818370933e-04
