        m,                   Q_ext[1],             κ_ext[1] (GHz)
 1.00e+00,        +5.236234612847e+04,        +4.658215950548e-05
 2.00e+00,        +3.703190671116e+09,        +7.015656592972e-10
 3.00e+00,        +4.195733321811e+07,        -6.209745244167e-08
 4.00e+00,        +8.144185564029e+03,        +3.199856549908e-04
 5.00e+00,        +9.704811745469e+07,        +2.783529436618e-08
 6.00e+00,        +9.727878045048e+07,        -2.777089722261e-08
 7.00e+00,        +2.382321086532e+10,        -1.149932007002e-10
 8.00e+00,        +1.825384941619e+10,        -1.533356932287e-10
