        m,               Re{I[1]} (A),               Im{I[1]} (A)
 1.00e+00,        +1.496752432038e-03,        +1.270603122502e-03
 2.00e+00,        +6.457734826404e-06,        +4.043836965856e-06
 3.00e+00,        -7.167278719985e-05,        +1.269255377666e-06
 4.00e+00,        +3.027123519823e-03,        +4.161191867787e-03
 5.00e+00,        +3.971531836507e-05,        +2.694586971032e-05
 6.00e+00,        -4.063487998758e-05,        -2.543352188545e-05
 7.00e+00,        -2.616367887669e-06,        -1.634127198546e-06
 8.00e+00,        -3.075066865558e-06,        -1.797937545019e-06
