        m,               Re{V[1]} (V),               Im{V[1]} (V)
 1.00e+00,        +7.483762160189e-02,        +6.353015612509e-02
 2.00e+00,        +3.228867413202e-04,        +2.021918482928e-04
 3.00e+00,        -3.583639359993e-03,        +6.346276888330e-05
 4.00e+00,        +1.513561759911e-01,        +2.080595933894e-01
 5.00e+00,        +1.985765918253e-03,        +1.347293485516e-03
 6.00e+00,        -2.031743999379e-03,        -1.271676094273e-03
 7.00e+00,        -1.308183943835e-04,        -8.170635992731e-05
 8.00e+00,        -1.537533432779e-04,        -8.989687725096e-05
