        m,               Re{I[1]} (A),               Im{I[1]} (A)
 1.00e+00,        +1.997284864795e-03,        +1.281071354688e-02
 2.00e+00,        -2.630516657326e-05,        -6.299383560292e-04
 3.00e+00,        -9.953684835906e-04,        -4.294219101128e-03
 4.00e+00,        -1.124605509808e-03,        +2.676288394208e-02
 5.00e+00,        +2.724565731808e-05,        -1.128436270254e-04
 6.00e+00,        +1.423071685736e-04,        -2.131305700114e-04
 7.00e+00,        -1.156705817391e-05,        +6.228799641110e-05
 8.00e+00,        -1.936405265990e-06,        +9.555294335945e-06
