        m,                   Q_ext[1],             κ_ext[1] (GHz)
 1.00e+00,        +1.201669333529e+03,        +2.031448645581e-03
 2.00e+00,        +5.410273635803e+05,        -4.803765168719e-06
 3.00e+00,        +1.109147030041e+04,        -2.348150191253e-04
 4.00e+00,        +3.015348704498e+02,        -8.670837137663e-03
 5.00e+00,        +1.658981411676e+07,        +1.628509676567e-07
 6.00e+00,        +3.404092849521e+06,        +7.936618687860e-07
 7.00e+00,        +5.647916545686e+07,        -4.850228161039e-08
 8.00e+00,        +2.385078535540e+09,        -1.148672667654e-09
