        f (GHz),                 E_elec (J),                  E_mag (J),                  E_cap (J),                  E_ind (J),              E_elec[1] (J),                  p_elec[1],               E_mag[1] (J),                   p_mag[1],              E_elec[2] (J),                  p_elec[2],               E_mag[2] (J),                   p_mag[2],              E_elec[3] (J),                  p_elec[3],               E_mag[3] (J),                   p_mag[3],              E_elec[4] (J),                  p_elec[4],               E_mag[4] (J),                   p_mag[4],              E_elec[5] (J),                  p_elec[5],               E_mag[5] (J),                   p_mag[5],              E_elec[6] (J),                  p_elec[6],               E_mag[6] (J),                   p_mag[6]
 2.40000000e+00,        +2.318424703139e-09,        +2.370125124869e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +4.174943084126e-13,        +1.800767166806e-04,        +6.255643652177e-12,        +2.639372743042e-03,        +1.035635064309e-09,        +4.466977352798e-01,        +1.041303866087e-09,        +4.393455244879e-01,        +2.436401338367e-10,        +1.050886550280e-01,        +2.728351409100e-10,        +1.151142351293e-01,        +2.905863348161e-10,        +1.253378358256e-01,        +2.582328276603e-10,        +1.089532467931e-01,        +4.329763242564e-10,        +1.867545336582e-01,        +4.039735446272e-10,        +1.704439737753e-01,        +2.874158748311e-10,        +1.239703296992e-01,        +3.159039818698e-10,        +1.332857824910e-01
 2.40002500e+00,        +2.317798963844e-09,        +2.369529055725e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +4.169659432599e-13,        +1.798973723624e-04,        +6.251092133436e-12,        +2.638115839236e-03,        +1.035298265227e-09,        +4.466730209899e-01,        +1.041082390793e-09,        +4.393625764063e-01,        +2.436687234878e-10,        +1.051293607810e-01,        +2.727947643503e-10,        +1.151261528915e-01,        +2.904019395072e-10,        +1.252921172359e-01,        +2.580700099655e-10,        +1.089119415278e-01,        +4.328845019311e-10,        +1.867653358569e-01,        +4.039015057317e-10,        +1.704564477721e-01,        +2.873942708668e-10,        +1.239944772389e-01,        +3.158112654338e-10,        +1.332801826890e-01
 2.40005000e+00,        +2.317175760532e-09,        +2.368935485501e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +4.164384715129e-13,        +1.797181200520e-04,        +6.246553985664e-12,        +2.636861165656e-03,        +1.034962104905e-09,        +4.466480801901e-01,        +1.040861359839e-09,        +4.393793609869e-01,        +2.436976355474e-10,        +1.051701125561e-01,        +2.727548023657e-10,        +1.151381302003e-01,        +2.902180964123e-10,        +1.252464751943e-01,        +2.579076796801e-10,        +1.088707063821e-01,        +4.327932879800e-10,        +1.867762020265e-01,        +4.038300124456e-10,        +1.704689785421e-01,        +2.873730229914e-10,        +1.240186557646e-01,        +3.157189993895e-10,        +1.332746296055e-01
 2.40007500e+00,        +2.316555091715e-09,        +2.368344412751e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +4.159118912440e-13,        +1.795389596956e-04,        +6.242029192738e-12,        +2.635608722756e-03,        +1.034626582634e-09,        +4.466229127615e-01,        +1.040640772869e-09,        +4.393958780936e-01,        +2.437268701425e-10,        +1.052109103790e-01,        +2.727152548163e-10,        +1.151501670737e-01,        +2.900348050096e-10,        +1.252009097676e-01,        +2.577458363660e-10,        +1.088295414207e-01,        +4.327026820394e-10,        +1.867871321459e-01,        +4.037590644874e-10,        +1.704815660736e-01,        +2.873521312524e-10,        +1.240428653219e-01,        +3.156271835188e-10,        +1.332691232827e-01
 2.40010000e+00,        +2.315936955923e-09,        +2.367755836041e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +4.153862005311e-13,        +1.793598912391e-04,        +6.237517738616e-12,        +2.634358510988e-03,        +1.034291697715e-09,        +4.465975185850e-01,        +1.040420629528e-09,        +4.394121275900e-01,        +2.437564274023e-10,        +1.052517542755e-01,        +2.726761215648e-10,        +1.151622635300e-01,        +2.898520647804e-10,        +1.251554210226e-01,        +2.575844795879e-10,        +1.087884467085e-01,        +4.326126837490e-10,        +1.867981261936e-01,        +4.036886615792e-10,        +1.704942103550e-01,        +2.873315956994e-10,        +1.240671059566e-01,        +3.155358176062e-10,        +1.332636637626e-01
 2.40012500e+00,        +2.315321351698e-09,        +2.367169753954e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +4.148613974568e-13,        +1.791809146288e-04,        +6.233019607333e-12,        +2.633110530802e-03,        +1.033957449447e-09,        +4.465718975417e-01,        +1.040200929466e-09,        +4.394281093398e-01,        +2.437863074581e-10,        +1.052926442713e-01,        +2.726374024764e-10,        +1.151744195874e-01,        +2.896698752094e-10,        +1.251100090262e-01,        +2.574236089136e-10,        +1.087474223104e-01,        +4.325232927520e-10,        +1.868091841483e-01,        +4.036188034459e-10,        +1.705069113745e-01,        +2.873114163841e-10,        +1.240913777145e-01,        +3.154449014388e-10,        +1.332582510874e-01
 2.40015000e+00,        +2.314708277599e-09,        +2.366586165087e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +4.143374801090e-13,        +1.790020298103e-04,        +6.228534783001e-12,        +2.631864782651e-03,        +1.033623837136e-09,        +4.465460495124e-01,        +1.039981672334e-09,        +4.394438232067e-01,        +2.438165104432e-10,        +1.053335803923e-01,        +2.725990974189e-10,        +1.151866352641e-01,        +2.894882357848e-10,        +1.250646738452e-01,        +2.572632239139e-10,        +1.087064682914e-01,        +4.324345086950e-10,        +1.868203059884e-01,        +4.035494898157e-10,        +1.705196691205e-01,        +2.872915933604e-10,        +1.241156806414e-01,        +3.153544348064e-10,        +1.332528852990e-01
 2.40017500e+00,        +2.314097732199e-09,        +2.366005068052e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +4.138144465804e-13,        +1.788232367296e-04,        +6.224063249812e-12,        +2.630621266985e-03,        +1.033290860090e-09,        +4.465199743783e-01,        +1.039762857785e-09,        +4.394592690542e-01,        +2.438470364929e-10,        +1.053745626643e-01,        +2.725612062626e-10,        +1.151989105784e-01,        +2.893071459979e-10,        +1.250194155469e-01,        +2.571033241624e-10,        +1.086655847166e-01,        +4.323463312284e-10,        +1.868314916923e-01,        +4.034807204198e-10,        +1.705324835809e-01,        +2.872721266842e-10,        +1.241400147829e-01,        +3.152644175015e-10,        +1.332475664395e-01
 2.40020000e+00,        +2.313489714085e-09,        +2.365426461477e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +4.132922949690e-13,        +1.786445353323e-04,        +6.219604992033e-12,        +2.629379984254e-03,        +1.032958517623e-09,        +4.464936720204e-01,        +1.039544485476e-09,        +4.394744467460e-01,        +2.438778857444e-10,        +1.054155911131e-01,        +2.725237288803e-10,        +1.152112455485e-01,        +2.891266053436e-10,        +1.249742341983e-01,        +2.569439092358e-10,        +1.086247716512e-01,        +4.322587600058e-10,        +1.868427412381e-01,        +4.034124949927e-10,        +1.705453547437e-01,        +2.872530164136e-10,        +1.241643801849e-01,        +3.151748493191e-10,        +1.332422945511e-01
 2.40022500e+00,        +2.312884221863e-09,        +2.364850344004e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +4.127710233775e-13,        +1.784659255642e-04,        +6.215159994011e-12,        +2.628140934909e-03,        +1.032626809051e-09,        +4.464671423197e-01,        +1.039326555067e-09,        +4.394893561455e-01,        +2.439090583373e-10,        +1.054566657646e-01,        +2.724866651475e-10,        +1.152236401929e-01,        +2.889466133199e-10,        +1.249291298668e-01,        +2.567849787138e-10,        +1.085840291606e-01,        +4.321717946846e-10,        +1.868540546040e-01,        +4.033448132720e-10,        +1.705582825969e-01,        +2.872342626087e-10,        +1.241887768932e-01,        +3.150857300568e-10,        +1.332370696758e-01
