        m,                   Q_ext[1],             κ_ext[1] (GHz)
 1.00e+00,        +2.810434536102e+03,        +8.503735849281e-04
 2.00e+00,        +9.117761685688e+03,        +2.688694974106e-04
 3.00e+00,        +1.339290016985e+05,        -1.946031528890e-05
 4.00e+00,        +1.614318457415e+05,        -1.614520921267e-05
 5.00e+00,        +9.065782358161e+06,        +3.004271233099e-07
 6.00e+00,        +4.113754010064e+03,        +6.664898028427e-04
 7.00e+00,        +2.835982444234e+06,        -9.697757178107e-07
 8.00e+00,        +5.343387253032e+03,        +5.150123778699e-04
