        m,                 E_elec (J),                  E_mag (J),                  E_cap (J),                  E_ind (J),              E_elec[1] (J),                  p_elec[1],               E_mag[1] (J),                   p_mag[1],             E_elec[10] (J),                 p_elec[10],              E_mag[10] (J),                  p_mag[10],             E_elec[11] (J),                 p_elec[11],              E_mag[11] (J),                  p_mag[11],             E_elec[12] (J),                 p_elec[12],              E_mag[12] (J),                  p_mag[12],             E_elec[13] (J),                 p_elec[13],              E_mag[13] (J),                  p_mag[13]
 1.00e+00,        +3.459059667205e-10,        +3.459059667701e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +6.199126770408e-12,        +1.792142190891e-02,        +3.020625806186e-14,        +8.732505641320e-05,        +6.199126770408e-12,        +1.792142190891e-02,        +3.020625806186e-14,        +8.732505641320e-05,        +3.235971309088e-12,        +9.355060682440e-03,        +3.790490891265e-14,        +1.095815410951e-04,        +3.341302222293e-10,        +9.659568043800e-01,        +3.458264504212e-10,        +9.997701214880e-01,        +2.340646411678e-12,        +6.766713028600e-03,        +1.140518197326e-14,        +3.297191453434e-05
 2.00e+00,        +3.459059667205e-10,        +3.459059666712e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.261500406548e-13,        +3.646946071812e-04,        +5.073708957831e-12,        +1.466788505170e-02,        +1.261500406548e-13,        +3.646946071812e-04,        +5.073708957831e-12,        +1.466788505170e-02,        +1.570316633596e-13,        +4.539721151629e-04,        +2.593809445990e-12,        +7.498597005861e-03,        +3.455751537188e-10,        +9.990436331444e-01,        +3.363226716449e-10,        +9.722950860937e-01,        +4.763129769549e-14,        +1.377001332098e-04,        +1.915776622483e-12,        +5.538431848747e-03
 3.00e+00,        +3.459059667205e-10,        +3.459059665990e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.261535164729e-13,        +3.647046556292e-04,        +5.073925327867e-12,        +1.466851057169e-02,        +1.261535164729e-13,        +3.647046556292e-04,        +5.073925327867e-12,        +1.466851057169e-02,        +1.570362031414e-13,        +4.539852394865e-04,        +2.593875118174e-12,        +7.498786863023e-03,        +3.455751441522e-10,        +9.990436054879e-01,        +3.363224278659e-10,        +9.722943815416e-01,        +4.763284867510e-14,        +1.377046170284e-04,        +1.915738287040e-12,        +5.538321023705e-03
 4.00e+00,        +3.459059667205e-10,        +3.459059668755e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +4.276543601930e-12,        +1.236331261492e-02,        +2.206739238591e-12,        +6.379592866016e-03,        +4.276543601930e-12,        +1.236331261492e-02,        +2.206739238591e-12,        +6.379592866016e-03,        +1.845039068557e-12,        +5.333932473181e-03,        +1.480714754965e-12,        +4.280685783886e-03,        +3.392190995530e-10,        +9.806685405548e-01,        +3.405472193312e-10,        +9.845080800639e-01,        +5.652844970382e-13,        +1.634214357149e-03,        +1.671293550681e-12,        +4.831641286150e-03
 5.00e+00,        +3.459059667205e-10,        +3.459059668169e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +4.276583803113e-12,        +1.236342883489e-02,        +2.206721934640e-12,        +6.379542842081e-03,        +4.276583803113e-12,        +1.236342883489e-02,        +2.206721934640e-12,        +6.379542842081e-03,        +1.845060575750e-12,        +5.333994649596e-03,        +1.480733962745e-12,        +4.280741313516e-03,        +3.392190214323e-10,        +9.806683147110e-01,        +3.405471496010e-10,        +9.845078786434e-01,        +5.653009093553e-13,        +1.634261804487e-03,        +1.671361318509e-12,        +4.831837200986e-03
 6.00e+00,        +3.459059667205e-10,        +3.459059680090e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.478596074702e-12,        +4.274560767832e-03,        +2.365712822382e-14,        +6.839178971092e-05,        +1.478596074702e-12,        +4.274560767832e-03,        +2.365712822382e-14,        +6.839178971092e-05,        +9.947941451953e-13,        +2.875909180252e-03,        +3.790122758119e-14,        +1.095708981240e-04,        +3.423268193509e-10,        +9.896528313648e-01,        +3.458264595864e-10,        +9.997701444035e-01,        +1.105757149679e-12,        +3.196698687111e-03,        +1.795006678756e-14,        +5.189290861582e-05
 7.00e+00,        +3.459059667205e-10,        +3.459059669082e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +5.888502843583e-14,        +1.702342084299e-04,        +2.256874162987e-14,        +6.524530880918e-05,        +5.888502843583e-14,        +1.702342084299e-04,        +2.256874162987e-14,        +6.524530880918e-05,        +6.053427383153e-14,        +1.750021094040e-04,        +3.607392064781e-14,        +1.042882288798e-04,        +3.457787653420e-10,        +9.996322660183e-01,        +3.458302799954e-10,        +9.997811922312e-01,        +7.782076178798e-15,        +2.249766389571e-05,        +1.704425054270e-14,        +4.927423107222e-05
 8.00e+00,        +3.459059667205e-10,        +3.459059669833e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +5.887026418423e-14,        +1.701915255824e-04,        +2.256755369557e-14,        +6.524187452556e-05,        +5.887026418423e-14,        +1.701915255824e-04,        +2.256755369557e-14,        +6.524187452556e-05,        +6.052164254198e-14,        +1.749655928627e-04,        +3.607358865246e-14,        +1.042872690722e-04,        +3.457787918671e-10,        +9.996323427010e-01,        +3.458302807075e-10,        +9.997811940727e-01,        +7.782946704620e-15,        +2.250018055025e-05,        +1.704513350891e-14,        +4.927678368072e-05
 9.00e+00,        +3.459059667205e-10,        +3.459059666585e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.340191965135e-15,        +6.765399242235e-06,        +1.572710038396e-13,        +4.546640387816e-04,        +2.340191965135e-15,        +6.765399242235e-06,        +1.572710038396e-13,        +4.546640387816e-04,        +5.250560938414e-15,        +1.517915689109e-05,        +1.937052908889e-13,        +5.599940722623e-04,        +3.458974924137e-10,        +9.999755011258e-01,        +3.454956065136e-10,        +9.988136656073e-01,        +8.835538448341e-16,        +2.554318022355e-06,        +5.938385017026e-14,        +1.716762816898e-04
 1.00e+01,        +3.459059667205e-10,        +3.459059665109e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.340439087044e-15,        +6.766113661563e-06,        +1.572903320600e-13,        +4.547199160701e-04,        +2.340439087044e-15,        +6.766113661563e-06,        +1.572903320600e-13,        +4.547199160701e-04,        +5.251111985132e-15,        +1.518074994461e-05,        +1.937238924752e-13,        +5.600478489265e-04,        +3.458974915393e-10,        +9.999754985978e-01,        +3.454955669944e-10,        +9.988135517851e-01,        +8.836301508319e-16,        +2.554538619873e-06,        +5.938529194255e-14,        +1.716804498678e-04
 1.10e+01,        +3.459059667205e-10,        +3.459059665981e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +3.008386388619e-12,        +8.697121987058e-03,        +3.979510529848e-12,        +1.150460215817e-02,        +3.008386388619e-12,        +8.697121987058e-03,        +3.979510529848e-12,        +1.150460215817e-02,        +1.324153876847e-12,        +3.828074691515e-03,        +2.594361777360e-12,        +7.500193774843e-03,        +3.411435926891e-10,        +9.862321714872e-01,        +3.363208573076e-10,        +9.722898411245e-01,        +4.298337659025e-13,        +1.242631834246e-03,        +3.011236983222e-12,        +8.705362942528e-03
