        m,                 E_elec (J),                  E_mag (J),                  E_cap (J),                  E_ind (J),              E_elec[1] (J),                  p_elec[1],               E_mag[1] (J),                   p_mag[1],             E_elec[10] (J),                 p_elec[10],              E_mag[10] (J),                  p_mag[10],             E_elec[11] (J),                 p_elec[11],              E_mag[11] (J),                  p_mag[11],             E_elec[12] (J),                 p_elec[12],              E_mag[12] (J),                  p_mag[12],             E_elec[13] (J),                 p_elec[13],              E_mag[13] (J),                  p_mag[13]
 1.20e+01,        +3.459059667205e-10,        +3.459059666915e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +3.009398727371e-12,        +8.700048616978e-03,        +3.979043908996e-12,        +1.150325317326e-02,        +3.009398727371e-12,        +8.700048616978e-03,        +3.979043908996e-12,        +1.150325317326e-02,        +1.324570668172e-12,        +3.829279618187e-03,        +2.594502032044e-12,        +7.500599243370e-03,        +3.411420303112e-10,        +9.862276547164e-01,        +3.363203006516e-10,        +9.722882315920e-01,        +4.299670137737e-13,        +1.243017048391e-03,        +3.012120098866e-12,        +8.707915991377e-03
 1.30e+01,        +3.459059667205e-10,        +3.459059669609e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.645881247218e-13,        +4.758175358531e-04,        +6.465254041299e-12,        +1.869078494974e-02,        +1.645881247218e-13,        +4.758175358531e-04,        +6.465254041299e-12,        +1.869078494974e-02,        +1.616460612754e-13,        +4.673121507788e-04,        +2.774693406916e-12,        +8.021525130932e-03,        +3.455578538519e-10,        +9.989936199369e-01,        +3.357723197286e-10,        +9.707040404032e-01,        +2.187868260305e-14,        +6.325037642593e-05,        +8.936997841648e-13,        +2.583649516129e-03
 1.40e+01,        +3.459059667205e-10,        +3.459059731507e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.385070589263e-11,        +4.004182415225e-02,        +3.605981794025e-13,        +1.042474566478e-03,        +1.385070589263e-11,        +4.004182415225e-02,        +3.605981794025e-13,        +1.042474566478e-03,        +6.814520080288e-12,        +1.970049879421e-02,        +4.424471142461e-13,        +1.279096484562e-03,        +3.200109109091e-10,        +9.251384529243e-01,        +3.449667710713e-10,        +9.972848052584e-01,        +5.229829838478e-12,        +1.511922412921e-02,        +1.361567857542e-13,        +3.936236906060e-04
 1.50e+01,        +3.459059667205e-10,        +3.459059668342e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +8.017309406477e-16,        +2.317771353437e-06,        +2.262535513867e-16,        +6.540897616117e-07,        +8.017309406477e-16,        +2.317771353437e-06,        +2.262535513867e-16,        +6.540897616117e-07,        +1.484487282353e-15,        +4.291592008163e-06,        +6.512075502921e-16,        +1.882614388679e-06,        +3.459035744389e-10,        +9.999930840119e-01,        +3.459049191375e-10,        +9.999969711517e-01,        +1.060633364462e-16,        +3.066247669902e-07,        +1.702355909853e-16,        +4.921441296411e-07
 1.60e+01,        +3.459059667205e-10,        +3.459059665866e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +8.017087675071e-16,        +2.317707251795e-06,        +2.263322508196e-16,        +6.543172789213e-07,        +8.017087675071e-16,        +2.317707251795e-06,        +2.263322508196e-16,        +6.543172789213e-07,        +1.485209084476e-15,        +4.293678708574e-06,        +6.514541189373e-16,        +1.883327209894e-06,        +3.459035737489e-10,        +9.999930820169e-01,        +3.459049185318e-10,        +9.999969701165e-01,        +1.060537678349e-16,        +3.065971045263e-07,        +1.702684015619e-16,        +4.922389840281e-07
 1.70e+01,        +3.459059667205e-10,        +3.459059665322e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +6.619119896583e-14,        +1.913560485625e-04,        +1.232074653331e-13,        +3.561877424906e-04,        +6.619119896583e-14,        +1.913560485625e-04,        +1.232074653331e-13,        +3.561877424906e-04,        +6.924194830761e-14,        +2.001756401142e-04,        +1.937268762867e-13,        +5.600564749689e-04,        +3.457610290422e-10,        +9.995809911011e-01,        +3.454955606953e-10,        +9.988135335131e-01,        +9.504530979613e-15,        +2.747721026534e-05,        +9.347149529480e-14,        +2.702222694562e-04
 1.80e+01,        +3.459059667205e-10,        +3.459059667342e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +6.616972081666e-14,        +1.912939561119e-04,        +1.231995432727e-13,        +3.561648399299e-04,        +6.616972081666e-14,        +1.912939561119e-04,        +1.231995432727e-13,        +3.561648399299e-04,        +6.922706336489e-14,        +2.001326083537e-04,        +1.937358578616e-13,        +5.600824400074e-04,        +3.457610607065e-10,        +9.995810826411e-01,        +3.454955417822e-10,        +9.988134782530e-01,        +9.509229841496e-15,        +2.749079448282e-05,        +9.348955081676e-14,        +2.702744670739e-04
 1.90e+01,        +3.459059667205e-10,        +3.459059667038e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +4.336567048539e-17,        +1.253683794372e-07,        +3.571667989460e-15,        +1.032554605373e-05,        +4.336567048539e-17,        +1.253683794372e-07,        +3.571667989460e-15,        +1.032554605373e-05,        +1.495259642759e-16,        +4.322734461437e-07,        +7.953901483689e-15,        +2.299440382449e-05,        +3.459057580415e-10,        +9.999993967175e-01,        +3.458930924145e-10,        +9.999627809564e-01,        +1.578739866517e-17,        +4.564072373440e-08,        +1.348719798756e-15,        +3.899093767037e-06
 2.00e+01,        +3.459059667205e-10,        +3.459059668851e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +4.180999262103e-17,        +1.208709783686e-07,        +3.572904682943e-15,        +1.032912127859e-05,        +4.180999262103e-17,        +1.208709783686e-07,        +3.572904682943e-15,        +1.032912127859e-05,        +1.489562620062e-16,        +4.306264601863e-07,        +7.957059239163e-15,        +2.300353275434e-05,        +3.459057603656e-10,        +9.999994034365e-01,        +3.458930881122e-10,        +9.999627679942e-01,        +1.558860425865e-17,        +4.506601723712e-08,        +1.348809028444e-15,        +3.899351724373e-06
 2.10e+01,        +3.459059667205e-10,        +3.459059666582e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +4.226818985772e-16,        +1.221956078366e-06,        +1.023542496548e-16,        +2.959019488552e-07,        +4.226818985772e-16,        +1.221956078366e-06,        +1.023542496548e-16,        +2.959019488552e-07,        +1.995461264851e-16,        +5.768796889426e-07,        +7.845784650465e-17,        +2.268184248530e-07,        +3.459052898459e-10,        +9.999980431832e-01,        +3.459057179912e-10,        +9.999992811141e-01,        +5.464657101793e-17,        +1.579810014150e-07,        +6.785483109010e-17,        +1.961655410158e-07
 2.20e+01,        +3.459059667205e-10,        +3.459059666739e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.711728715699e-16,        +7.839496789861e-07,        +6.491536037632e-17,        +1.876676514156e-07,        +2.711728715699e-16,        +7.839496789861e-07,        +6.491536037632e-17,        +1.876676514156e-07,        +1.383768592928e-16,        +4.000418397078e-07,        +5.329001863520e-17,        +1.540592639891e-07,        +3.459055209262e-10,        +9.999987112271e-01,        +3.459058050555e-10,        +9.999995327678e-01,        +3.624452119867e-17,        +1.047814281503e-07,        +4.341302871962e-17,        +1.255052901720e-07
 2.30e+01,        +3.459059667205e-10,        +3.459059665861e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +8.477144013950e-12,        +2.450707657437e-02,        +2.038789691763e-12,        +5.894057601507e-03,        +8.477144013950e-12,        +2.450707657437e-02,        +2.038789691763e-12,        +5.894057601507e-03,        +3.447296728843e-12,        +9.965993826376e-03,        +1.393460447918e-12,        +4.028437154962e-03,        +3.328609762565e-10,        +9.622874661930e-01,        +3.411011813362e-10,        +9.861095623839e-01,        +1.120549721209e-12,        +3.239463406291e-03,        +1.372535110216e-12,        +3.967942859621e-03
 2.40e+01,        +3.459059667205e-10,        +3.459059664972e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +8.477472270835e-12,        +2.450802555160e-02,        +2.038862748189e-12,        +5.894268806160e-03,        +8.477472270835e-12,        +2.450802555160e-02,        +2.038862748189e-12,        +5.894268806160e-03,        +3.447446725159e-12,        +9.966427459589e-03,        +1.393479082576e-12,        +4.028491028031e-03,        +3.328603512887e-10,        +9.622856594367e-01,        +3.411011714355e-10,        +9.861095340150e-01,        +1.120696435767e-12,        +3.239887552077e-03,        +1.372453230859e-12,        +3.967706150771e-03
 2.50e+01,        +3.459059667205e-10,        +3.459059637048e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +7.645646764419e-12,        +2.210325203958e-02,        +2.824376748508e-13,        +8.165157715864e-04,        +7.645646764419e-12,        +2.210325203958e-02,        +2.824376748508e-13,        +8.165157715864e-04,        +4.853514261785e-12,        +1.403131119073e-02,        +4.424121852663e-13,        +1.278995541239e-03,        +3.276908786072e-10,        +9.473409253792e-01,        +3.449668372828e-10,        +9.972850239066e-01,        +5.715927087116e-12,        +1.652451139050e-02,        +2.142765618976e-13,        +6.194647805507e-04
 2.60e+01,        +3.459059667205e-10,        +3.459059672263e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +7.334342265403e-13,        +2.120328346729e-03,        +8.633085783850e-12,        +2.495789781563e-02,        +7.334342265403e-13,        +2.120328346729e-03,        +8.633085783850e-12,        +2.495789781563e-02,        +8.844891614119e-13,        +2.557021984320e-03,        +4.062702751345e-12,        +1.174510744617e-02,        +3.440110850959e-10,        +9.945219747361e-01,        +3.299500686328e-10,        +9.538721499329e-01,        +2.769582366776e-13,        +8.006749328536e-04,        +3.260110058336e-12,        +9.424844805302e-03
 2.70e+01,        +3.459059667205e-10,        +3.459059666637e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +7.334347905445e-13,        +2.120329977242e-03,        +8.632965505754e-12,        +2.495755013717e-02,        +7.334347905445e-13,        +2.120329977242e-03,        +8.632965505754e-12,        +2.495755013717e-02,        +8.845347214106e-13,        +2.557153696413e-03,        +4.062759048993e-12,        +1.174527021947e-02,        +3.440109864410e-10,        +9.945216895289e-01,        +3.299497958202e-10,        +9.538713627943e-01,        +2.770107675391e-13,        +8.008267974253e-04,        +3.260446288784e-12,        +9.425816849102e-03
