        f (GHz),           Re{E_x[1]} (V/m),           Im{E_x[1]} (V/m),           Re{E_y[1]} (V/m),           Im{E_y[1]} (V/m),           Re{E_z[1]} (V/m),           Im{E_z[1]} (V/m),           Re{E_x[2]} (V/m),           Im{E_x[2]} (V/m),           Re{E_y[2]} (V/m),           Im{E_y[2]} (V/m),           Re{E_z[2]} (V/m),           Im{E_z[2]} (V/m),           Re{E_x[3]} (V/m),           Im{E_x[3]} (V/m),           Re{E_y[3]} (V/m),           Im{E_y[3]} (V/m),           Re{E_z[3]} (V/m),           Im{E_z[3]} (V/m),           Re{E_x[4]} (V/m),           Im{E_x[4]} (V/m),           Re{E_y[4]} (V/m),           Im{E_y[4]} (V/m),           Re{E_z[4]} (V/m),           Im{E_z[4]} (V/m)
 2.40000000e+00,        +3.447720543230e-01,        +1.053123647916e+00,        +1.820658263520e+00,        -3.933940623964e+00,        -2.520260559912e-02,        +5.862916196331e-02,        +1.547466907991e-01,        +5.806669485858e-01,        +4.835363197254e+00,        -6.707930893895e+00,        -5.802362335249e-02,        +4.973295671782e-02,        +1.111953875259e-01,        +9.244328185508e-01,        +1.369853187741e+01,        -1.024050509953e+01,        -1.299201892748e-01,        +5.119406925077e-02,        -2.170209458987e+00,        -1.069626996582e-01,        +4.161335977427e+01,        -1.390896533707e+01,        -7.309675319757e-03,        -1.231371333144e-02
 2.40002500e+00,        +3.450274955869e-01,        +1.053657563218e+00,        +1.820840087867e+00,        -3.936371258515e+00,        -2.520141113491e-02,        +5.864473431621e-02,        +1.548003096039e-01,        +5.808701616032e-01,        +4.836597934977e+00,        -6.711929923643e+00,        -5.803288585961e-02,        +4.974449304520e-02,        +1.111538509857e-01,        +9.246665283590e-01,        +1.370347000960e+01,        -1.024727924303e+01,        -1.299422144623e-01,        +5.122114503664e-02,        -2.173719211447e+00,        -1.070283850190e-01,        +4.163439839495e+01,        -1.392299964306e+01,        -7.355038331174e-03,        -1.225113100157e-02
 2.40005000e+00,        +3.452828664788e-01,        +1.054191014760e+00,        +1.821022073320e+00,        -3.938802896364e+00,        -2.520021759013e-02,        +5.866029902868e-02,        +1.548539308993e-01,        +5.810731928133e-01,        +4.837833037871e+00,        -6.715932151783e+00,        -5.804214277342e-02,        +4.975603254093e-02,        +1.111124004268e-01,        +9.249000420291e-01,        +1.370841070165e+01,        -1.025406010362e+01,        -1.299642308908e-01,        +5.124822325586e-02,        -2.177229271095e+00,        -1.070941976777e-01,        +4.165545385421e+01,        -1.393705188475e+01,        -7.400400166672e-03,        -1.218853925691e-02
 2.40007500e+00,        +3.455381668932e-01,        +1.054724003086e+00,        +1.821204219439e+00,        -3.941235540620e+00,        -2.519902496757e-02,        +5.867585610933e-02,        +1.549075546069e-01,        +5.812760424116e-01,        +4.839068505087e+00,        -6.719937583900e+00,        -5.805139409457e-02,        +4.976757520085e-02,        +1.110710356822e-01,        +9.251333597541e-01,        +1.371335395485e+01,        -1.026084769249e+01,        -1.299862385629e-01,        +5.127530390811e-02,        -2.180739637976e+00,        -1.071601377219e-01,        +4.167652616700e+01,        -1.395112209516e+01,        -7.445760877474e-03,        -1.212593802818e-02
 2.40010000e+00,        +3.457933967248e-01,        +1.055256528738e+00,        +1.821386525782e+00,        -3.943669194396e+00,        -2.519783326998e-02,        +5.869140556676e-02,        +1.549611806484e-01,        +5.814787105934e-01,        +4.840304335773e+00,        -6.723946225589e+00,        -5.806063982372e-02,        +4.977912102077e-02,        +1.110297565855e-01,        +9.253664817272e-01,        +1.371829977045e+01,        -1.026764202090e+01,        -1.300082374814e-01,        +5.130238699303e-02,        -2.184250312135e+00,        -1.072262052395e-01,        +4.169761534830e+01,        -1.396521030736e+01,        -7.491120514752e-03,        -1.206332724602e-02
 2.40012500e+00,        +3.460485558686e-01,        +1.055788592261e+00,        +1.821568991904e+00,        -3.946103860805e+00,        -2.519664250013e-02,        +5.870694740955e-02,        +1.550148089457e-01,        +5.816811975535e-01,        +4.841540529073e+00,        -6.727958082453e+00,        -5.806987996151e-02,        +4.979066999655e-02,        +1.109885629706e-01,        +9.255994081409e-01,        +1.372324814972e+01,        -1.027444310007e+01,        -1.300302276490e-01,        +5.132947251030e-02,        -2.187761293616e+00,        -1.072924003193e-01,        +4.171872141307e+01,        -1.397931655452e+01,        -7.536479129617e-03,        -1.200070684097e-02
 2.40015000e+00,        +3.463036442198e-01,        +1.056320194195e+00,        +1.821751617356e+00,        -3.948539542965e+00,        -2.519545266079e-02,        +5.872248164626e-02,        +1.550684394206e-01,        +5.818835034867e-01,        +4.842777084122e+00,        -6.731973160105e+00,        -5.807911450863e-02,        +4.980222212399e-02,        +1.109474546715e-01,        +9.258321391879e-01,        +1.372819909391e+01,        -1.028125094129e+01,        -1.300522090683e-01,        +5.135656045956e-02,        -2.191272582465e+00,        -1.073587230506e-01,        +4.173984437630e+01,        -1.399344086986e+01,        -7.581836773152e-03,        -1.193807674349e-02
 2.40017500e+00,        +3.465586616741e-01,        +1.056851335083e+00,        +1.821934401687e+00,        -3.950976243997e+00,        -2.519426375472e-02,        +5.873800828545e-02,        +1.551220719954e-01,        +5.820856285873e-01,        +4.844014000055e+00,        -6.735991464162e+00,        -5.808834346570e-02,        +4.981377739895e-02,        +1.109064315228e-01,        +9.260646750606e-01,        +1.373315260426e+01,        -1.028806555584e+01,        -1.300741817420e-01,        +5.138365084048e-02,        -2.194784178725e+00,        -1.074251735233e-01,        +4.176098425299e+01,        -1.400758328665e+01,        -7.627193496366e-03,        -1.187543688393e-02
 2.40020000e+00,        +3.468136081275e-01,        +1.057382015464e+00,        +1.822117344445e+00,        -3.953413967022e+00,        -2.519307578469e-02,        +5.875352733565e-02,        +1.551757065924e-01,        +5.822875730495e-01,        +4.845251275998e+00,        -6.740013000254e+00,        -5.809756683341e-02,        +4.982533581724e-02,        +1.108654933593e-01,        +9.262970159509e-01,        +1.373810868202e+01,        -1.029488695504e+01,        -1.300961456729e-01,        +5.141074365271e-02,        -2.198296082441e+00,        -1.074917518279e-01,        +4.178214105814e+01,        -1.402174383825e+01,        -7.672549350231e-03,        -1.181278719256e-02
 2.40022500e+00,        +3.470684834762e-01,        +1.057912235878e+00,        +1.822300445171e+00,        -3.955852715168e+00,        -2.519188875347e-02,        +5.876903880538e-02,        +1.552293431340e-01,        +5.824893370671e-01,        +4.846488911074e+00,        -6.744037774017e+00,        -5.810678461239e-02,        +4.983689737469e-02,        +1.108246400160e-01,        +9.265291620508e-01,        +1.374306732843e+01,        -1.030171515022e+01,        -1.301181008636e-01,        +5.143783889588e-02,        -2.201808293657e+00,        -1.075584580555e-01,        +4.180331480678e+01,        -1.403592255808e+01,        -7.717904385669e-03,        -1.175012759956e-02
