        f (GHz),           Re{E_x[1]} (V/m),           Im{E_x[1]} (V/m),           Re{E_y[1]} (V/m),           Im{E_y[1]} (V/m),           Re{E_z[1]} (V/m),           Im{E_z[1]} (V/m),           Re{E_x[2]} (V/m),           Im{E_x[2]} (V/m),           Re{E_y[2]} (V/m),           Im{E_y[2]} (V/m),           Re{E_z[2]} (V/m),           Im{E_z[2]} (V/m),           Re{E_x[3]} (V/m),           Im{E_x[3]} (V/m),           Re{E_y[3]} (V/m),           Im{E_y[3]} (V/m),           Re{E_z[3]} (V/m),           Im{E_z[3]} (V/m),           Re{E_x[4]} (V/m),           Im{E_x[4]} (V/m),           Re{E_y[4]} (V/m),           Im{E_y[4]} (V/m),           Re{E_z[4]} (V/m),           Im{E_z[4]} (V/m)
 2.40000000e+00,        +6.445119720678e-01,        +1.507365903855e+00,        +2.857506614732e+00,        -4.219204495518e+00,        -1.691930081090e-02,        +7.511019730163e-02,        +2.811279679913e-01,        +8.582078693710e-01,        +7.348880195085e+00,        -6.660904614351e+00,        -6.269049468574e-02,        +6.086751088643e-02,        +3.335871493544e-01,        +1.345606035044e+00,        +1.751636377718e+01,        -9.912585141390e+00,        -1.294731020229e-01,        +7.931138934064e-02,        -2.145115988252e+00,        -9.483985776603e-02,        +4.766789790176e+01,        -1.294608122299e+01,        -1.209028323590e-02,        +5.738675544692e-03
 2.40002500e+00,        +6.449589020541e-01,        +1.508228536021e+00,        +2.858269057470e+00,        -4.222372514207e+00,        -1.691334802693e-02,        +7.513683619718e-02,        +2.812175033286e-01,        +8.585456732841e-01,        +7.351770776012e+00,        -6.665704735770e+00,        -6.270763464100e-02,        +6.088466355005e-02,        +3.335687611170e-01,        +1.345976844656e+00,        +1.752426375797e+01,        -9.920264373601e+00,        -1.295088906365e-01,        +7.934706488023e-02,        -2.148587687891e+00,        -9.491238214958e-02,        +4.769523495117e+01,        -1.296076684589e+01,        -1.215225944395e-02,        +5.799875677795e-03
 2.40005000e+00,        +6.454056986573e-01,        +1.509090363882e+00,        +2.859032651776e+00,        -4.225541701617e+00,        -1.690739526162e-02,        +7.516345656888e-02,        +2.813070485333e-01,        +8.588831602834e-01,        +7.354663690444e+00,        -6.670509092633e+00,        -6.272476011045e-02,        +6.090181819095e-02,        +3.335504674433e-01,        +1.346347309531e+00,        +1.753216995406e+01,        -9.927952097812e+00,        -1.295446522350e-01,        +7.938274313950e-02,        -2.152059651138e+00,        -9.498504748170e-02,        +4.772259804766e+01,        -1.297547377787e+01,        -1.221424343322e-02,        +5.861096655730e-03
 2.40007500e+00,        +6.458523616622e-01,        +1.509951388396e+00,        +2.859797398583e+00,        -4.228712063104e+00,        -1.690144252299e-02,        +7.519005843537e-02,        +2.813966034450e-01,        +8.592203307071e-01,        +7.357558940329e+00,        -6.675317694317e+00,        -6.274187110455e-02,        +6.091897480219e-02,        +3.335322680580e-01,        +1.346717430018e+00,        +1.754008237244e+01,        -9.935648331263e+00,        -1.295803868380e-01,        +7.941842410974e-02,        -2.155531877924e+00,        -9.505785389144e-02,        +4.774998722235e+01,        -1.299020206370e+01,        -1.227623528881e-02,        +5.922338560450e-03
 2.40010000e+00,        +6.462988908545e-01,        +1.510811610517e+00,        +2.860563298823e+00,        -4.231883604025e+00,        -1.689548981902e-02,        +7.521664181529e-02,        +2.814861679038e-01,        +8.595571848928e-01,        +7.360456527608e+00,        -6.680130550217e+00,        -6.275896763375e-02,        +6.093613337683e-02,        +3.335141626860e-01,        +1.347087206468e+00,        +1.754800102009e+01,        -9.943353091231e+00,        -1.296160944654e-01,        +7.945410778228e-02,        -2.159004368181e+00,        -9.513080150866e-02,        +4.777740250642e+01,        -1.300495174829e+01,        -1.233823509584e-02,        +5.983601474092e-03
 2.40012500e+00,        +6.467452860204e-01,        +1.511671031201e+00,        +2.861330353424e+00,        -4.235056329749e+00,        -1.688953715768e-02,        +7.524320672722e-02,        +2.815757417500e-01,        +8.598937231777e-01,        +7.363356454225e+00,        -6.684947669743e+00,        -6.277604970847e-02,        +6.095329390793e-02,        +3.334961510526e-01,        +1.347456639227e+00,        +1.755592590402e+01,        -9.951066395030e+00,        -1.296517751371e-01,        +7.948979414844e-02,        -2.162477121839e+00,        -9.520389046406e-02,        +4.780484393108e+01,        -1.301972287663e+01,        -1.240024293940e-02,        +6.044885478959e-03
 2.40015000e+00,        +6.471915469466e-01,        +1.512529651401e+00,        +2.862098563316e+00,        -4.238230245646e+00,        -1.688358454696e-02,        +7.526975318972e-02,        +2.816653248242e-01,        +8.602299458984e-01,        +7.366258722119e+00,        -6.689769062325e+00,        -6.279311733914e-02,        +6.097045638856e-02,        +3.334782328838e-01,        +1.347825728644e+00,        +1.756385703121e+01,        -9.958788260011e+00,        -1.296874288727e-01,        +7.952548319959e-02,        -2.165950138829e+00,        -9.527712088916e-02,        +4.783231152760e+01,        -1.303451549384e+01,        -1.246225890457e-02,        +6.106190657546e-03
 2.40017500e+00,        +6.476376734203e-01,        +1.513387472066e+00,        +2.862867929424e+00,        -4.241405357098e+00,        -1.687763199481e-02,        +7.529628122129e-02,        +2.817549169675e-01,        +8.605658533910e-01,        +7.369163333229e+00,        -6.694594737409e+00,        -6.281017053615e-02,        +6.098762081181e-02,        +3.334604079060e-01,        +1.348194475067e+00,        +1.757179440866e+01,        -9.966518703563e+00,        -1.297230556919e-01,        +7.956117492707e-02,        -2.169423419080e+00,        -9.535049291628e-02,        +4.785980532727e+01,        -1.304932964512e+01,        -1.252428307643e-02,        +6.167517092517e-03
 2.40020000e+00,        +6.480836652295e-01,        +1.514244494149e+00,        +2.863638452675e+00,        -4.244581669490e+00,        -1.687167950918e-02,        +7.532279084042e-02,        +2.818445180211e-01,        +8.609014459914e-01,        +7.372070289493e+00,        -6.699424704460e+00,        -6.282720930989e-02,        +6.100478717075e-02,        +3.334426758462e-01,        +1.348562878843e+00,        +1.757973804339e+01,        -9.974257743113e+00,        -1.297586556144e-01,        +7.959686932226e-02,        -2.172896962522e+00,        -9.542400667860e-02,        +4.788732536145e+01,        -1.306416537582e+01,        -1.258631554004e-02,        +6.228864866723e-03
 2.40022500e+00,        +6.485295221625e-01,        +1.515100718597e+00,        +2.864410133990e+00,        -4.247759188214e+00,        -1.686572709801e-02,        +7.534928206557e-02,        +2.819341278265e-01,        +8.612367240345e-01,        +7.374979592846e+00,        -6.704258972959e+00,        -6.284423367072e-02,        +6.102195545848e-02,        +3.334250364316e-01,        +1.348930940319e+00,        +1.758768794239e+01,        -9.982005396123e+00,        -1.297942286599e-01,        +7.963256637652e-02,        -2.176370769085e+00,        -9.549766231008e-02,        +4.791487166153e+01,        -1.307902273134e+01,        -1.264835638045e-02,        +6.290234063187e-03
