        m,               Re{I[1]} (A),               Im{I[1]} (A)
 1.00e+00,        -1.658777435977e-03,        +1.356955140838e-02
 2.00e+00,        -3.544868896325e-04,        -1.484899291102e-03
 3.00e+00,        -1.536885368609e-03,        -7.637968270079e-03
 4.00e+00,        -1.989366180469e-03,        +3.227453655749e-02
 5.00e+00,        -4.706782638556e-05,        +2.140517682629e-04
 6.00e+00,        +5.671177881037e-05,        -2.008467273451e-04
 7.00e+00,        +1.735154147021e-04,        -1.288946893100e-03
 8.00e+00,        +2.745929804189e-04,        -3.488077342040e-03
