        m,               Re{V[1]} (V),               Im{V[1]} (V)
 1.00e+00,        -8.293887179884e-02,        +6.784775704192e-01
 2.00e+00,        -1.772434448163e-02,        -7.424496455510e-02
 3.00e+00,        -7.684426843046e-02,        -3.818984135040e-01
 4.00e+00,        -9.946830902344e-02,        +1.613726827875e+00
 5.00e+00,        -2.353391319278e-03,        +1.070258841314e-02
 6.00e+00,        +2.835588940518e-03,        -1.004233636726e-02
 7.00e+00,        +8.675770735106e-03,        -6.444734465502e-02
 8.00e+00,        +1.372964902094e-02,        -1.744038671020e-01
