        m,                 E_elec (J),                  E_mag (J),                  E_cap (J),                  E_ind (J),              E_elec[1] (J),                  p_elec[1],               E_mag[1] (J),                   p_mag[1],             E_elec[10] (J),                 p_elec[10],              E_mag[10] (J),                  p_mag[10],             E_elec[11] (J),                 p_elec[11],              E_mag[11] (J),                  p_mag[11],             E_elec[12] (J),                 p_elec[12],              E_mag[12] (J),                  p_mag[12],             E_elec[13] (J),                 p_elec[13],              E_mag[13] (J),                  p_mag[13],             E_elec[14] (J),                 p_elec[14],              E_mag[14] (J),                  p_mag[14],             E_elec[15] (J),                 p_elec[15],              E_mag[15] (J),                  p_mag[15],             E_elec[16] (J),                 p_elec[16],              E_mag[16] (J),                  p_mag[16],             E_elec[17] (J),                 p_elec[17],              E_mag[17] (J),                  p_mag[17],             E_elec[18] (J),                 p_elec[18],              E_mag[18] (J),                  p_mag[18]
 1.00e+00,        +3.292540468113e-10,        +3.292461579005e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +3.614394343641e-13,        +1.097752443332e-03,        +1.510850459012e-11,        +4.588817280803e-02,        +3.614394343641e-13,        +1.097752443332e-03,        +1.510850459012e-11,        +4.588817280803e-02,        +4.038744929120e-12,        +1.226634863940e-02,        +6.828701962047e-12,        +2.074041503048e-02,        +6.466927985177e-11,        +1.964114958588e-01,        +6.006088594265e-11,        +1.824193980748e-01,        +6.479581333025e-11,        +1.967957993463e-01,        +6.087869444303e-11,        +1.849032797565e-01,        +6.715029950156e-11,        +2.039467704403e-01,        +6.319164163676e-11,        +1.919282582968e-01,        +6.291693192007e-11,        +1.910893200233e-01,        +5.891618455093e-11,        +1.789426638313e-01,        +6.525617102535e-11,        +1.981939832094e-01,        +6.128224522915e-11,        +1.861289608356e-01,        +6.515714196391e-14,        +1.978932152693e-04,        +2.973497329474e-12,        +9.031228635847e-03,        +2.096768422342e-16,        +6.368238880125e-07,        +5.802216372756e-15,        +1.762273069413e-05
 2.00e+00,        +3.292540468113e-10,        +3.292362928395e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.203865139832e-11,        +3.656341209748e-02,        +3.229389864462e-13,        +9.808729883970e-04,        +1.203865139832e-11,        +3.656341209748e-02,        +3.229389864462e-13,        +9.808729883970e-04,        +7.441812267382e-11,        +2.260203736128e-01,        +4.698488507647e-12,        +1.427087052622e-02,        +4.774137683727e-11,        +1.449986030533e-01,        +6.517110308030e-11,        +1.979462911523e-01,        +4.715975591882e-11,        +1.432321223552e-01,        +6.446270420363e-11,        +1.957946484201e-01,        +4.734935430909e-11,        +1.438079646026e-01,        +6.461303143945e-11,        +1.962512421769e-01,        +4.753402674659e-11,        +1.443688459017e-01,        +6.493225569273e-11,        +1.972208322865e-01,        +4.666094846771e-11,        +1.417171601066e-01,        +6.418039002453e-11,        +1.949371664679e-01,        +6.351689489620e-12,        +1.929115086400e-02,        +8.539125756675e-13,        +2.593616178529e-03,        +1.209700301576e-16,        +3.674063578842e-07,        +1.468329097506e-15,        +4.459803276371e-06
 3.00e+00,        +3.292540468113e-10,        +3.292380266478e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.605534749771e-13,        +4.876279472704e-04,        +6.628805129472e-15,        +2.013377736759e-05,        +1.605534749771e-13,        +4.876279472704e-04,        +6.628805129472e-15,        +2.013377736759e-05,        +9.407002685587e-13,        +2.857065167973e-03,        +6.011872224565e-14,        +1.825995704620e-04,        +6.240250041538e-11,        +1.895269048922e-01,        +7.034135770490e-11,        +2.136489469977e-01,        +6.961494435377e-11,        +2.114323120034e-01,        +6.246754857762e-11,        +1.897336987882e-01,        +7.062326616994e-11,        +2.144947552017e-01,        +5.947473814451e-11,        +1.806435871034e-01,        +6.564474025887e-11,        +1.993741334226e-01,        +6.564825470664e-11,        +1.993945091187e-01,        +5.979149148651e-11,        +1.815968309747e-01,        +7.120655196561e-11,        +2.162768155629e-01,        +7.482288558830e-14,        +2.272497067627e-04,        +1.092650303570e-14,        +3.318724494539e-05,        +1.027497675501e-15,        +3.120683513086e-06,        +2.190151812091e-14,        +6.652183632584e-05
 4.00e+00,        +3.292540468113e-10,        +3.292363318910e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +7.674538323990e-15,        +2.330886559578e-05,        +3.045657892597e-14,        +9.250673748866e-05,        +7.674538323990e-15,        +2.330886559578e-05,        +3.045657892597e-14,        +9.250673748866e-05,        +3.364418867176e-14,        +1.021830680521e-04,        +1.643973359292e-14,        +4.993292659561e-05,        +7.138430554756e-11,        +2.168061599816e-01,        +6.540705711864e-11,        +1.986629383913e-01,        +6.125005666430e-11,        +1.860267391016e-01,        +6.757676571413e-11,        +2.052530634331e-01,        +5.827492906460e-11,        +1.769907754482e-01,        +7.055079917302e-11,        +2.142861900076e-01,        +6.704516979091e-11,        +2.036274738009e-01,        +6.681701342464e-11,        +2.029454435993e-01,        +7.124085034553e-11,        +2.163704623693e-01,        +5.882964482362e-11,        +1.786851544777e-01,        +1.363635807237e-15,        +4.141591638565e-06,        +7.510211384762e-15,        +2.281100430692e-05,        +1.605303557119e-14,        +4.875577301680e-05,        +6.451130848112e-16,        +1.959422525169e-06
 5.00e+00,        +3.292540468113e-10,        +3.292388908448e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.713535280070e-12,        +8.241463715783e-03,        +6.419035021439e-12,        +1.949658803967e-02,        +2.713535280070e-12,        +8.241463715783e-03,        +6.419035021439e-12,        +1.949658803967e-02,        +9.667823923437e-12,        +2.936280971203e-02,        +4.959773393055e-12,        +1.506436065414e-02,        +5.426059659386e-11,        +1.647985715570e-01,        +5.995689659436e-11,        +1.821075767826e-01,        +8.319744236640e-11,        +2.526846463153e-01,        +6.982993343727e-11,        +2.120950330567e-01,        +3.891804330046e-11,        +1.182006528921e-01,        +5.480815080686e-11,        +1.664692487155e-01,        +8.200372779762e-11,        +2.490591340996e-01,        +6.962229951765e-11,        +2.114643848392e-01,        +5.682484821410e-11,        +1.725866356524e-01,        +6.094238608740e-11,        +1.851008121520e-01,        +1.668028710097e-12,        +5.066084156751e-03,        +2.700254728055e-12,        +8.201505967676e-03,        +6.252309415785e-19,        +1.898931684010e-09,        +1.612587315506e-16,        +4.897924760250e-07
 6.00e+00,        +3.292540468113e-10,        +3.292388725732e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.714261744077e-12,        +8.243670109338e-03,        +6.421016656398e-12,        +1.950260795821e-02,        +2.714261744077e-12,        +8.243670109338e-03,        +6.421016656398e-12,        +1.950260795821e-02,        +9.671692099415e-12,        +2.937455801404e-02,        +4.960862205282e-12,        +1.506766854870e-02,        +7.174760360998e-11,        +2.179095573914e-01,        +6.603041700334e-11,        +2.005547415689e-01,        +4.284664127681e-11,        +1.301324666827e-01,        +5.619340717292e-11,        +1.706767087790e-01,        +8.712388462760e-11,        +2.646099128359e-01,        +7.121947466699e-11,        +2.163155101048e-01,        +4.420594636385e-11,        +1.342609051945e-01,        +5.656990108980e-11,        +1.718202369230e-01,        +6.927492368331e-11,        +2.103996119538e-01,        +6.513609524088e-11,        +1.978384105492e-01,        +1.669078373667e-12,        +5.069272161821e-03,        +2.701985161218e-12,        +8.206762282049e-03,        +1.503257279495e-17,        +4.565645567773e-08,        +5.713376365827e-15,        +1.735328614502e-05
 7.00e+00,        +3.292540468113e-10,        +3.292320259317e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +4.360901540998e-13,        +1.324479253401e-03,        +1.216524951957e-14,        +3.695038319903e-05,        +4.360901540998e-13,        +1.324479253401e-03,        +1.216524951957e-14,        +3.695038319903e-05,        +1.570769406644e-11,        +4.770691269726e-02,        +1.471532008420e-12,        +4.469589506838e-03,        +6.198794786758e-11,        +1.882678389770e-01,        +6.538449074371e-11,        +1.985969941978e-01,        +6.224062536767e-11,        +1.890352631060e-01,        +6.562477452853e-11,        +1.993268253379e-01,        +6.206139581175e-11,        +1.884909127551e-01,        +6.545879731363e-11,        +1.988226908618e-01,        +6.204385645492e-11,        +1.884376427740e-01,        +6.542507960508e-11,        +1.987202776520e-01,        +6.208240779227e-11,        +1.885547296792e-01,        +6.544087663594e-11,        +1.987682591046e-01,        +2.693928926638e-12,        +8.181915917900e-03,        +4.059355635630e-13,        +1.232977145568e-03,        +1.003699006389e-16,        +3.048402946324e-07,        +8.374283352999e-15,        +2.543581029002e-05
 8.00e+00,        +3.292540468113e-10,        +3.292322785475e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.149864412868e-11,        +3.492331906028e-02,        +3.743717017570e-13,        +1.137105096161e-03,        +1.149864412868e-11,        +3.492331906028e-02,        +3.743717017570e-13,        +1.137105096161e-03,        +5.442144110958e-11,        +1.652870834440e-01,        +3.593361121635e-12,        +1.091436458627e-02,        +5.249657716920e-11,        +1.594409474314e-01,        +6.531115926791e-11,        +1.983741070470e-01,        +5.178853212789e-11,        +1.572904953772e-01,        +6.466609687149e-11,        +1.964148143578e-01,        +5.216657788136e-11,        +1.584386840088e-01,        +6.503157835481e-11,        +1.975249165778e-01,        +5.222143297897e-11,        +1.586052881801e-01,        +6.504874861057e-11,        +1.975770689847e-01,        +5.192490714053e-11,        +1.577046892617e-01,        +6.474940551489e-11,        +1.966678534697e-01,        +2.735396536343e-12,        +8.307860033414e-03,        +4.559456549095e-13,        +1.384875313323e-03,        +5.377387181125e-16,        +1.633203064079e-06,        +1.611449519549e-15,        +4.894567223660e-06
