        m,               Re{I[1]} (A),               Im{I[1]} (A)
 1.00e+00,        +4.895836027645e-04,        -4.763130415609e-03
 2.00e+00,        +1.679515291941e-05,        +3.232126033090e-04
 3.00e+00,        +3.168228907554e-07,        +4.478918123543e-06
 4.00e+00,        +5.907980286492e-03,        -1.150028248747e-02
 5.00e+00,        +3.064283104043e-06,        +1.103973480659e-04
 6.00e+00,        +2.399659330205e-07,        +1.162007284444e-05
 7.00e+00,        -2.277581305995e-07,        -7.963539374459e-06
 8.00e+00,        -6.001176289266e-07,        -2.078308010033e-05
