        m,                   Q_ext[1],             κ_ext[1] (GHz)
 1.00e+00,        +6.812259770051e+02,        +3.584822159535e-03
 2.00e+00,        +1.587032018427e+05,        -1.637705727115e-05
 3.00e+00,        +2.257205536030e+03,        -1.152718447657e-03
 4.00e+00,        +1.090019228467e+02,        +2.408753301459e-02
 5.00e+00,        +3.021025585792e+06,        +8.943232862647e-07
 6.00e+00,        +2.476122488445e+06,        -1.091179115182e-06
