        m,               Re{I[1]} (A),               Im{I[1]} (A)
 1.00e+00,        +3.418389199913e-03,        +1.688077852522e-02
 2.00e+00,        -3.757970395724e-04,        -1.101810949921e-03
 3.00e+00,        -2.453607993912e-03,        -9.453460403706e-03
 4.00e+00,        +3.724503795721e-03,        +4.449028095885e-02
 5.00e+00,        +9.730629644116e-05,        -2.540418158542e-04
 6.00e+00,        -1.009079920356e-04,        +2.830428735109e-04
