        m,               Re{V[1]} (V),               Im{V[1]} (V)
 1.00e+00,        +1.709194599956e-01,        +8.440389262610e-01
 2.00e+00,        -1.878985197862e-02,        -5.509054749604e-02
 3.00e+00,        -1.226803996956e-01,        -4.726730201853e-01
 4.00e+00,        +1.862251897860e-01,        +2.224514047943e+00
 5.00e+00,        +4.865314822058e-03,        -1.270209079271e-02
 6.00e+00,        -5.045399601780e-03,        +1.415214367555e-02
