        m,                 E_elec (J),                  E_mag (J),                  E_cap (J),                  E_ind (J),              E_elec[1] (J),                  p_elec[1],               E_mag[1] (J),                   p_mag[1],             E_elec[10] (J),                 p_elec[10],              E_mag[10] (J),                  p_mag[10],             E_elec[11] (J),                 p_elec[11],              E_mag[11] (J),                  p_mag[11],             E_elec[12] (J),                 p_elec[12],              E_mag[12] (J),                  p_mag[12],             E_elec[13] (J),                 p_elec[13],              E_mag[13] (J),                  p_mag[13]
 1.00e+00,        +2.935514708646e-10,        +2.935283205047e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +6.320693970659e-12,        +2.153180821082e-02,        +4.068673280845e-14,        +1.386126311032e-04,        +6.320693970659e-12,        +2.153180821082e-02,        +4.068673280845e-14,        +1.386126311032e-04,        +3.549605047892e-12,        +1.209193412466e-02,        +5.507402741600e-14,        +1.876276446556e-04,        +2.805936798178e-10,        +9.558585381686e-01,        +2.934126864734e-10,        +9.996060549419e-01,        +3.087492028178e-12,        +1.051771949595e-02,        +1.987327104757e-14,        +6.770478233037e-05
 2.00e+00,        +2.935514708646e-10,        +2.935326025688e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +4.184635934006e-12,        +1.425520342883e-02,        +1.583865683613e-12,        +5.395876538934e-03,        +4.184635934006e-12,        +1.425520342883e-02,        +1.583865683613e-12,        +5.395876538934e-03,        +1.954842386132e-12,        +6.659283226804e-03,        +1.136315494307e-12,        +3.871173029376e-03,        +2.864560613914e-10,        +9.758290787908e-01,        +2.894305595625e-10,        +9.860252558987e-01,        +9.559311529849e-13,        +3.256434553605e-03,        +1.381861828380e-12,        +4.707694533033e-03
 3.00e+00,        +2.935514708646e-10,        +2.935326271918e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +4.186437679124e-12,        +1.426134117739e-02,        +1.584105027146e-12,        +5.396691476178e-03,        +4.186437679124e-12,        +1.426134117739e-02,        +1.584105027146e-12,        +5.396691476178e-03,        +1.955559005019e-12,        +6.661724430334e-03,        +1.136980239216e-12,        +3.873437341850e-03,        +2.864534456682e-10,        +9.758201681788e-01,        +2.894281694496e-10,        +9.860170306059e-01,        +9.560285122345e-13,        +3.256766213499e-03,        +1.383372475828e-12,        +4.712840576064e-03
 4.00e+00,        +2.935514708646e-10,        +2.935111976214e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.975193153477e-12,        +6.728609288379e-03,        +2.320930619514e-14,        +7.907468738236e-05,        +1.975193153477e-12,        +6.728609288379e-03,        +2.320930619514e-14,        +7.907468738236e-05,        +1.412584243761e-12,        +4.812049619786e-03,        +3.967798477051e-14,        +1.351838876747e-04,        +2.884428334141e-10,        +9.825971321641e-01,        +2.934279397474e-10,        +9.997163383384e-01,        +1.720860053252e-12,        +5.862208927735e-03,        +2.037058306412e-14,        +6.940308659160e-05
 5.00e+00,        +2.935514708646e-10,        +2.935217247649e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.481645480588e-13,        +5.047310702360e-04,        +4.641481542722e-12,        +1.581307668602e-02,        +1.481645480588e-13,        +5.047310702360e-04,        +4.641481542722e-12,        +1.581307668602e-02,        +1.988707835630e-13,        +6.774647831852e-04,        +2.524411723488e-12,        +8.600425489831e-03,        +2.931298143437e-10,        +9.985636027657e-01,        +2.841281659433e-10,        +9.679970576994e-01,        +7.462118925636e-14,        +2.542013808910e-04,        +2.227665555407e-12,        +7.589440124716e-03
 6.00e+00,        +2.935514708646e-10,        +2.935218446133e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.483738506280e-13,        +5.054440714980e-04,        +4.654864334901e-12,        +1.585866408353e-02,        +1.483738506280e-13,        +5.054440714980e-04,        +4.654864334901e-12,        +1.585866408353e-02,        +1.991366215671e-13,        +6.783703756639e-04,        +2.527458290950e-12,        +8.610801333302e-03,        +2.931292936883e-10,        +9.985618291232e-01,        +2.841168660731e-10,        +9.679581649108e-01,        +7.466670404024e-14,        +2.543564296249e-04,        +2.222655914318e-12,        +7.572369672337e-03
 7.00e+00,        +2.935514708646e-10,        +2.935309100433e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +7.553140664386e-14,        +2.573020888684e-04,        +1.522585999359e-14,        +5.187140254271e-05,        +7.553140664386e-14,        +2.573020888684e-04,        +1.522585999359e-14,        +5.187140254271e-05,        +8.409780853473e-14,        +2.864840305076e-04,        +2.586670124636e-14,        +8.812258048921e-05,        +2.933745213743e-10,        +9.993972113656e-01,        +2.934767598459e-10,        +9.998155213109e-01,        +1.732027506307e-14,        +5.900251500037e-05,        +1.305763624341e-14,        +4.448470602800e-05
 8.00e+00,        +2.935514708646e-10,        +2.935310039411e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +7.563657689722e-14,        +2.576603573965e-04,        +1.519972805613e-14,        +5.178235979183e-05,        +7.563657689722e-14,        +2.576603573965e-04,        +1.519972805613e-14,        +5.178235979183e-05,        +8.420387373832e-14,        +2.868453477352e-04,        +2.591192903307e-14,        +8.827663410396e-05,        +2.933742902861e-10,        +9.993964241502e-01,        +2.934768080274e-10,        +9.998153656243e-01,        +1.734012785965e-14,        +5.907014469586e-05,        +1.308425657727e-14,        +4.457538182199e-05
 9.00e+00,        +2.935514708646e-10,        +2.935031801421e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.057080343223e-12,        +7.007562718608e-03,        +3.335564546264e-12,        +1.136466236805e-02,        +2.057080343223e-12,        +7.007562718608e-03,        +3.335564546264e-12,        +1.136466236805e-02,        +9.988555640044e-13,        +3.402659033057e-03,        +2.299102352444e-12,        +7.833313258585e-03,        +2.899996540758e-10,        +9.879005314526e-01,        +2.849923653695e-10,        +9.710026488693e-01,        +4.958808815463e-13,        +1.689246795752e-03,        +2.876147873860e-12,        +9.799375504100e-03
 1.00e+01,        +2.935514708646e-10,        +2.935033650075e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.056369257696e-12,        +7.005140364787e-03,        +3.321878766974e-12,        +1.131802617285e-02,        +2.056369257696e-12,        +7.005140364787e-03,        +3.321878766974e-12,        +1.131802617285e-02,        +9.993562398718e-13,        +3.404364614248e-03,        +2.303531565743e-12,        +7.848399168043e-03,        +2.899982907912e-10,        +9.878958873451e-01,        +2.849759193990e-10,        +9.709460039467e-01,        +4.974545757769e-13,        +1.694607675825e-03,        +2.902035275830e-12,        +9.887570712368e-03
