        m,                Re{f} (GHz),                Im{f} (GHz),                          Q,              Error (Bkwd.),               Error (Abs.)
 1.00e+00,        +1.271104449601e+00,        +5.012157736997e-05,        +1.268021196945e+04,        +1.265306397488e-12,        +7.084315906391e-09
 2.00e+00,        +1.612146621001e+00,        +5.181112778496e-05,        +1.555791864370e+04,        +6.696592471170e-13,        +3.750983747079e-09
 3.00e+00,        +1.612215970422e+00,        +5.174587772669e-05,        +1.557820682613e+04,        +1.166120591675e-12,        +6.531829192742e-09
 4.00e+00,        +1.726518179056e+00,        +1.184332999550e-04,        +7.288989599100e+03,        +8.588369574743e-13,        +4.811444122724e-09
 5.00e+00,        +1.995872048069e+00,        +1.011227314670e-04,        +9.868562793329e+03,        +5.875464646908e-13,        +3.293059941832e-09
 6.00e+00,        +1.996139586696e+00,        +1.007298313653e-04,        +9.908383455929e+03,        +1.390905410809e-12,        +7.795701839440e-09
 7.00e+00,        +2.064515379667e+00,        +7.229943942946e-05,        +1.427753380403e+04,        +1.387754497827e-12,        +7.778997174267e-09
 8.00e+00,        +2.064760216266e+00,        +7.197935227829e-05,        +1.434272574125e+04,        +1.174195569442e-12,        +6.581904880286e-09
 9.00e+00,        +2.245476908907e+00,        +1.846962320255e-04,        +6.078837916390e+03,        +9.339226449714e-13,        +5.236868819677e-09
 1.00e+01,        +2.246204544207e+00,        +1.840488048528e-04,        +6.102198146692e+03,        +1.072783195431e-12,        +6.015522823644e-09
 1.10e+01,        +2.433918315179e+00,        +3.110049157030e-04,        +3.912990136422e+03,        +2.109490573792e-12,        +1.183334971300e-08
 1.20e+01,        +2.450835482019e+00,        +2.762159991274e-05,        +4.436447363507e+04,        +1.700408732243e-12,        +9.538922082283e-09
