        m,                Re{f} (GHz),                Im{f} (GHz),                          Q,              Error (Bkwd.),               Error (Abs.)
 1.00e+00,        +2.439179340356e+00,        +2.783465515855e-05,        +4.381551211288e+04,        +8.390088468488e-15,        +3.424984744358e-08
 2.00e+00,        +2.598100611767e+00,        +8.044582788624e-05,        +1.614813770508e+04,        +8.344169763511e-15,        +3.406243865563e-08
 3.00e+00,        +2.605728912209e+00,        +6.223942118044e-05,        +2.093310689215e+04,        +5.706549410680e-15,        +2.329518765248e-08
 4.00e+00,        +2.605994883000e+00,        +6.314796278120e-05,        +2.063403765530e+04,        +5.507939635594e-15,        +2.248442594888e-08
 5.00e+00,        +2.701377799878e+00,        +6.357499626991e-05,        +2.124559936392e+04,        +1.319860828619e-14,        +5.387919412704e-08
 6.00e+00,        +2.701501587688e+00,        +6.352507666561e-05,        +2.126326901308e+04,        +6.460930950868e-15,        +2.637473176969e-08
 7.00e+00,        +2.739494146365e+00,        +7.358106767652e-05,        +1.861548244581e+04,        +6.403593268028e-15,        +2.614067644522e-08
 8.00e+00,        +2.739832236103e+00,        +7.354852187898e-05,        +1.862601835560e+04,        +6.492981477884e-15,        +2.650557606185e-08
