        m,                Re{f} (GHz),                Im{f} (GHz),                          Q,              Error (Bkwd.),               Error (Abs.)
 1.00e+00,        +2.387159393338e+00,        +8.952077116839e-05,        +1.333299168372e+04,        +1.364558923617e-13,        +7.764411341815e-09
 2.00e+00,        +2.389693542195e+00,        +9.478215183097e-05,        +1.260624230360e+04,        +1.192040282894e-13,        +6.782776706881e-09
 3.00e+00,        +2.454120893805e+00,        +3.270738317033e-05,        +3.751631369044e+04,        +1.304841053766e-13,        +7.424772305448e-09
 4.00e+00,        +2.601929381965e+00,        +6.390661707053e-05,        +2.035727677369e+04,        +1.073218196226e-13,        +6.107099010905e-09
 5.00e+00,        +2.628908150816e+00,        +8.382242012040e-05,        +1.568141404398e+04,        +1.653057221891e-13,        +9.406733990836e-09
 6.00e+00,        +2.739989612068e+00,        +7.384727939429e-05,        +1.855173024340e+04,        +1.020017876000e-13,        +5.804647351788e-09
 7.00e+00,        +2.740217963537e+00,        +7.374579349713e-05,        +1.857880859765e+04,        +1.333422451664e-13,        +7.588149113622e-09
 8.00e+00,        +2.750200813972e+00,        +6.940306100122e-05,        +1.981325301199e+04,        +1.129383483320e-13,        +6.427041366275e-09
