        m,                Re{f} (GHz),                Im{f} (GHz),                          Q,              Error (Bkwd.),               Error (Abs.)
 1.00e+00,        +2.388164590669e+00,        +3.730145208611e-04,        +3.201168434792e+03,        +2.353254614126e-14,        +7.358556880776e-09
 2.00e+00,        +2.451063238284e+00,        +1.372910987677e-04,        +8.926519141191e+03,        +1.292924143386e-14,        +4.042949196616e-09
 3.00e+00,        +2.606523422443e+00,        +6.224876508347e-05,        +2.093634644552e+04,        +1.776090497935e-14,        +5.553850299686e-09
 4.00e+00,        +2.606656448546e+00,        +8.000028869427e-05,        +1.629154402014e+04,        +1.701636306628e-14,        +5.321031442689e-09
 5.00e+00,        +2.734362977389e+00,        +7.475970588923e-05,        +1.828767880964e+04,        +1.369717962630e-14,        +4.283152248664e-09
 6.00e+00,        +2.740724849032e+00,        +3.059879364144e-04,        +4.478485162240e+03,        +1.535034257983e-14,        +4.800103474215e-09
 7.00e+00,        +2.750311242134e+00,        +7.458255294800e-05,        +1.843803365824e+04,        +8.042806142682e-15,        +2.515013839372e-09
 8.00e+00,        +2.793348547982e+00,        +1.264561880275e-04,        +1.104472859105e+04,        +9.503170335479e-15,        +2.971682637837e-09
