        m,               Re{V[1]} (V),               Im{V[1]} (V)
 1.00e+00,        +6.708358963603e-02,        +3.160309147946e-01
 2.00e+00,        +7.961329902952e-02,        -1.844359734487e-01
 3.00e+00,        +8.278621653703e-05,        +6.551628313177e-03
 4.00e+00,        +2.352907071594e-02,        -7.765523834475e-02
 5.00e+00,        -5.709864423878e-04,        +8.118159810732e-03
 6.00e+00,        +1.970932755283e-01,        -2.159869609685e-01
 7.00e+00,        +5.415554780033e-04,        +4.250569813272e-02
 8.00e+00,        -3.610227641734e-04,        +3.127506892237e-03
