        m,                 E_elec (J),                  E_mag (J),                  E_cap (J),                  E_ind (J),              E_elec[1] (J),                  p_elec[1],               E_mag[1] (J),                   p_mag[1],             E_elec[10] (J),                 p_elec[10],              E_mag[10] (J),                  p_mag[10],             E_elec[11] (J),                 p_elec[11],              E_mag[11] (J),                  p_mag[11],             E_elec[12] (J),                 p_elec[12],              E_mag[12] (J),                  p_mag[12],             E_elec[13] (J),                 p_elec[13],              E_mag[13] (J),                  p_mag[13],             E_elec[14] (J),                 p_elec[14],              E_mag[14] (J),                  p_mag[14],             E_elec[15] (J),                 p_elec[15],              E_mag[15] (J),                  p_mag[15],             E_elec[16] (J),                 p_elec[16],              E_mag[16] (J),                  p_mag[16],             E_elec[17] (J),                 p_elec[17],              E_mag[17] (J),                  p_mag[17]
 1.00e+00,        +2.935514708646e-10,        +2.935293295157e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.090489299478e-12,        +7.121372253123e-03,        +4.162655540215e-12,        +1.418139559369e-02,        +2.090489299478e-12,        +7.121372253123e-03,        +4.162655540215e-12,        +1.418139559369e-02,        +1.054374493801e-12,        +3.591787466420e-03,        +2.872088690838e-12,        +9.784673632362e-03,        +2.220839614427e-11,        +7.565418111808e-02,        +4.292502020165e-11,        +1.462375847499e-01,        +8.604948669519e-11,        +2.931325346174e-01,        +6.680860894432e-11,        +2.276045431458e-01,        +4.784835334163e-11,        +1.629981726908e-01,        +5.318090889071e-11,        +1.811774958858e-01,        +4.758082896273e-11,        +1.620868354793e-01,        +5.307128375514e-11,        +1.808040233754e-01,        +8.619079740992e-11,        +2.936139177095e-01,        +6.685327289492e-11,        +2.277567049440e-01,        +5.287445175329e-13,        +1.801198665350e-03,        +3.655490597958e-12,        +1.245357867300e-02
 2.00e+00,        +2.935514708646e-10,        +2.935447895486e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.314560440465e-13,        +7.884683505921e-04,        +9.628708230167e-12,        +3.280149596583e-02,        +2.314560440465e-13,        +7.884683505921e-04,        +9.628708230167e-12,        +3.280149596583e-02,        +2.550965339380e-13,        +8.690010415778e-04,        +4.377501553590e-12,        +1.491255068885e-02,        +5.895390858137e-11,        +2.008298865195e-01,        +5.573437450481e-11,        +1.898666795978e-01,        +5.879785935737e-11,        +2.002982958464e-01,        +5.567995878454e-11,        +1.896813050920e-01,        +5.827257211036e-11,        +1.985088745723e-01,        +5.515737271064e-11,        +1.879010450006e-01,        +5.820959880473e-11,        +1.982943523781e-01,        +5.509560147405e-11,        +1.876906129343e-01,        +5.877842231755e-11,        +2.002320824503e-01,        +5.565500988261e-11,        +1.895963132856e-01,        +5.255711519231e-14,        +1.790388412551e-04,        +2.216262408144e-12,        +7.549997434982e-03
 3.00e+00,        +2.935514708646e-10,        +2.935374759323e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.594030729297e-15,        +5.430157527750e-06,        +2.379087474458e-16,        +8.104884961969e-07,        +1.594030729297e-15,        +5.430157527750e-06,        +2.379087474458e-16,        +8.104884961969e-07,        +3.178922564668e-15,        +1.082918288675e-05,        +7.088461258481e-16,        +2.414840297978e-06,        +5.297403451543e-11,        +1.804591009523e-01,        +6.401254712600e-11,        +2.180728267241e-01,        +5.608661377335e-11,        +1.910622815419e-01,        +6.121217247307e-11,        +2.085327342911e-01,        +6.274287696236e-11,        +2.137372256306e-01,        +5.486683257438e-11,        +1.869159377355e-01,        +6.388355043905e-11,        +2.176229955548e-01,        +5.388395696560e-11,        +1.835675557081e-01,        +5.785925416389e-11,        +1.971008831721e-01,        +5.956081800007e-11,        +2.029070319247e-01,        +3.680571781417e-16,        +1.253807984875e-06,        +2.020382639314e-16,        +6.882878013779e-07
 4.00e+00,        +2.935514708646e-10,        +2.935374722943e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.603332861134e-15,        +5.461845775841e-06,        +2.561415990288e-16,        +8.726027277770e-07,        +1.603332861134e-15,        +5.461845775841e-06,        +2.561415990288e-16,        +8.726027277770e-07,        +3.178065335445e-15,        +1.082626268601e-05,        +7.105872191428e-16,        +2.420771745388e-06,        +6.448407918598e-11,        +2.196687313338e-01,        +5.344847833545e-11,        +1.820840041910e-01,        +6.137356097411e-11,        +2.090725718163e-01,        +5.624693064609e-11,        +1.916175478601e-01,        +5.462131901636e-11,        +1.860706705216e-01,        +6.249346023217e-11,        +2.128977256080e-01,        +5.350667759300e-11,        +1.822735802870e-01,        +6.348050323564e-11,        +2.162603048240e-01,        +5.956069042930e-11,        +2.028969238474e-01,        +5.786693517562e-11,        +1.971364498145e-01,        +3.622676102566e-16,        +1.234085488278e-06,        +1.979405375949e-16,        +6.743280033305e-07
 5.00e+00,        +2.935514708646e-10,        +2.935354575816e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.259440472817e-14,        +4.290356539885e-05,        +2.116980666222e-13,        +7.212010036755e-04,        +1.259440472817e-14,        +4.290356539885e-05,        +2.116980666222e-13,        +7.212010036755e-04,        +1.527059004168e-14,        +5.202014487172e-05,        +2.828375160678e-13,        +9.635548577267e-04,        +7.384124782064e-11,        +2.515444654498e-01,        +6.130389171530e-11,        +2.088466320913e-01,        +6.158376370780e-11,        +2.097886395405e-01,        +5.695209447301e-11,        +1.940211753028e-01,        +4.800011430450e-11,        +1.635151551554e-01,        +5.871964267415e-11,        +2.000427585749e-01,        +4.822196534971e-11,        +1.642709035240e-01,        +5.885427806598e-11,        +2.005014268153e-01,        +6.186985982417e-11,        +2.107632424459e-01,        +5.710071342522e-11,        +1.945274819460e-01,        +6.654862963808e-15,        +2.267017414087e-05,        +1.103016452219e-13,        +3.757694083388e-04
 6.00e+00,        +2.935514708646e-10,        +2.935355723733e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.997333972088e-14,        +1.021059088296e-04,        +2.402740490062e-13,        +8.185517246292e-04,        +2.997333972088e-14,        +1.021059088296e-04,        +2.402740490062e-13,        +8.185517246292e-04,        +2.622463076731e-14,        +8.933571577779e-05,        +2.902779230281e-13,        +9.889020287428e-04,        +4.543817928215e-11,        +1.547877758825e-01,        +5.862206977831e-11,        +1.997102746503e-01,        +5.561056521924e-11,        +1.894405947123e-01,        +5.935255880333e-11,        +2.021988623847e-01,        +6.887544201652e-11,        +2.346281618473e-01,        +5.814089646769e-11,        +1.980710412629e-01,        +6.835057623578e-11,        +2.328401763223e-01,        +5.766669804429e-11,        +1.964555695177e-01,        +5.520298956040e-11,        +1.880521647458e-01,        +5.911545114408e-11,        +2.013910977335e-01,        +1.752057997962e-14,        +5.968486524023e-05,        +1.073461635728e-13,        +3.657006975507e-04
 7.00e+00,        +2.935514708646e-10,        +2.935365955995e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.839839447149e-12,        +9.674076708881e-03,        +2.732955493112e-12,        +9.310442152981e-03,        +2.839839447149e-12,        +9.674076708881e-03,        +2.732955493112e-12,        +9.310442152981e-03,        +1.778765574012e-12,        +6.059467420732e-03,        +1.508488543107e-12,        +5.139013553067e-03,        +7.778962134702e-11,        +2.649948273736e-01,        +7.111401532817e-11,        +2.422662672875e-01,        +3.691627329731e-11,        +1.257574121110e-01,        +4.413398083994e-11,        +1.503525676238e-01,        +7.057850710292e-11,        +2.404297511951e-01,        +6.632046665023e-11,        +2.259359399968e-01,        +5.669746018176e-11,        +1.931431650292e-01,        +5.707698091647e-11,        +1.944458775230e-01,        +4.512290430113e-11,        +1.537137734934e-01,        +4.942302540793e-11,        +1.683709157524e-01,        +1.828099613261e-12,        +6.227526668073e-03,        +1.226682420566e-12,        +4.178976110494e-03
 8.00e+00,        +2.935514708646e-10,        +2.935248980871e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +3.362160093708e-12,        +1.145339208762e-02,        +1.060135186233e-13,        +3.611738537828e-04,        +3.362160093708e-12,        +1.145339208762e-02,        +1.060135186233e-13,        +3.611738537828e-04,        +1.408254461056e-12,        +4.797299965516e-03,        +1.084947635789e-13,        +3.696271228981e-04,        +5.615504429221e-11,        +1.912953940473e-01,        +5.698643315899e-11,        +1.941451424747e-01,        +5.900574572384e-11,        +2.010064727322e-01,        +6.003146152113e-11,        +2.045191461180e-01,        +5.675953936336e-11,        +1.933546413384e-01,        +5.782564950565e-11,        +1.970042401258e-01,        +5.698888984106e-11,        +1.941359369559e-01,        +5.806658753335e-11,        +1.978250837043e-01,        +5.936601334610e-11,        +2.022337451461e-01,        +6.038440293890e-11,        +2.057215702397e-01,        +5.058237432184e-13,        +1.723117726948e-03,        +1.585514681697e-14,        +5.401636086172e-05
