        m,               Re{V[1]} (V),               Im{V[1]} (V)
 1.00e+00,        +9.682393722848e-02,        +7.079463815226e-01
 2.00e+00,        -1.099910937656e-01,        -4.756659329623e-02
 3.00e+00,        -4.247129720233e-01,        -7.055747889694e-01
 4.00e+00,        -1.657030726690e-01,        +2.437717380823e+00
 5.00e+00,        -4.764031616446e-03,        +1.171960923085e-02
 6.00e+00,        -9.169626697144e-04,        +8.827351568825e-03
 7.00e+00,        +8.011486661391e-04,        -2.542258369104e-03
 8.00e+00,        +2.790259499428e-02,        -1.188682627857e-01
