        m,               Re{I[1]} (A),               Im{I[1]} (A)
 1.00e+00,        +1.936478744570e-03,        +1.415892763045e-02
 2.00e+00,        -2.199821875311e-03,        -9.513318659246e-04
 3.00e+00,        -8.494259440467e-03,        -1.411149577939e-02
 4.00e+00,        -3.314061453381e-03,        +4.875434761646e-02
 5.00e+00,        -9.528063232893e-05,        +2.343921846171e-04
 6.00e+00,        -1.833925339429e-05,        +1.765470313765e-04
 7.00e+00,        +1.602297332278e-05,        -5.084516738208e-05
 8.00e+00,        +5.580518998857e-04,        -2.377365255714e-03
