        m,                Re{f} (GHz),                Im{f} (GHz),                          Q,              Error (Bkwd.),               Error (Abs.)
 1.00e+00,        +2.439181963552e+00,        +2.794123837417e-05,        +4.364842264771e+04,        +8.589323083627e-15,        +2.164856189316e-08
 2.00e+00,        +2.598864984531e+00,        +8.066465418033e-05,        +1.610906915917e+04,        +8.546842149097e-15,        +2.154152565005e-08
 3.00e+00,        +2.604745891844e+00,        +6.213149508213e-05,        +2.096155813684e+04,        +2.230878992504e-14,        +5.622724626191e-08
 4.00e+00,        +2.605923805527e+00,        +6.387910148245e-05,        +2.039731105975e+04,        +2.259548138074e-14,        +5.694982628179e-08
 5.00e+00,        +2.701576922263e+00,        +6.359983279063e-05,        +2.123886812647e+04,        +2.378100599297e-14,        +5.993788939910e-08
 6.00e+00,        +2.701872712987e+00,        +6.369430137545e-05,        +2.120968952788e+04,        +1.309575143589e-14,        +3.300666522575e-08
 7.00e+00,        +2.739390236398e+00,        +7.386024401885e-05,        +1.854441637571e+04,        +1.631595306810e-14,        +4.112291011843e-08
 8.00e+00,        +2.739583255148e+00,        +7.366189361244e-05,        +1.859566135071e+04,        +9.301886932338e-15,        +2.344457963447e-08
