        f (GHz),                 E_elec (J),                  E_mag (J),                  E_cap (J),                  E_ind (J),              E_elec[1] (J),                  p_elec[1],               E_mag[1] (J),                   p_mag[1],             E_elec[10] (J),                 p_elec[10],              E_mag[10] (J),                  p_mag[10],             E_elec[11] (J),                 p_elec[11],              E_mag[11] (J),                  p_mag[11],             E_elec[12] (J),                 p_elec[12],              E_mag[12] (J),                  p_mag[12],             E_elec[13] (J),                 p_elec[13],              E_mag[13] (J),                  p_mag[13]
 2.41637500e+00,        +9.054915242263e-11,        +1.024505933815e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.212999409771e-13,        +2.443975841366e-03,        +1.035427199764e-12,        +1.010660031912e-02,        +2.212999409771e-13,        +2.443975841366e-03,        +1.035427199764e-12,        +1.010660031912e-02,        +1.355259917146e-13,        +1.496711875138e-03,        +6.206406649772e-13,        +6.057950905818e-03,        +9.010458998426e-11,        +9.950903743826e-01,        +1.001466456250e-10,        +9.775116211582e-01,        +8.773650567869e-14,        +9.689379009224e-04,        +6.478798917846e-13,        +6.323827616809e-03
 2.41638000e+00,        +9.056436929719e-11,        +1.024653923520e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.213702398069e-13,        +2.444341428365e-03,        +1.035716220325e-12,        +1.010796129846e-02,        +2.213702398069e-13,        +2.444341428365e-03,        +1.035716220325e-12,        +1.010796129846e-02,        +1.355663091909e-13,        +1.496905573825e-03,        +6.208131291438e-13,        +6.058759107770e-03,        +9.011967330198e-11,        +9.950897245942e-01,        +1.001608029985e-10,        +9.775086075343e-01,        +8.775944620288e-14,        +9.690284035976e-04,        +6.480600040683e-13,        +6.324672059441e-03
 2.41638500e+00,        +9.057959261310e-11,        +1.024801977037e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.214405700460e-13,        +2.444707065441e-03,        +1.036005363571e-12,        +1.010932245238e-02,        +2.214405700460e-13,        +2.444707065441e-03,        +1.036005363571e-12,        +1.010932245238e-02,        +1.356066442476e-13,        +1.497099295057e-03,        +6.209856663191e-13,        +6.059567411397e-03,        +9.013476300261e-11,        +9.950890747280e-01,        +1.001749664815e-10,        +9.775055935303e-01,        +8.778239619850e-14,        +9.691189115130e-04,        +6.482401923579e-13,        +6.325516605969e-03
 2.41639000e+00,        +9.059482237424e-11,        +1.024950094406e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.215109317141e-13,        +2.445072752602e-03,        +1.036294629574e-12,        +1.011068378090e-02,        +2.215109317141e-13,        +2.445072752602e-03,        +1.036294629574e-12,        +1.011068378090e-02,        +1.356469968955e-13,        +1.497293038836e-03,        +6.211582765466e-13,        +6.060375816703e-03,        +9.014985908996e-11,        +9.950884247839e-01,        +1.001891360778e-10,        +9.775025791460e-01,        +8.780535567131e-14,        +9.692094246687e-04,        +6.484204566993e-13,        +6.326361256399e-03
 2.41639500e+00,        +9.061005858423e-11,        +1.025098275662e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.215813248296e-13,        +2.445438489852e-03,        +1.036584018402e-12,        +1.011204528398e-02,        +2.215813248296e-13,        +2.445438489852e-03,        +1.036584018402e-12,        +1.011204528398e-02,        +1.356873671449e-13,        +1.497486805162e-03,        +6.213309598669e-13,        +6.061184323677e-03,        +9.016496156763e-11,        +9.950877747619e-01,        +1.002033117908e-10,        +9.774995643816e-01,        +8.782832462664e-14,        +9.692999430631e-04,        +6.486007971353e-13,        +6.327206010727e-03
 2.41640000e+00,        +9.062530124660e-11,        +1.025246520840e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.216517494103e-13,        +2.445804277187e-03,        +1.036873530123e-12,        +1.011340696161e-02,        +2.216517494103e-13,        +2.445804277187e-03,        +1.036873530123e-12,        +1.011340696161e-02,        +1.357277550054e-13,        +1.497680594032e-03,        +6.215037163202e-13,        +6.061992932306e-03,        +9.018007043912e-11,        +9.950871246621e-01,        +1.002174936238e-10,        +9.774965492371e-01,        +8.785130306959e-14,        +9.693904666925e-04,        +6.487812137075e-13,        +6.328050868936e-03
 2.41640500e+00,        +9.064055036522e-11,        +1.025394829979e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.217222054750e-13,        +2.446170114608e-03,        +1.037163164811e-12,        +1.011476881381e-02,        +2.217222054750e-13,        +2.446170114608e-03,        +1.037163164811e-12,        +1.011476881381e-02,        +1.357681604876e-13,        +1.497874405446e-03,        +6.216765459506e-13,        +6.062801642599e-03,        +9.019518570825e-11,        +9.950864744844e-01,        +1.002316815806e-10,        +9.774935337126e-01,        +8.787429100572e-14,        +9.694809955549e-04,        +6.489617064613e-13,        +6.328895831032e-03
 2.41641000e+00,        +9.065580594352e-11,        +1.025543203112e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.217926930415e-13,        +2.446536002114e-03,        +1.037452922531e-12,        +1.011613084054e-02,        +2.217926930415e-13,        +2.446536002114e-03,        +1.037452922531e-12,        +1.011613084054e-02,        +1.358085836013e-13,        +1.498068239401e-03,        +6.218494487966e-13,        +6.063610454534e-03,        +9.021030737844e-11,        +9.950858242288e-01,        +1.002458756644e-10,        +9.774905178079e-01,        +8.789728844006e-14,        +9.695715296472e-04,        +6.491422754372e-13,        +6.329740896994e-03
 2.41641500e+00,        +9.067106798527e-11,        +1.025691640278e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.218632121286e-13,        +2.446901939709e-03,        +1.037742803353e-12,        +1.011749304179e-02,        +2.218632121286e-13,        +2.446901939709e-03,        +1.037742803353e-12,        +1.011749304179e-02,        +1.358490243569e-13,        +1.498262095898e-03,        +6.220224249007e-13,        +6.064419368110e-03,        +9.022543545341e-11,        +9.950851738954e-01,        +1.002600758788e-10,        +9.774875015233e-01,        +8.792029537815e-14,        +9.696620689682e-04,        +6.493229206799e-13,        +6.330586066825e-03
 2.41642000e+00,        +9.068633649421e-11,        +1.025840141512e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.219337627550e-13,        +2.447267927392e-03,        +1.038032807351e-12,        +1.011885541757e-02,        +2.219337627550e-13,        +2.447267927392e-03,        +1.038032807351e-12,        +1.011885541757e-02,        +1.358894827646e-13,        +1.498455974934e-03,        +6.221954743056e-13,        +6.065228383326e-03,        +9.024056993687e-11,        +9.950845234842e-01,        +1.002742822273e-10,        +9.774844848586e-01,        +8.794331182537e-14,        +9.697526135151e-04,        +6.495036422332e-13,        +6.331431340518e-03
 2.41642500e+00,        +9.070161147381e-11,        +1.025988706851e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.220043449385e-13,        +2.447633965165e-03,        +1.038322934587e-12,        +1.012021796784e-02,        +2.220043449385e-13,        +2.447633965165e-03,        +1.038322934587e-12,        +1.012021796784e-02,        +1.359299588345e-13,        +1.498649876510e-03,        +6.223685970499e-13,        +6.066037500161e-03,        +9.025571083225e-11,        +9.950838729950e-01,        +1.002884947133e-10,        +9.774814678139e-01,        +8.796633778692e-14,        +9.698431632862e-04,        +6.496844401386e-13,        +6.332276718061e-03
 2.41643000e+00,        +9.071689292798e-11,        +1.026137336332e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.220749586984e-13,        +2.448000053030e-03,        +1.038613185138e-12,        +1.012158069261e-02,        +2.220749586984e-13,        +2.448000053030e-03,        +1.038613185138e-12,        +1.012158069261e-02,        +1.359704525770e-13,        +1.498843800624e-03,        +6.225417931783e-13,        +6.066846718624e-03,        +9.027085814344e-11,        +9.950832224281e-01,        +1.003027133404e-10,        +9.774784503893e-01,        +8.798937326834e-14,        +9.699337182789e-04,        +6.498653144416e-13,        +6.333122199457e-03
 2.41643500e+00,        +9.073218086023e-11,        +1.026286029991e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.221456040522e-13,        +2.448366190982e-03,        +1.038903559071e-12,        +1.012294359186e-02,        +2.221456040522e-13,        +2.448366190982e-03,        +1.038903559071e-12,        +1.012294359186e-02,        +1.360109640019e-13,        +1.499037747274e-03,        +6.227150627307e-13,        +6.067656038701e-03,        +9.028601187390e-11,        +9.950825717833e-01,        +1.003169381121e-10,        +9.774754325847e-01,        +8.801241827474e-14,        +9.700242784897e-04,        +6.500462651837e-13,        +6.333967784690e-03
 2.41644000e+00,        +9.074747527424e-11,        +1.026434787863e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.222162810190e-13,        +2.448732379027e-03,        +1.039194056454e-12,        +1.012430666557e-02,        +2.222162810190e-13,        +2.448732379027e-03,        +1.039194056454e-12,        +1.012430666557e-02,        +1.360514931198e-13,        +1.499231716460e-03,        +6.228884057479e-13,        +6.068465460381e-03,        +9.030117202729e-11,        +9.950819210606e-01,        +1.003311690317e-10,        +9.774724144003e-01,        +8.803547281168e-14,        +9.701148439187e-04,        +6.502272924087e-13,        +6.334813473757e-03
 2.41644500e+00,        +9.076277617366e-11,        +1.026583609986e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.222869896164e-13,        +2.449098617159e-03,        +1.039484677358e-12,        +1.012566991375e-02,        +2.222869896164e-13,        +2.449098617159e-03,        +1.039484677358e-12,        +1.012566991375e-02,        +1.360920399404e-13,        +1.499425708178e-03,        +6.230618222721e-13,        +6.069274983661e-03,        +9.031633860721e-11,        +9.950812702601e-01,        +1.003454061028e-10,        +9.774693958359e-01,        +8.805853688419e-14,        +9.702054145602e-04,        +6.504083961590e-13,        +6.335659266645e-03
 2.41645000e+00,        +9.077808356241e-11,        +1.026732496397e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.223577298644e-13,        +2.449464905387e-03,        +1.039775421857e-12,        +1.012703333639e-02,        +2.223577298644e-13,        +2.449464905387e-03,        +1.039775421857e-12,        +1.012703333639e-02,        +1.361326044747e-13,        +1.499619722431e-03,        +6.232353123476e-13,        +6.070084608546e-03,        +9.033151161758e-11,        +9.950806193818e-01,        +1.003596493290e-10,        +9.774663768917e-01,        +8.808161049812e-14,        +9.702959904145e-04,        +6.505895764813e-13,        +6.336505163362e-03
 2.41645500e+00,        +9.079339744381e-11,        +1.026881447131e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.224285017802e-13,        +2.449831243708e-03,        +1.040066290013e-12,        +1.012839693344e-02,        +2.224285017802e-13,        +2.449831243708e-03,        +1.040066290013e-12,        +1.012839693344e-02,        +1.361731867322e-13,        +1.499813759216e-03,        +6.234088760109e-13,        +6.070894335004e-03,        +9.034669106164e-11,        +9.950799684256e-01,        +1.003738987137e-10,        +9.774633575677e-01,        +8.810469365843e-14,        +9.703865714790e-04,        +6.507708334149e-13,        +6.337351163886e-03
 2.41646000e+00,        +9.080871782181e-11,        +1.027030462226e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.224993053827e-13,        +2.450197632119e-03,        +1.040357281903e-12,        +1.012976070493e-02,        +2.224993053827e-13,        +2.450197632119e-03,        +1.040357281903e-12,        +1.012976070493e-02,        +1.362137867234e-13,        +1.500007818530e-03,        +6.235825133078e-13,        +6.071704163051e-03,        +9.036187694333e-11,        +9.950793173916e-01,        +1.003881542604e-10,        +9.774603378638e-01,        +8.812778637059e-14,        +9.704771577496e-04,        +6.509521670057e-13,        +6.338197268217e-03
 2.41646500e+00,        +9.082404470001e-11,        +1.027179541718e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.225701406910e-13,        +2.450564070628e-03,        +1.040648397592e-12,        +1.013112465083e-02,        +2.225701406910e-13,        +2.450564070628e-03,        +1.040648397592e-12,        +1.013112465083e-02,        +1.362544044588e-13,        +1.500201900376e-03,        +6.237562242782e-13,        +6.072514092667e-03,        +9.037706926622e-11,        +9.950786662798e-01,        +1.004024159726e-10,        +9.774573177802e-01,        +8.815088864016e-14,        +9.705677492268e-04,        +6.511335772969e-13,        +6.339043476351e-03
 2.41647000e+00,        +9.083937808211e-11,        +1.027328685644e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.226410077227e-13,        +2.450930559228e-03,        +1.040939637155e-12,        +1.013248877113e-02,        +2.226410077227e-13,        +2.450930559228e-03,        +1.040939637155e-12,        +1.013248877113e-02,        +1.362950399482e-13,        +1.500396004748e-03,        +6.239300089648e-13,        +6.073324123854e-03,        +9.039226803397e-11,        +9.950780150901e-01,        +1.004166838539e-10,        +9.774542973167e-01,        +8.817400047225e-14,        +9.706583459054e-04,        +6.513150643316e-13,        +6.339889788275e-03
 2.41647500e+00,        +9.085471797179e-11,        +1.027477894040e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.227119064969e-13,        +2.451297097923e-03,        +1.041231000659e-12,        +1.013385306583e-02,        +2.227119064969e-13,        +2.451297097923e-03,        +1.041231000659e-12,        +1.013385306583e-02,        +1.363356932021e-13,        +1.500590131648e-03,        +6.241038674087e-13,        +6.074134256599e-03,        +9.040747325022e-11,        +9.950773638226e-01,        +1.004309579078e-10,        +9.774512764736e-01,        +8.819712187236e-14,        +9.707489477844e-04,        +6.514966281534e-13,        +6.340736203985e-03
 2.41648000e+00,        +9.087006437277e-11,        +1.027627166943e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.227828370323e-13,        +2.451663686716e-03,        +1.041522488174e-12,        +1.013521753490e-02,        +2.227828370323e-13,        +2.451663686716e-03,        +1.041522488174e-12,        +1.013521753490e-02,        +1.363763642309e-13,        +1.500784281075e-03,        +6.242777996518e-13,        +6.074944490896e-03,        +9.042268491866e-11,        +9.950767124773e-01,        +1.004452381377e-10,        +9.774482552507e-01,        +8.822025284595e-14,        +9.708395548621e-04,        +6.516782688063e-13,        +6.341582723476e-03
 2.41648500e+00,        +9.088541728873e-11,        +1.027776504391e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.228537993469e-13,        +2.452030325602e-03,        +1.041814099773e-12,        +1.013658217834e-02,        +2.228537993469e-13,        +2.452030325602e-03,        +1.041814099773e-12,        +1.013658217834e-02,        +1.364170530446e-13,        +1.500978453025e-03,        +6.244518057363e-13,        +6.075754826742e-03,        +9.043790304294e-11,        +9.950760610542e-01,        +1.004595245472e-10,        +9.774452336482e-01,        +8.824339339821e-14,        +9.709301671343e-04,        +6.518599863333e-13,        +6.342429346737e-03
 2.41649000e+00,        +9.090077672335e-11,        +1.027925906418e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.229247934597e-13,        +2.452397014584e-03,        +1.042105835523e-12,        +1.013794699614e-02,        +2.229247934597e-13,        +2.452397014584e-03,        +1.042105835523e-12,        +1.013794699614e-02,        +1.364577596535e-13,        +1.501172647499e-03,        +6.246258857035e-13,        +6.076565264126e-03,        +9.045312762670e-11,        +9.950754095533e-01,        +1.004738171398e-10,        +9.774422116660e-01,        +8.826654353461e-14,        +9.710207845995e-04,        +6.520417807781e-13,        +6.343276073762e-03
 2.41649500e+00,        +9.091614268039e-11,        +1.028075373063e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.229958193896e-13,        +2.452763753666e-03,        +1.042397695496e-12,        +1.013931198828e-02,        +2.229958193896e-13,        +2.452763753666e-03,        +1.042397695496e-12,        +1.013931198828e-02,        +1.364984840682e-13,        +1.501366864497e-03,        +6.248000395957e-13,        +6.077375803042e-03,        +9.046835867367e-11,        +9.950747579746e-01,        +1.004881159190e-10,        +9.774391893041e-01,        +8.828970326070e-14,        +9.711114072566e-04,        +6.522236521853e-13,        +6.344122904550e-03
 2.41650000e+00,        +9.093151516345e-11,        +1.028224904361e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.230668771544e-13,        +2.453130542843e-03,        +1.042689679761e-12,        +1.014067715475e-02,        +2.230668771544e-13,        +2.453130542843e-03,        +1.042689679761e-12,        +1.014067715475e-02,        +1.365392262985e-13,        +1.501561104014e-03,        +6.249742674539e-13,        +6.078186443481e-03,        +9.048359618742e-11,        +9.950741063180e-01,        +1.005024208883e-10,        +9.774361665627e-01,        +8.831287258161e-14,        +9.712020351015e-04,        +6.524056005969e-13,        +6.344969839085e-03
 2.41650500e+00,        +9.094689417639e-11,        +1.028374500351e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.231379667735e-13,        +2.453497382118e-03,        +1.042981788391e-12,        +1.014204249555e-02,        +2.231379667735e-13,        +2.453497382118e-03,        +1.042981788391e-12,        +1.014204249555e-02,        +1.365799863551e-13,        +1.501755366052e-03,        +6.251485693217e-13,        +6.078997185442e-03,        +9.049884017176e-11,        +9.950734545837e-01,        +1.005167320514e-10,        +9.774331434416e-01,        +8.833605150294e-14,        +9.712926681324e-04,        +6.525876260583e-13,        +6.345816877366e-03
 2.41651000e+00,        +9.096227972288e-11,        +1.028524161070e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.232090882656e-13,        +2.453864271494e-03,        +1.043274021456e-12,        +1.014340801066e-02,        +2.232090882656e-13,        +2.453864271494e-03,        +1.043274021456e-12,        +1.014340801066e-02,        +1.366207642484e-13,        +1.501949650609e-03,        +6.253229452406e-13,        +6.079808028916e-03,        +9.051409063033e-11,        +9.950728027715e-01,        +1.005310494117e-10,        +9.774301199410e-01,        +8.835924003014e-14,        +9.713833063477e-04,        +6.527697286132e-13,        +6.346664019388e-03
 2.41651500e+00,        +9.097767180642e-11,        +1.028673886551e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.232802416484e-13,        +2.454231210966e-03,        +1.043566379021e-12,        +1.014477370005e-02,        +2.232802416484e-13,        +2.454231210966e-03,        +1.043566379021e-12,        +1.014477370005e-02,        +1.366615599881e-13,        +1.502143957683e-03,        +6.254973952501e-13,        +6.080618973885e-03,        +9.052934756662e-11,        +9.950721508816e-01,        +1.005453729725e-10,        +9.774270960609e-01,        +8.838243816827e-14,        +9.714739497437e-04,        +6.529519083029e-13,        +6.347511265132e-03
 2.41652000e+00,        +9.099307043110e-11,        +1.028823676836e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.233514269418e-13,        +2.454598200540e-03,        +1.043858861167e-12,        +1.014613956375e-02,        +2.233514269418e-13,        +2.454598200540e-03,        +1.043858861167e-12,        +1.014613956375e-02,        +1.367023735852e-13,        +1.502338287274e-03,        +6.256719193968e-13,        +6.081430020363e-03,        +9.054461098465e-11,        +9.950714989139e-01,        +1.005597027378e-10,        +9.774240718013e-01,        +8.840564592322e-14,        +9.715645983192e-04,        +6.531341651753e-13,        +6.348358614609e-03
 2.41652500e+00,        +9.100847560032e-11,        +1.028973531958e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.234226441638e-13,        +2.454965240216e-03,        +1.044151467954e-12,        +1.014750560170e-02,        +2.234226441638e-13,        +2.454965240216e-03,        +1.044151467954e-12,        +1.014750560170e-02,        +1.367432050497e-13,        +1.502532639381e-03,        +6.258465177185e-13,        +6.082241168321e-03,        +9.055988088780e-11,        +9.950708468683e-01,        +1.005740387108e-10,        +9.774210471622e-01,        +8.842886330010e-14,        +9.716552520719e-04,        +6.533164992709e-13,        +6.349206067799e-03
 2.41653000e+00,        +9.102388731796e-11,        +1.029123451955e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.234938933331e-13,        +2.455332329990e-03,        +1.044444199460e-12,        +1.014887181393e-02,        +2.234938933331e-13,        +2.455332329990e-03,        +1.044444199460e-12,        +1.014887181393e-02,        +1.367840543920e-13,        +1.502727014000e-03,        +6.260211902598e-13,        +6.083052417768e-03,        +9.057515727993e-11,        +9.950701947450e-01,        +1.005883808952e-10,        +9.774180221436e-01,        +8.845209030440e-14,        +9.717459109983e-04,        +6.534989106350e-13,        +6.350053624698e-03
 2.41653500e+00,        +9.103930558779e-11,        +1.029273436866e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.235651744692e-13,        +2.455699469869e-03,        +1.044737055755e-12,        +1.015023820041e-02,        +2.235651744692e-13,        +2.455699469869e-03,        +1.044737055755e-12,        +1.015023820041e-02,        +1.368249216227e-13,        +1.502921411134e-03,        +6.261959370628e-13,        +6.083863768693e-03,        +9.059044016476e-11,        +9.950695425439e-01,        +1.006027292945e-10,        +9.774149967456e-01,        +8.847532694167e-14,        +9.718365750973e-04,        +6.536813993125e-13,        +6.350901285306e-03
 2.41654000e+00,        +9.105473041335e-11,        +1.029423486725e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.236364875893e-13,        +2.456066659844e-03,        +1.045030036906e-12,        +1.015160476112e-02,        +2.236364875893e-13,        +2.456066659844e-03,        +1.045030036906e-12,        +1.015160476112e-02,        +1.368658067515e-13,        +1.503115830778e-03,        +6.263707581681e-13,        +6.084675221085e-03,        +9.060572954580e-11,        +9.950688902650e-01,        +1.006170839121e-10,        +9.774119709682e-01,        +8.849857321701e-14,        +9.719272443646e-04,        +6.538639653446e-13,        +6.351749049602e-03
 2.41654500e+00,        +9.107016179850e-11,        +1.029573601571e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.237078327133e-13,        +2.456433899923e-03,        +1.045323142986e-12,        +1.015297149607e-02,        +2.237078327133e-13,        +2.456433899923e-03,        +1.045323142986e-12,        +1.015297149607e-02,        +1.369067097893e-13,        +1.503310272932e-03,        +6.265456536189e-13,        +6.085486774939e-03,        +9.062102542686e-11,        +9.950682379083e-01,        +1.006314447518e-10,        +9.774089448114e-01,        +8.852182913609e-14,        +9.720179187993e-04,        +6.540466087772e-13,        +6.352596917588e-03
 2.41655000e+00,        +9.108559974692e-11,        +1.029723781441e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.237792098597e-13,        +2.456801190105e-03,        +1.045616374065e-12,        +1.015433840522e-02,        +2.237792098597e-13,        +2.456801190105e-03,        +1.045616374065e-12,        +1.015433840522e-02,        +1.369476307462e-13,        +1.503504737595e-03,        +6.267206234569e-13,        +6.086298430246e-03,        +9.063632781161e-11,        +9.950675854739e-01,        +1.006458118169e-10,        +9.774059182753e-01,        +8.854509470431e-14,        +9.721085983990e-04,        +6.542293296538e-13,        +6.353444889255e-03
 2.41655500e+00,        +9.110104426250e-11,        +1.029874026372e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.238506190478e-13,        +2.457168530394e-03,        +1.045909730217e-12,        +1.015570548858e-02,        +2.238506190478e-13,        +2.457168530394e-03,        +1.045909730217e-12,        +1.015570548858e-02,        +1.369885696331e-13,        +1.503699224769e-03,        +6.268956677260e-13,        +6.087110187006e-03,        +9.065163670390e-11,        +9.950669329617e-01,        +1.006601851112e-10,        +9.774028913598e-01,        +8.856836992734e-14,        +9.721992831623e-04,        +6.544121280201e-13,        +6.354292964604e-03
 2.41656000e+00,        +9.111649534868e-11,        +1.030024336399e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.239220602951e-13,        +2.457535920781e-03,        +1.046203211508e-12,        +1.015707274613e-02,        +2.239220602951e-13,        +2.457535920781e-03,        +1.046203211508e-12,        +1.015707274613e-02,        +1.370295264596e-13,        +1.503893734446e-03,        +6.270707864653e-13,        +6.087922045199e-03,        +9.066695210712e-11,        +9.950662803717e-01,        +1.006745646380e-10,        +9.773998640651e-01,        +8.859165481010e-14,        +9.722899730842e-04,        +6.545950039165e-13,        +6.355141143609e-03
 2.41656500e+00,        +9.113195300946e-11,        +1.030174711561e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.239935336216e-13,        +2.457903361276e-03,        +1.046496818013e-12,        +1.015844017785e-02,        +2.239935336216e-13,        +2.457903361276e-03,        +1.046496818013e-12,        +1.015844017785e-02,        +1.370705012366e-13,        +1.504088266630e-03,        +6.272459797200e-13,        +6.088734004830e-03,        +9.068227402524e-11,        +9.950656277039e-01,        +1.006889504010e-10,        +9.773968363910e-01,        +8.861494935850e-14,        +9.723806681648e-04,        +6.547779573907e-13,        +6.355989426282e-03
 2.41657000e+00,        +9.114741724854e-11,        +1.030325151897e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.240650390457e-13,        +2.458270851875e-03,        +1.046790549804e-12,        +1.015980778376e-02,        +2.240650390457e-13,        +2.458270851875e-03,        +1.046790549804e-12,        +1.015980778376e-02,        +1.371114939745e-13,        +1.504282821318e-03,        +6.274212475320e-13,        +6.089546065891e-03,        +9.069760246194e-11,        +9.950649749584e-01,        +1.007033424038e-10,        +9.773938083377e-01,        +8.863825357781e-14,        +9.724713684000e-04,        +6.549609884856e-13,        +6.356837812606e-03
 2.41657500e+00,        +9.116288806960e-11,        +1.030475657441e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.241365765863e-13,        +2.458638392579e-03,        +1.047084406949e-12,        +1.016117556381e-02,        +2.241365765863e-13,        +2.458638392579e-03,        +1.047084406949e-12,        +1.016117556381e-02,        +1.371525046836e-13,        +1.504477398510e-03,        +6.275965899430e-13,        +6.090358228369e-03,        +9.071293742086e-11,        +9.950643221351e-01,        +1.007177406500e-10,        +9.773907799052e-01,        +8.866156747354e-14,        +9.725620737887e-04,        +6.551440972453e-13,        +6.357686302579e-03
 2.41658000e+00,        +9.117836547635e-11,        +1.030626228231e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.242081462620e-13,        +2.459005983389e-03,        +1.047378389519e-12,        +1.016254351800e-02,        +2.242081462620e-13,        +2.459005983389e-03,        +1.047378389519e-12,        +1.016254351800e-02,        +1.371935333742e-13,        +1.504671998203e-03,        +6.277720069945e-13,        +6.091170492255e-03,        +9.072827890567e-11,        +9.950636692341e-01,        +1.007321451429e-10,        +9.773877510936e-01,        +8.868489105104e-14,        +9.726527843278e-04,        +6.553272837131e-13,        +6.358534896186e-03
 2.41658500e+00,        +9.119384947266e-11,        +1.030776864305e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.242797480918e-13,        +2.459373624304e-03,        +1.047672497588e-12,        +1.016391164633e-02,        +2.242797480918e-13,        +2.459373624304e-03,        +1.047672497588e-12,        +1.016391164633e-02,        +1.372345800568e-13,        +1.504866620396e-03,        +6.279474987308e-13,        +6.091982857551e-03,        +9.074362692020e-11,        +9.950630162553e-01,        +1.007465558863e-10,        +9.773847219027e-01,        +8.870822431585e-14,        +9.727435000147e-04,        +6.555105479346e-13,        +6.359383593426e-03
 2.41659000e+00,        +9.120934006221e-11,        +1.030927565700e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.243513820944e-13,        +2.459741315324e-03,        +1.047966731226e-12,        +1.016527994878e-02,        +2.243513820944e-13,        +2.459741315324e-03,        +1.047966731226e-12,        +1.016527994878e-02,        +1.372756447418e-13,        +1.505061265088e-03,        +6.281230651934e-13,        +6.092795324245e-03,        +9.075898146810e-11,        +9.950623631987e-01,        +1.007609728837e-10,        +9.773816923327e-01,        +8.873156727337e-14,        +9.728342208468e-04,        +6.556938899534e-13,        +6.360232394290e-03
 2.41659500e+00,        +9.122483724878e-11,        +1.031078332454e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.244230482896e-13,        +2.460109056458e-03,        +1.048261090502e-12,        +1.016664842532e-02,        +2.244230482896e-13,        +2.460109056458e-03,        +1.048261090502e-12,        +1.016664842532e-02,        +1.373167274400e-13,        +1.505255932281e-03,        +6.282987064243e-13,        +6.093607892323e-03,        +9.077434255312e-11,        +9.950617100644e-01,        +1.007753961386e-10,        +9.773786623836e-01,        +8.875491992937e-14,        +9.729249468248e-04,        +6.558773098145e-13,        +6.361081298777e-03
 2.41660000e+00,        +9.124034103610e-11,        +1.031229164603e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.244947466951e-13,        +2.460476847694e-03,        +1.048555575491e-12,        +1.016801707596e-02,        +2.244947466951e-13,        +2.460476847694e-03,        +1.048555575491e-12,        +1.016801707596e-02,        +1.373578281614e-13,        +1.505450621968e-03,        +6.284744224670e-13,        +6.094420561788e-03,        +9.078971017896e-11,        +9.950610568524e-01,        +1.007898256547e-10,        +9.773756320554e-01,        +8.877828228891e-14,        +9.730156779421e-04,        +6.560608075613e-13,        +6.361930306870e-03
