        m,                Re{f} (GHz),                Im{f} (GHz),                          Q,              Error (Bkwd.),               Error (Abs.)
 1.00e+00,        +1.106490013730e+00,        -4.504785631881e-13,        +1.228127267476e+12,        +2.460980728615e-12,        +4.793783685958e-08
 2.00e+00,        +1.763028733089e+00,        +4.454740957779e-11,        +1.978822954913e+10,        +3.125360801752e-12,        +6.089200623724e-08
 3.00e+00,        +1.763033168459e+00,        -3.061834532804e-11,        +2.879047103249e+10,        +3.537669177329e-12,        +6.892508982022e-08
 4.00e+00,        +1.893332158555e+00,        -1.951486824959e-10,        +4.850999080137e+09,        +6.385106325194e-12,        +1.244087677237e-07
 5.00e+00,        +1.893332872384e+00,        +2.542231984867e-11,        +3.723761017196e+10,        +4.185404235333e-12,        +8.154930505123e-08
 6.00e+00,        +2.022722606959e+00,        -1.210280812783e-10,        +8.356418550124e+09,        +1.279392256099e-11,        +2.492933810614e-07
 7.00e+00,        +2.200489441917e+00,        +8.800261304803e-11,        +1.250240967684e+10,        +1.092995371490e-11,        +2.129909592579e-07
 8.00e+00,        +2.200504525890e+00,        -1.877652962012e-10,        +5.859721073089e+09,        +1.147103272710e-11,        +2.235349156794e-07
 9.00e+00,        +2.363045430829e+00,        +1.211970700998e-10,        +9.748772923651e+09,        +1.273482932678e-11,        +2.481826193183e-07
 1.00e+01,        +2.363059291723e+00,        +9.574321658045e-11,        +1.234060947669e+10,        +1.369946347473e-11,        +2.669818861041e-07
 1.10e+01,        +2.444454097323e+00,        +1.008454801286e-11,        +1.211979998611e+11,        +6.619230446228e-12,        +1.290043648671e-07
 1.20e+01,        +2.444455361229e+00,        -1.645169877060e-10,        +7.429188302419e+09,        +1.042963605146e-11,        +2.032666163320e-07
 1.30e+01,        +2.444531029326e+00,        +4.605224028903e-11,        +2.654084811057e+10,        +5.976678383532e-12,        +1.164814606467e-07
 1.40e+01,        +2.540056933318e+00,        +1.245423992282e-11,        +1.019755902029e+11,        +1.939888571436e-11,        +3.780910684568e-07
 1.50e+01,        +2.569919346135e+00,        +4.090244057305e-11,        +3.141523232025e+10,        +9.854933534479e-12,        +1.920793209756e-07
 1.60e+01,        +2.569946726478e+00,        +5.853939190688e-10,        +2.195057586664e+09,        +2.409497481614e-11,        +4.696273655170e-07
 1.70e+01,        +2.907082746997e+00,        -2.567215434202e-10,        +5.661937654836e+09,        +2.858120660646e-11,        +5.571800288072e-07
 1.80e+01,        +2.907113513197e+00,        -3.178347075288e-10,        +4.573310347067e+09,        +1.183018384507e-11,        +2.306250535822e-07
 1.90e+01,        +2.935809672028e+00,        +9.086745039541e-11,        +1.615435262711e+10,        +1.879718812052e-11,        +3.664509686792e-07
 2.00e+01,        +2.935859836189e+00,        +4.896940878197e-11,        +2.997646805642e+10,        +7.612465784145e-12,        +1.484049387053e-07
 2.10e+01,        +2.975820538183e+00,        +1.986000795809e-10,        +7.491992310533e+09,        +1.034168437417e-11,        +2.016162553794e-07
 2.20e+01,        +2.975827946794e+00,        +3.526199013351e-10,        +4.219597271065e+09,        +1.070666447967e-11,        +2.087317241897e-07
 2.30e+01,        +2.981027260480e+00,        -1.578234044250e-10,        +9.444186276872e+09,        +8.660085654353e-12,        +1.688332310027e-07
 2.40e+01,        +2.981081182099e+00,        -3.994274293021e-10,        +3.731693122963e+09,        +1.543934604694e-11,        +3.009987283873e-07
 2.50e+01,        +3.052737737029e+00,        +3.333464861073e-10,        +4.578925928809e+09,        +3.487795576177e-11,        +6.799976293878e-07
 2.60e+01,        +3.228661579902e+00,        -5.013319888172e-10,        +3.220083349877e+09,        +3.506367275284e-11,        +6.837013994137e-07
 2.70e+01,        +3.228673123326e+00,        -9.472850978727e-10,        +1.704171811937e+09,        +2.166697646149e-11,        +4.224811916717e-07
