        m,                 E_elec (J),                  E_mag (J),                  E_cap (J),                  E_ind (J),              E_elec[1] (J),                  p_elec[1],               E_mag[1] (J),                   p_mag[1],             E_elec[10] (J),                 p_elec[10],              E_mag[10] (J),                  p_mag[10],             E_elec[11] (J),                 p_elec[11],              E_mag[11] (J),                  p_mag[11],             E_elec[12] (J),                 p_elec[12],              E_mag[12] (J),                  p_mag[12],             E_elec[13] (J),                 p_elec[13],              E_mag[13] (J),                  p_mag[13]
 1.00e+00,        +3.459059667205e-10,        +3.459059667156e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +6.199137180323e-12,        +1.792145200355e-02,        +3.020631321883e-14,        +8.732521588351e-05,        +6.199137180323e-12,        +1.792145200355e-02,        +3.020631321883e-14,        +8.732521588351e-05,        +3.235979656862e-12,        +9.355084815512e-03,        +3.790501492498e-14,        +1.095818475897e-04,        +3.341301922372e-10,        +9.659567176742e-01,        +3.458264501489e-10,        +9.997701208584e-01,        +2.340657646061e-12,        +6.766745506742e-03,        +1.140523855856e-14,        +3.297207812531e-05
 2.00e+00,        +3.459059667205e-10,        +3.459059666728e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.261488629781e-13,        +3.646912025660e-04,        +5.073773713592e-12,        +1.466807225789e-02,        +1.261488629781e-13,        +3.646912025660e-04,        +5.073773713592e-12,        +1.466807225789e-02,        +1.570305493497e-13,        +4.539688946059e-04,        +2.593794341544e-12,        +7.498553339492e-03,        +3.455751560596e-10,        +9.990436399116e-01,        +3.363227280225e-10,        +9.722952490744e-01,        +4.763124857189e-14,        +1.376999911955e-04,        +1.915670595197e-12,        +5.538125328174e-03
 3.00e+00,        +3.459059667205e-10,        +3.459059667057e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.261526844287e-13,        +3.647022502236e-04,        +5.073826937950e-12,        +1.466822612594e-02,        +1.261526844287e-13,        +3.647022502236e-04,        +5.073826937950e-12,        +1.466822612594e-02,        +1.570345429795e-13,        +4.539804400264e-04,        +2.593846809746e-12,        +7.498705022203e-03,        +3.455751476793e-10,        +9.990436156845e-01,        +3.363225327508e-10,        +9.722946844596e-01,        +4.763181381384e-14,        +1.377016252869e-04,        +1.915760207209e-12,        +5.538384392308e-03
 4.00e+00,        +3.459059667205e-10,        +3.459059667182e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +4.276536395655e-12,        +1.236329178187e-02,        +2.206678557496e-12,        +6.379417442354e-03,        +4.276536395655e-12,        +1.236329178187e-02,        +2.206678557496e-12,        +6.379417442354e-03,        +1.845038819784e-12,        +5.333931753987e-03,        +1.480712617316e-12,        +4.280679605977e-03,        +3.392191017664e-10,        +9.806685469538e-01,        +3.405472276534e-10,        +9.845081045707e-01,        +5.652897386227e-13,        +1.634229510356e-03,        +1.671347889951e-12,        +4.831798380954e-03
 5.00e+00,        +3.459059667205e-10,        +3.459059666137e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +4.276531876222e-12,        +1.236327871637e-02,        +2.206669035030e-12,        +6.379389915220e-03,        +4.276531876222e-12,        +1.236327871637e-02,        +2.206669035030e-12,        +6.379389915220e-03,        +1.845042049170e-12,        +5.333941090011e-03,        +1.480709187343e-12,        +4.280669691357e-03,        +3.392190898778e-10,        +9.806685125843e-01,        +3.405472400188e-10,        +9.845081406159e-01,        +5.653029172890e-13,        +1.634267609341e-03,        +1.671348372539e-12,        +4.831799777554e-03
 6.00e+00,        +3.459059667205e-10,        +3.459059661535e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.478586798173e-12,        +4.274533949765e-03,        +2.365689251198e-14,        +6.839110864449e-05,        +1.478586798173e-12,        +4.274533949765e-03,        +2.365689251198e-14,        +6.839110864449e-05,        +9.947963192989e-13,        +2.875915465496e-03,        +3.790114019454e-14,        +1.095706460805e-04,        +3.423268121231e-10,        +9.896528104695e-01,        +3.458264579088e-10,        +9.997701449167e-01,        +1.105771479899e-12,        +3.196740115191e-03,        +1.795021197135e-14,        +5.189332861459e-05
 7.00e+00,        +3.459059667205e-10,        +3.459059668772e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +5.887354948560e-14,        +1.702010232543e-04,        +2.256823905660e-14,        +6.524385589630e-05,        +5.887354948560e-14,        +1.702010232543e-04,        +2.256823905660e-14,        +6.524385589630e-05,        +6.052475082836e-14,        +1.749745787914e-04,        +3.607197681766e-14,        +1.042826093557e-04,        +3.457787853600e-10,        +9.996323238894e-01,        +3.458302840427e-10,        +9.997812040215e-01,        +7.783060161963e-15,        +2.250050855079e-05,        +1.704261862864e-14,        +4.926951327986e-05
 8.00e+00,        +3.459059667205e-10,        +3.459059665575e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +5.886758798557e-14,        +1.701837888016e-04,        +2.256564119408e-14,        +6.523634564228e-05,        +5.886758798557e-14,        +1.701837888016e-04,        +2.256564119408e-14,        +6.523634564228e-05,        +6.051846426696e-14,        +1.749564045996e-04,        +3.607124297251e-14,        +1.042804879358e-04,        +3.457787985989e-10,        +9.996323621624e-01,        +3.458302852046e-10,        +9.997812083044e-01,        +7.782069364786e-15,        +2.249764419668e-05,        +1.704446877578e-14,        +4.927486202510e-05
 9.00e+00,        +3.459059667205e-10,        +3.459059666040e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.339907539881e-15,        +6.764576980459e-06,        +1.572580470075e-13,        +4.546265811817e-04,        +2.339907539881e-15,        +6.764576980459e-06,        +1.572580470075e-13,        +4.546265811817e-04,        +5.250332416409e-15,        +1.517849624332e-05,        +1.936982860649e-13,        +5.599738216908e-04,        +3.458974928650e-10,        +9.999755024304e-01,        +3.454956213823e-10,        +9.988137087494e-01,        +8.836155547804e-16,        +2.554496423285e-06,        +5.938888862677e-14,        +1.716908476886e-04
 1.00e+01,        +3.459059667205e-10,        +3.459059666065e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.340233625559e-15,        +6.765519680816e-06,        +1.572841353365e-13,        +4.547020014704e-04,        +2.340233625559e-15,        +6.765519680816e-06,        +1.572841353365e-13,        +4.547020014704e-04,        +5.250809359829e-15,        +1.517987506724e-05,        +1.937136547561e-13,        +5.600182519442e-04,        +3.458974920922e-10,        +9.999755001962e-01,        +3.454955888983e-10,        +9.988136148322e-01,        +8.835853365843e-16,        +2.554409063716e-06,        +5.937991813747e-14,        +1.716649143697e-04
 1.10e+01,        +3.459059667205e-10,        +3.459059667191e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.975195565536e-12,        +8.601168675244e-03,        +4.009122018104e-12,        +1.159020775539e-02,        +2.975195565536e-12,        +8.601168675244e-03,        +4.009122018104e-12,        +1.159020775539e-02,        +1.310592195328e-12,        +3.788868425006e-03,        +2.596731870015e-12,        +7.507045613134e-03,        +3.411951144029e-10,        +9.863811186541e-01,        +3.363134857376e-10,        +9.722685298769e-01,        +4.250645567303e-13,        +1.228844245621e-03,        +2.986627093352e-12,        +8.634216754571e-03
 1.20e+01,        +3.459059667205e-10,        +3.459059665783e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +3.013323082959e-12,        +8.711393768453e-03,        +3.975444685494e-12,        +1.149284796912e-02,        +3.013323082959e-12,        +8.711393768453e-03,        +3.975444685494e-12,        +1.149284796912e-02,        +1.326162168876e-12,        +3.833880581619e-03,        +2.594189140655e-12,        +7.499694689621e-03,        +3.411359808724e-10,        +9.862101660365e-01,        +3.363212925359e-10,        +9.722910994071e-01,        +4.305005962416e-13,        +1.244559613479e-03,        +3.015040216260e-12,        +8.716357934165e-03
 1.30e+01,        +3.459059667205e-10,        +3.459059667631e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.941485864037e-13,        +5.612756213614e-04,        +6.439509693615e-12,        +1.861635910439e-02,        +1.941485864037e-13,        +5.612756213614e-04,        +6.439509693615e-12,        +1.861635910439e-02,        +1.737346309584e-13,        +5.022597112319e-04,        +2.772882216477e-12,        +8.016289058049e-03,        +3.455119597301e-10,        +9.988609419082e-01,        +3.357777860749e-10,        +9.707198439420e-01,        +2.612377301629e-14,        +7.552275915898e-05,        +9.157887781199e-13,        +2.647507895540e-03
 1.40e+01,        +3.459059667205e-10,        +3.459059638254e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.385120354770e-11,        +4.004326285269e-02,        +3.606076635187e-13,        +1.042502012774e-03,        +1.385120354770e-11,        +4.004326285269e-02,        +3.606076635187e-13,        +1.042502012774e-03,        +6.814642345549e-12,        +1.970085225808e-02,        +4.424506869834e-13,        +1.279106847683e-03,        +3.200104606140e-10,        +9.251371511398e-01,        +3.449667544271e-10,        +9.972847840265e-01,        +5.229660213195e-12,        +1.511873374945e-02,        +1.361510478173e-13,        +3.936071130765e-04
 1.50e+01,        +3.459059667205e-10,        +3.459059667405e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +8.014462106269e-16,        +2.316948210594e-06,        +2.262311286720e-16,        +6.540249386381e-07,        +8.014462106269e-16,        +2.316948210594e-06,        +2.262311286720e-16,        +6.540249386381e-07,        +1.484536631830e-15,        +4.291734675480e-06,        +6.512182996658e-16,        +1.882645465189e-06,        +3.459035747574e-10,        +9.999930849325e-01,        +3.459049190971e-10,        +9.999969713056e-01,        +1.059802593071e-16,        +3.063845943796e-07,        +1.701940200938e-16,        +4.920239500278e-07
 1.60e+01,        +3.459059667205e-10,        +3.459059668895e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +8.018812754673e-16,        +2.318205965251e-06,        +2.261597915381e-16,        +6.538187056205e-07,        +8.018812754673e-16,        +2.318205965251e-06,        +2.261597915381e-16,        +6.538187056205e-07,        +1.484586285536e-15,        +4.291878222315e-06,        +6.511224031329e-16,        +1.882368231424e-06,        +3.459035740818e-10,        +9.999930829793e-01,        +3.459049194120e-10,        +9.999969717853e-01,        +1.061711544268e-16,        +3.069364643616e-07,        +1.701953274020e-16,        +4.920277291903e-07
 1.70e+01,        +3.459059667205e-10,        +3.459059661731e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +6.617594076058e-14,        +1.913119377153e-04,        +1.231776123554e-13,        +3.561014391228e-04,        +6.617594076058e-14,        +1.913119377153e-04,        +1.231776123554e-13,        +3.561014391228e-04,        +6.923172550711e-14,        +2.001460864162e-04,        +1.937177194905e-13,        +5.600300036269e-04,        +3.457610507828e-10,        +9.995810539521e-01,        +3.454955798844e-10,        +9.988135900251e-01,        +9.508271450456e-15,        +2.748802381353e-05,        +9.349095680738e-14,        +2.702785321737e-04
 1.80e+01,        +3.459059667205e-10,        +3.459059668858e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +6.615889350606e-14,        +1.912626547998e-04,        +1.231869273078e-13,        +3.561283675355e-04,        +6.615889350606e-14,        +1.912626547998e-04,        +1.231869273078e-13,        +3.561283675355e-04,        +6.921093856088e-14,        +2.000859922049e-04,        +1.937118625766e-13,        +5.600130703747e-04,        +3.457610949093e-10,        +9.995811815202e-01,        +3.454955927641e-10,        +9.988136252017e-01,        +9.501979078467e-15,        +2.746983282351e-05,        +9.347533182374e-14,        +2.702333604283e-04
 1.90e+01,        +3.459059667205e-10,        +3.459059666045e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +4.214326395624e-17,        +1.218344521657e-07,        +3.569946901476e-15,        +1.032057046173e-05,        +4.214326395624e-17,        +1.218344521657e-07,        +3.569946901476e-15,        +1.032057046173e-05,        +1.490313977963e-16,        +4.308436746820e-07,        +7.951712083280e-15,        +2.298807436407e-05,        +3.459057598107e-10,        +9.999994018323e-01,        +3.458930962907e-10,        +9.999627924491e-01,        +1.573511247070e-17,        +4.548956648504e-08,        +1.348654886252e-15,        +3.898906108764e-06
 2.00e+01,        +3.459059667205e-10,        +3.459059665712e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +4.137070127409e-17,        +1.196010050544e-07,        +3.572894226473e-15,        +1.032909105873e-05,        +4.137070127409e-17,        +1.196010050544e-07,        +3.572894226473e-15,        +1.032909105873e-05,        +1.489083117921e-16,        +4.304878380789e-07,        +7.956681256894e-15,        +2.300244004394e-05,        +3.459057605315e-10,        +9.999994039160e-01,        +3.458930884244e-10,        +9.999627698043e-01,        +1.590998691845e-17,        +4.599512135999e-08,        +1.348571342338e-15,        +3.898664587102e-06
 2.10e+01,        +3.459059667205e-10,        +3.459059668217e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.272335859582e-16,        +6.569230016833e-07,        +5.400672255972e-17,        +1.561312256506e-07,        +2.272335859582e-16,        +6.569230016833e-07,        +5.400672255972e-17,        +1.561312256506e-07,        +1.199992895755e-16,        +3.469130374165e-07,        +4.649411546374e-17,        +1.344125858566e-07,        +3.459055905106e-10,        +9.999989123926e-01,        +3.459058283107e-10,        +9.999995995703e-01,        +2.897699817757e-17,        +8.377131638492e-08,        +3.801017854292e-17,        +1.098858712735e-07
 2.20e+01,        +3.459059667205e-10,        +3.459059665918e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.019763267938e-16,        +2.948093892703e-07,        +2.452712086748e-17,        +7.090690313655e-08,        +1.019763267938e-16,        +2.948093892703e-07,        +2.452712086748e-17,        +7.090690313655e-08,        +6.961647547071e-17,        +2.012583828222e-07,        +2.591935435438e-17,        +7.493179319732e-08,        +3.459057812960e-10,        +9.999994639453e-01,        +3.459058990755e-10,        +9.999998048131e-01,        +1.383172079083e-17,        +3.998693899955e-08,        +1.706982999268e-17,        +4.934818026087e-08
 2.30e+01,        +3.459059667205e-10,        +3.459059664803e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +8.476843939676e-12,        +2.450620907192e-02,        +2.038577642645e-12,        +5.893444577982e-03,        +8.476843939676e-12,        +2.450620907192e-02,        +2.038577642645e-12,        +5.893444577982e-03,        +3.447184982225e-12,        +9.965670771473e-03,        +1.393431071011e-12,        +4.028352228757e-03,        +3.328613898995e-10,        +9.622886620181e-01,        +3.411012783654e-10,        +9.861098431931e-01,        +1.120547899050e-12,        +3.239458138504e-03,        +1.372679401199e-12,        +3.968360000166e-03
 2.40e+01,        +3.459059667205e-10,        +3.459059667921e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +8.478555154742e-12,        +2.451115612467e-02,        +2.039380140623e-12,        +5.895764561498e-03,        +8.478555154742e-12,        +2.451115612467e-02,        +2.039380140623e-12,        +5.895764561498e-03,        +3.447830117912e-12,        +9.967535832356e-03,        +1.393669512313e-12,        +4.029041549174e-03,        +3.328589144018e-10,        +9.622815054554e-01,        +3.411004877725e-10,        +9.861075567325e-01,        +1.120667046034e-12,        +3.239802587561e-03,        +1.372429366620e-12,        +3.967637156849e-03
 2.50e+01,        +3.459059667205e-10,        +3.459059657851e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +7.642869677792e-12,        +2.209522359575e-02,        +2.823300658735e-13,        +8.162046735237e-04,        +7.642869677792e-12,        +2.209522359575e-02,        +2.823300658735e-13,        +8.162046735237e-04,        +4.852657814781e-12,        +1.402883523747e-02,        +4.423273534464e-13,        +1.278750288225e-03,        +3.276941124237e-10,        +9.473502742104e-01,        +3.449670200166e-10,        +9.972855461850e-01,        +5.716326804254e-12,        +1.652566695640e-02,        +2.142883491286e-13,        +6.194988532280e-04
 2.60e+01,        +3.459059667205e-10,        +3.459059653504e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +7.336026850039e-13,        +2.120815353257e-03,        +8.635680352214e-12,        +2.496539874201e-02,        +7.336026850039e-13,        +2.120815353257e-03,        +8.635680352214e-12,        +2.496539874201e-02,        +8.845579357463e-13,        +2.557220808108e-03,        +4.062885172818e-12,        +1.174563488289e-02,        +3.440109366609e-10,        +9.945215456167e-01,        +3.299493065443e-10,        +9.538699519392e-01,        +2.768694388496e-13,        +8.004182219652e-04,        +3.258093281101e-12,        +9.419014435906e-03
 2.70e+01,        +3.459059667205e-10,        +3.459059662064e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +7.336481554019e-13,        +2.120946806317e-03,        +8.635653621858e-12,        +2.496532140387e-02,        +7.336481554019e-13,        +2.120946806317e-03,        +8.635653621858e-12,        +2.496532140387e-02,        +8.846792876985e-13,        +2.557571631638e-03,        +4.063411987311e-12,        +1.174715785297e-02,        +3.440106764220e-10,        +9.945207932766e-01,        +3.299472291153e-10,        +9.538639438166e-01,        +2.769628554111e-13,        +8.006882854233e-04,        +3.259671481908e-12,        +9.423576926577e-03
