        f (GHz),             |S[1][1]| (dB),        arg(S[1][1]) (deg.)
 2.41000000e+00,        +1.290182715062e-02,        +5.391887672977e+01
 2.41000500e+00,        +1.290186905303e-02,        +5.391861430565e+01
 2.41001000e+00,        +1.290191094925e-02,        +5.391835186294e+01
 2.41001500e+00,        +1.290195283932e-02,        +5.391808940165e+01
 2.41002000e+00,        +1.290199472323e-02,        +5.391782692177e+01
 2.41002500e+00,        +1.290203660096e-02,        +5.391756442328e+01
 2.41003000e+00,        +1.290207847252e-02,        +5.391730190618e+01
 2.41003500e+00,        +1.290212033788e-02,        +5.391703937046e+01
 2.41004000e+00,        +1.290216219707e-02,        +5.391677681613e+01
 2.41004500e+00,        +1.290220405007e-02,        +5.391651424316e+01
 2.41005000e+00,        +1.290224589689e-02,        +5.391625165155e+01
 2.41005500e+00,        +1.290228773752e-02,        +5.391598904130e+01
 2.41006000e+00,        +1.290232957193e-02,        +5.391572641240e+01
 2.41006500e+00,        +1.290237140015e-02,        +5.391546376484e+01
 2.41007000e+00,        +1.290241322217e-02,        +5.391520109862e+01
 2.41007500e+00,        +1.290245503798e-02,        +5.391493841372e+01
 2.41008000e+00,        +1.290249684757e-02,        +5.391467571015e+01
 2.41008500e+00,        +1.290253865095e-02,        +5.391441298789e+01
 2.41009000e+00,        +1.290258044811e-02,        +5.391415024693e+01
 2.41009500e+00,        +1.290262223904e-02,        +5.391388748728e+01
 2.41010000e+00,        +1.290266402376e-02,        +5.391362470892e+01
 2.41010500e+00,        +1.290270580224e-02,        +5.391336191184e+01
 2.41011000e+00,        +1.290274757448e-02,        +5.391309909605e+01
 2.41011500e+00,        +1.290278934049e-02,        +5.391283626152e+01
 2.41012000e+00,        +1.290283110026e-02,        +5.391257340826e+01
 2.41012500e+00,        +1.290287285379e-02,        +5.391231053626e+01
 2.41013000e+00,        +1.290291460106e-02,        +5.391204764551e+01
 2.41013500e+00,        +1.290295634209e-02,        +5.391178473601e+01
 2.41014000e+00,        +1.290299807686e-02,        +5.391152180774e+01
 2.41014500e+00,        +1.290303980537e-02,        +5.391125886070e+01
 2.41015000e+00,        +1.290308152762e-02,        +5.391099589488e+01
 2.41015500e+00,        +1.290312324360e-02,        +5.391073291028e+01
 2.41016000e+00,        +1.290316495331e-02,        +5.391046990689e+01
 2.41016500e+00,        +1.290320665674e-02,        +5.391020688470e+01
 2.41017000e+00,        +1.290324835391e-02,        +5.390994384371e+01
 2.41017500e+00,        +1.290329004479e-02,        +5.390968078390e+01
 2.41018000e+00,        +1.290333172938e-02,        +5.390941770527e+01
 2.41018500e+00,        +1.290337340770e-02,        +5.390915460782e+01
 2.41019000e+00,        +1.290341507970e-02,        +5.390889149153e+01
 2.41019500e+00,        +1.290345674543e-02,        +5.390862835640e+01
 2.41020000e+00,        +1.290349840485e-02,        +5.390836520243e+01
 2.41020500e+00,        +1.290354005797e-02,        +5.390810202960e+01
 2.41021000e+00,        +1.290358170478e-02,        +5.390783883791e+01
 2.41021500e+00,        +1.290362334528e-02,        +5.390757562735e+01
 2.41022000e+00,        +1.290366497947e-02,        +5.390731239791e+01
 2.41022500e+00,        +1.290370660734e-02,        +5.390704914959e+01
 2.41023000e+00,        +1.290374822889e-02,        +5.390678588238e+01
 2.41023500e+00,        +1.290378984412e-02,        +5.390652259628e+01
 2.41024000e+00,        +1.290383145302e-02,        +5.390625929127e+01
 2.41024500e+00,        +1.290387305558e-02,        +5.390599596735e+01
 2.41025000e+00,        +1.290391465181e-02,        +5.390573262451e+01
 2.41025500e+00,        +1.290395624169e-02,        +5.390546926274e+01
 2.41026000e+00,        +1.290399782524e-02,        +5.390520588204e+01
 2.41026500e+00,        +1.290403940244e-02,        +5.390494248240e+01
 2.41027000e+00,        +1.290408097328e-02,        +5.390467906382e+01
 2.41027500e+00,        +1.290412253779e-02,        +5.390441562628e+01
 2.41028000e+00,        +1.290416409592e-02,        +5.390415216978e+01
 2.41028500e+00,        +1.290420564770e-02,        +5.390388869431e+01
 2.41029000e+00,        +1.290424719311e-02,        +5.390362519987e+01
 2.41029500e+00,        +1.290428873214e-02,        +5.390336168644e+01
 2.41030000e+00,        +1.290433026481e-02,        +5.390309815403e+01
 2.41030500e+00,        +1.290437179110e-02,        +5.390283460262e+01
 2.41031000e+00,        +1.290441331101e-02,        +5.390257103220e+01
 2.41031500e+00,        +1.290445482454e-02,        +5.390230744277e+01
 2.41032000e+00,        +1.290449633167e-02,        +5.390204383433e+01
 2.41032500e+00,        +1.290453783243e-02,        +5.390178020686e+01
 2.41033000e+00,        +1.290457932677e-02,        +5.390151656035e+01
 2.41033500e+00,        +1.290462081474e-02,        +5.390125289481e+01
 2.41034000e+00,        +1.290466229629e-02,        +5.390098921022e+01
 2.41034500e+00,        +1.290470377143e-02,        +5.390072550658e+01
 2.41035000e+00,        +1.290474524017e-02,        +5.390046178387e+01
 2.41035500e+00,        +1.290478670250e-02,        +5.390019804210e+01
 2.41036000e+00,        +1.290482815839e-02,        +5.389993428125e+01
 2.41036500e+00,        +1.290486960788e-02,        +5.389967050132e+01
 2.41037000e+00,        +1.290491105094e-02,        +5.389940670230e+01
 2.41037500e+00,        +1.290495248757e-02,        +5.389914288418e+01
 2.41038000e+00,        +1.290499391777e-02,        +5.389887904696e+01
 2.41038500e+00,        +1.290503534152e-02,        +5.389861519063e+01
 2.41039000e+00,        +1.290507675885e-02,        +5.389835131518e+01
 2.41039500e+00,        +1.290511816973e-02,        +5.389808742060e+01
 2.41040000e+00,        +1.290515957416e-02,        +5.389782350689e+01
 2.41040500e+00,        +1.290520097213e-02,        +5.389755957403e+01
 2.41041000e+00,        +1.290524236365e-02,        +5.389729562204e+01
 2.41041500e+00,        +1.290528374872e-02,        +5.389703165088e+01
 2.41042000e+00,        +1.290532512733e-02,        +5.389676766057e+01
 2.41042500e+00,        +1.290536649946e-02,        +5.389650365108e+01
 2.41043000e+00,        +1.290540786512e-02,        +5.389623962242e+01
 2.41043500e+00,        +1.290544922432e-02,        +5.389597557458e+01
 2.41044000e+00,        +1.290549057704e-02,        +5.389571150754e+01
 2.41044500e+00,        +1.290553192326e-02,        +5.389544742131e+01
 2.41045000e+00,        +1.290557326301e-02,        +5.389518331587e+01
 2.41045500e+00,        +1.290561459628e-02,        +5.389491919122e+01
 2.41046000e+00,        +1.290565592305e-02,        +5.389465504735e+01
 2.41046500e+00,        +1.290569724331e-02,        +5.389439088425e+01
 2.41047000e+00,        +1.290573855710e-02,        +5.389412670192e+01
 2.41047500e+00,        +1.290577986435e-02,        +5.389386250035e+01
 2.41048000e+00,        +1.290582116511e-02,        +5.389359827953e+01
 2.41048500e+00,        +1.290586245935e-02,        +5.389333403945e+01
 2.41049000e+00,        +1.290590374709e-02,        +5.389306978011e+01
 2.41049500e+00,        +1.290594502831e-02,        +5.389280550150e+01
 2.41050000e+00,        +1.290598630299e-02,        +5.389254120361e+01
 2.41050500e+00,        +1.290602757115e-02,        +5.389227688643e+01
 2.41051000e+00,        +1.290606883277e-02,        +5.389201254996e+01
 2.41051500e+00,        +1.290611008788e-02,        +5.389174819420e+01
 2.41052000e+00,        +1.290615133644e-02,        +5.389148381912e+01
 2.41052500e+00,        +1.290619257845e-02,        +5.389121942473e+01
 2.41053000e+00,        +1.290623381392e-02,        +5.389095501102e+01
 2.41053500e+00,        +1.290627504283e-02,        +5.389069057799e+01
 2.41054000e+00,        +1.290631626520e-02,        +5.389042612561e+01
 2.41054500e+00,        +1.290635748101e-02,        +5.389016165389e+01
 2.41055000e+00,        +1.290639869026e-02,        +5.388989716282e+01
 2.41055500e+00,        +1.290643989294e-02,        +5.388963265239e+01
 2.41056000e+00,        +1.290648108905e-02,        +5.388936812260e+01
 2.41056500e+00,        +1.290652227859e-02,        +5.388910357344e+01
 2.41057000e+00,        +1.290656346155e-02,        +5.388883900489e+01
 2.41057500e+00,        +1.290660463794e-02,        +5.388857441696e+01
 2.41058000e+00,        +1.290664580774e-02,        +5.388830980963e+01
 2.41058500e+00,        +1.290668697094e-02,        +5.388804518290e+01
