        f (GHz),                 E_elec (J),                  E_mag (J),                  E_cap (J),                  E_ind (J),              E_elec[1] (J),                  p_elec[1],               E_mag[1] (J),                   p_mag[1],             E_elec[10] (J),                 p_elec[10],              E_mag[10] (J),                  p_mag[10],             E_elec[11] (J),                 p_elec[11],              E_mag[11] (J),                  p_mag[11],             E_elec[12] (J),                 p_elec[12],              E_mag[12] (J),                  p_mag[12],             E_elec[13] (J),                 p_elec[13],              E_mag[13] (J),                  p_mag[13]
 2.42698500e+00,        +8.802930161089e-11,        +1.402996512286e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.653543081105e-13,        +3.014386156140e-03,        +1.228418079813e-12,        +8.755674508493e-03,        +2.653543081105e-13,        +3.014386156140e-03,        +1.228418079813e-12,        +8.755674508493e-03,        +1.578662215332e-13,        +1.793337203003e-03,        +7.262190920513e-13,        +5.176200266300e-03,        +8.751144751955e-11,        +9.941172532116e-01,        +1.376012774334e-10,        +9.807670669769e-01,        +9.463356169191e-14,        +1.075023429246e-03,        +7.437366233760e-13,        +5.301058248279e-03
 2.42699000e+00,        +8.805585462416e-11,        +1.403258112036e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.654767632852e-13,        +3.014867829269e-03,        +1.228935168422e-12,        +8.757727162815e-03,        +2.654767632852e-13,        +3.014867829269e-03,        +1.228935168422e-12,        +8.757727162815e-03,        +1.579357329661e-13,        +1.793585828452e-03,        +7.265228278452e-13,        +5.177399807017e-03,        +8.753777082349e-11,        +9.941164184610e-01,        +1.376263074658e-10,        +9.807626001608e-01,        +9.467130441564e-14,        +1.075127881272e-03,        +7.440457416130e-13,        +5.302272869338e-03
 2.42699500e+00,        +8.808242437096e-11,        +1.403519878445e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.655992989506e-13,        +3.015349552959e-03,        +1.229452583593e-12,        +8.759780338525e-03,        +2.655992989506e-13,        +3.015349552959e-03,        +1.229452583593e-12,        +8.759780338525e-03,        +1.580052892957e-13,        +1.793834472928e-03,        +7.268267551881e-13,        +5.178599650427e-03,        +8.756411071212e-11,        +9.941155836418e-01,        +1.376513534512e-10,        +9.807581322163e-01,        +9.470907058968e-14,        +1.075232332285e-03,        +7.443550545012e-13,        +5.303487794744e-03
 2.42700000e+00,        +8.810901086789e-11,        +1.403781811676e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.657219151860e-13,        +3.015831327223e-03,        +1.229970325653e-12,        +8.761834035911e-03,        +2.657219151860e-13,        +3.015831327223e-03,        +1.229970325653e-12,        +8.761834035911e-03,        +1.580748905661e-13,        +1.794083136436e-03,        +7.271308742715e-13,        +5.179799796690e-03,        +8.759046720190e-11,        +9.941147487541e-01,        +1.376764154054e-10,        +9.807536631428e-01,        +9.474686023672e-14,        +1.075336782282e-03,        +7.446645622328e-13,        +5.304703024638e-03
 2.42700500e+00,        +8.813561412678e-11,        +1.404043911848e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.658446120430e-13,        +3.016313151918e-03,        +1.230488394860e-12,        +8.763888255033e-03,        +2.658446120430e-13,        +3.016313151918e-03,        +1.230488394860e-12,        +8.763888255033e-03,        +1.581445368064e-13,        +1.794331818905e-03,        +7.274351852375e-13,        +5.181000245782e-03,        +8.761684030456e-11,        +9.941139137980e-01,        +1.377014933398e-10,        +9.807491929403e-01,        +9.478467337076e-14,        +1.075441231219e-03,        +7.449742649382e-13,        +5.305918558898e-03
 2.42701000e+00,        +8.816223415899e-11,        +1.404306179074e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.659673895935e-13,        +3.016795027153e-03,        +1.231006791380e-12,        +8.765942995359e-03,        +2.659673895935e-13,        +3.016795027153e-03,        +1.231006791380e-12,        +8.765942995359e-03,        +1.582142280548e-13,        +1.794580520379e-03,        +7.277396882010e-13,        +5.182200997511e-03,        +8.764323003133e-11,        +9.941130787733e-01,        +1.377265872651e-10,        +9.807447216096e-01,        +9.482251001250e-14,        +1.075545679134e-03,        +7.452841627633e-13,        +5.307134397533e-03
 2.42701500e+00,        +8.818887098380e-11,        +1.404568613547e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.660902479229e-13,        +3.017276952914e-03,        +1.231525515618e-12,        +8.767998257539e-03,        +2.660902479229e-13,        +3.017276952914e-03,        +1.231525515618e-12,        +8.767998257539e-03,        +1.582839643594e-13,        +1.794829240852e-03,        +7.280443833906e-13,        +5.183402052192e-03,        +8.766963640133e-11,        +9.941122436802e-01,        +1.377516971998e-10,        +9.807402491495e-01,        +9.486037018637e-14,        +1.075650126010e-03,        +7.455942559255e-13,        +5.308350540757e-03
 2.42702000e+00,        +8.821552461127e-11,        +1.404831215367e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.662131870785e-13,        +3.017758929072e-03,        +1.232044567781e-12,        +8.770054041398e-03,        +2.662131870785e-13,        +3.017758929072e-03,        +1.232044567781e-12,        +8.770054041398e-03,        +1.583537457466e-13,        +1.795077980257e-03,        +7.283492709242e-13,        +5.184603409699e-03,        +8.769605942454e-11,        +9.941114085189e-01,        +1.377768231534e-10,        +9.807357755605e-01,        +9.489825390513e-14,        +1.075754571809e-03,        +7.459045445377e-13,        +5.309566988394e-03
 2.42702500e+00,        +8.824219505804e-11,        +1.405093984699e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.663362071507e-13,        +3.018240955764e-03,        +1.232563948161e-12,        +8.772110346946e-03,        +2.663362071507e-13,        +3.018240955764e-03,        +1.232563948161e-12,        +8.772110346946e-03,        +1.584235722655e-13,        +1.795326738657e-03,        +7.286543509832e-13,        +5.185805070110e-03,        +8.772249911743e-11,        +9.941105732890e-01,        +1.378019651419e-10,        +9.807313008423e-01,        +9.493616119516e-14,        +1.075859016570e-03,        +7.462150288034e-13,        +5.310783740657e-03
 2.42703000e+00,        +8.826888233787e-11,        +1.405356921681e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.664593082017e-13,        +3.018723032900e-03,        +1.233083657046e-12,        +8.774167174349e-03,        +2.664593082017e-13,        +3.018723032900e-03,        +1.233083657046e-12,        +8.774167174349e-03,        +1.584934439511e-13,        +1.795575516006e-03,        +7.289596237303e-13,        +5.187007033477e-03,        +8.774895549365e-11,        +9.941097379908e-01,        +1.378271231784e-10,        +9.807268249947e-01,        +9.497409207371e-14,        +1.075963460262e-03,        +7.465257088763e-13,        +5.312000797516e-03
 2.42703500e+00,        +8.829558646564e-11,        +1.405620026461e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.665824903007e-13,        +3.019205160435e-03,        +1.233603694739e-12,        +8.776224523811e-03,        +2.665824903007e-13,        +3.019205160435e-03,        +1.233603694739e-12,        +8.776224523811e-03,        +1.585633608420e-13,        +1.795824312280e-03,        +7.292650893394e-13,        +5.188209299889e-03,        +8.777542856794e-11,        +9.941089026244e-01,        +1.378522972771e-10,        +9.807223480173e-01,        +9.501204656025e-14,        +1.076067902864e-03,        +7.468365849264e-13,        +5.313218159013e-03
 2.42704000e+00,        +8.832230745480e-11,        +1.405883299173e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.667057535167e-13,        +3.019687338369e-03,        +1.234124061492e-12,        +8.778282395261e-03,        +2.667057535167e-13,        +3.019687338369e-03,        +1.234124061492e-12,        +8.778282395261e-03,        +1.586333229761e-13,        +1.796073127475e-03,        +7.295707479616e-13,        +5.189411869327e-03,        +8.780191835363e-11,        +9.941080671898e-01,        +1.378774874507e-10,        +9.807178699102e-01,        +9.505002467442e-14,        +1.076172344377e-03,        +7.471476571126e-13,        +5.314435825166e-03
 2.42704500e+00,        +8.834904531832e-11,        +1.406146739947e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.668290979175e-13,        +3.020169566702e-03,        +1.234644757546e-12,        +8.780340788567e-03,        +2.668290979175e-13,        +3.020169566702e-03,        +1.234644757546e-12,        +8.780340788567e-03,        +1.587033303904e-13,        +1.796321961585e-03,        +7.298765997417e-13,        +5.190614741741e-03,        +8.782842486358e-11,        +9.941072316869e-01,        +1.379026937118e-10,        +9.807133906737e-01,        +9.508802643547e-14,        +1.076276784801e-03,        +7.474589255891e-13,        +5.315653795973e-03
 2.42705000e+00,        +8.837580007288e-11,        +1.406410348948e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.669525235803e-13,        +3.020651845416e-03,        +1.235165783241e-12,        +8.782399704075e-03,        +2.669525235803e-13,        +3.020651845416e-03,        +1.235165783241e-12,        +8.782399704075e-03,        +1.587733831281e-13,        +1.796570814603e-03,        +7.301826448743e-13,        +5.191817917300e-03,        +8.785494811431e-11,        +9.941063961159e-01,        +1.379279160761e-10,        +9.807089103071e-01,        +9.512605186528e-14,        +1.076381224123e-03,        +7.477703905457e-13,        +5.316872071548e-03
 2.42705500e+00,        +8.840257173114e-11,        +1.406674126303e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.670760305713e-13,        +3.021134174507e-03,        +1.235687138811e-12,        +8.784459141639e-03,        +2.670760305713e-13,        +3.021134174507e-03,        +1.235687138811e-12,        +8.784459141639e-03,        +1.588434812254e-13,        +1.796819686518e-03,        +7.304888835010e-13,        +5.193021395942e-03,        +8.788148811836e-11,        +9.941055604766e-01,        +1.379531545559e-10,        +9.807044288105e-01,        +9.516410098246e-14,        +1.076485662339e-03,        +7.480820521325e-13,        +5.318090651873e-03
 2.42706000e+00,        +8.842936030528e-11,        +1.406938072134e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.671996189522e-13,        +3.021616553934e-03,        +1.236208824488e-12,        +8.786519101110e-03,        +2.671996189522e-13,        +3.021616553934e-03,        +1.236208824488e-12,        +8.786519101110e-03,        +1.589136247161e-13,        +1.797068577309e-03,        +7.307953157593e-13,        +5.194225177594e-03,        +8.790804488780e-11,        +9.941047247693e-01,        +1.379784091626e-10,        +9.806999461844e-01,        +9.520217380450e-14,        +1.076590099440e-03,        +7.483939104926e-13,        +5.319309536897e-03
 2.42706500e+00,        +8.845616581373e-11,        +1.407202186624e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.673232888120e-13,        +3.022098983749e-03,        +1.236730840636e-12,        +8.788579582889e-03,        +2.673232888120e-13,        +3.022098983749e-03,        +1.236730840636e-12,        +8.788579582889e-03,        +1.589838136498e-13,        +1.797317486998e-03,        +7.311019418615e-13,        +5.195429262483e-03,        +8.793461844092e-11,        +9.941038889938e-01,        +1.380036799140e-10,        +9.806954624278e-01,        +9.524027035691e-14,        +1.076694535432e-03,        +7.487059658401e-13,        +5.320528726838e-03
 2.42707000e+00,        +8.848298826863e-11,        +1.407466469894e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.674470401990e-13,        +3.022581463762e-03,        +1.237253187529e-12,        +8.790640587145e-03,        +2.674470401990e-13,        +3.022581463762e-03,        +1.237253187529e-12,        +8.790640587145e-03,        +1.590540480542e-13,        +1.797566415493e-03,        +7.314087619567e-13,        +5.196633650619e-03,        +8.796120878972e-11,        +9.941030531505e-01,        +1.380289668216e-10,        +9.806909775407e-01,        +9.527839065272e-14,        +1.076798970255e-03,        +7.490182183049e-13,        +5.321748221551e-03
 2.42707500e+00,        +8.850982768589e-11,        +1.407730922102e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.675708732122e-13,        +3.023063994225e-03,        +1.237775865408e-12,        +8.792702113548e-03,        +2.675708732122e-13,        +3.023063994225e-03,        +1.237775865408e-12,        +8.792702113548e-03,        +1.591243279820e-13,        +1.797815362908e-03,        +7.317157762076e-13,        +5.197838341967e-03,        +8.798781594998e-11,        +9.941022172389e-01,        +1.380542699005e-10,        +9.806864915232e-01,        +9.531653472093e-14,        +1.076903403983e-03,        +7.493306680917e-13,        +5.322968021280e-03
 2.42708000e+00,        +8.853668407866e-11,        +1.407995543381e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.676947879049e-13,        +3.023546574966e-03,        +1.238298874566e-12,        +8.794764162342e-03,        +2.676947879049e-13,        +3.023546574966e-03,        +1.238298874566e-12,        +8.794764162342e-03,        +1.591946534638e-13,        +1.798064329158e-03,        +7.320229847750e-13,        +5.199043336581e-03,        +8.801443993471e-11,        +9.941013812593e-01,        +1.380795891634e-10,        +9.806820043752e-01,        +9.535470257602e-14,        +1.077007836563e-03,        +7.496433153423e-13,        +5.324188125925e-03
 2.42708500e+00,        +8.856355746156e-11,        +1.408260333875e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.678187843437e-13,        +3.024029205918e-03,        +1.238822215309e-12,        +8.796826733733e-03,        +2.678187843437e-13,        +3.024029205918e-03,        +1.238822215309e-12,        +8.796826733733e-03,        +1.592650245369e-13,        +1.798313314210e-03,        +7.323303878312e-13,        +5.200248634542e-03,        +8.804108075844e-11,        +9.941005452119e-01,        +1.381049246241e-10,        +9.806775160962e-01,        +9.539289423672e-14,        +1.077112267968e-03,        +7.499561602219e-13,        +5.325408535497e-03
 2.42709000e+00,        +8.859044784794e-11,        +1.408525293718e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.679428626106e-13,        +3.024511887224e-03,        +1.239345887840e-12,        +8.798889827308e-03,        +2.679428626106e-13,        +3.024511887224e-03,        +1.239345887840e-12,        +8.798889827308e-03,        +1.593354412450e-13,        +1.798562318123e-03,        +7.326379855139e-13,        +5.201454235729e-03,        +8.806773843436e-11,        +9.940997090964e-01,        +1.381302762955e-10,        +9.806730266869e-01,        +9.543110972673e-14,        +1.077216698244e-03,        +7.502692029007e-13,        +5.326629250089e-03
 2.42709500e+00,        +8.861735525317e-11,        +1.408790423062e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.680670227605e-13,        +3.024994618657e-03,        +1.239869892529e-12,        +8.800953443691e-03,        +2.680670227605e-13,        +3.024994618657e-03,        +1.239869892529e-12,        +8.800953443691e-03,        +1.594059036205e-13,        +1.798811340793e-03,        +7.329457780177e-13,        +5.202660140352e-03,        +8.809441297773e-11,        +9.940988729132e-01,        +1.381556441922e-10,        +9.806685361463e-01,        +9.546934906090e-14,        +1.077321127314e-03,        +7.505824435383e-13,        +5.327850269643e-03
 2.42710000e+00,        +8.864427969301e-11,        +1.409055722066e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.681912648919e-13,        +3.025477400468e-03,        +1.240394229610e-12,        +8.803017582520e-03,        +2.681912648919e-13,        +3.025477400468e-03,        +1.240394229610e-12,        +8.803017582520e-03,        +1.594764117159e-13,        +1.799060382330e-03,        +7.332537655028e-13,        +5.203866348363e-03,        +8.812110440413e-11,        +9.940980366619e-01,        +1.381810283292e-10,        +9.806640444747e-01,        +9.550761226817e-14,        +1.077425555252e-03,        +7.508958823383e-13,        +5.329071594396e-03
 2.42710500e+00,        +8.867122117698e-11,        +1.409321190823e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.683155890354e-13,        +3.025960232349e-03,        +1.240918899329e-12,        +8.805082243911e-03,        +2.683155890354e-13,        +3.025960232349e-03,        +1.240918899329e-12,        +8.805082243911e-03,        +1.595469655494e-13,        +1.799309442587e-03,        +7.335619480945e-13,        +5.205072859693e-03,        +8.814781272304e-11,        +9.940972003431e-01,        +1.382064287155e-10,        +9.806595516724e-01,        +9.554589935584e-14,        +1.077529981967e-03,        +7.512095193939e-13,        +5.330293224038e-03
 2.42711000e+00,        +8.869817972608e-11,        +1.409586829544e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.684399953021e-13,        +3.026443114516e-03,        +1.241443902062e-12,        +8.807147428181e-03,        +2.684399953021e-13,        +3.026443114516e-03,        +1.241443902062e-12,        +8.807147428181e-03,        +1.596175651821e-13,        +1.799558521663e-03,        +7.338703260243e-13,        +5.206279674602e-03,        +8.817453795524e-11,        +9.940963639563e-01,        +1.382318453714e-10,        +9.806550577382e-01,        +9.558421035660e-14,        +1.077634407513e-03,        +7.515233549597e-13,        +5.331515158968e-03
 2.42711500e+00,        +8.872515535108e-11,        +1.409852638336e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.685644837440e-13,        +3.026926046862e-03,        +1.241969238026e-12,        +8.809213135154e-03,        +2.685644837440e-13,        +3.026926046862e-03,        +1.241969238026e-12,        +8.809213135154e-03,        +1.596882106425e-13,        +1.799807619503e-03,        +7.341788994167e-13,        +5.207486792970e-03,        +8.820128011141e-11,        +9.940955275018e-01,        +1.382572783070e-10,        +9.806505626728e-01,        +9.562254528466e-14,        +1.077738831860e-03,        +7.518373891581e-13,        +5.332737399035e-03
 2.42712000e+00,        +8.875214806599e-11,        +1.410118617337e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.686890544311e-13,        +3.027409029372e-03,        +1.242494907490e-12,        +8.811279364827e-03,        +2.686890544311e-13,        +3.027409029372e-03,        +1.242494907490e-12,        +8.811279364827e-03,        +1.597589019692e-13,        +1.800056736096e-03,        +7.344876684310e-13,        +5.208694214802e-03,        +8.822803920543e-11,        +9.940946909795e-01,        +1.382827275357e-10,        +9.806460664761e-01,        +9.566090415971e-14,        +1.077843255000e-03,        +7.521516221527e-13,        +5.333959944256e-03
 2.42712500e+00,        +8.877915788840e-11,        +1.410384766725e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.688137074514e-13,        +3.027892062113e-03,        +1.243020910791e-12,        +8.813346117439e-03,        +2.688137074514e-13,        +3.027892062113e-03,        +1.243020910791e-12,        +8.813346117439e-03,        +1.598296392109e-13,        +1.800305871472e-03,        +7.347966332667e-13,        +5.209901940257e-03,        +8.825481525473e-11,        +9.940938543895e-01,        +1.383081930743e-10,        +9.806415691475e-01,        +9.569928700716e-14,        +1.077947676948e-03,        +7.524660541512e-13,        +5.335182794824e-03
 2.42713000e+00,        +8.880618482837e-11,        +1.410651086598e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.689384428461e-13,        +3.028375144882e-03,        +1.243547248154e-12,        +8.815413392929e-03,        +2.689384428461e-13,        +3.028375144882e-03,        +1.243547248154e-12,        +8.815413392929e-03,        +1.599004223910e-13,        +1.800555025531e-03,        +7.351057940470e-13,        +5.211109969226e-03,        +8.828160826930e-11,        +9.940930177319e-01,        +1.383336749323e-10,        +9.806370706873e-01,        +9.573769383798e-14,        +1.078052097644e-03,        +7.527806852611e-13,        +5.336405950508e-03
 2.42713500e+00,        +8.883322890242e-11,        +1.410917577122e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.690632607108e-13,        +3.028858277868e-03,        +1.244073919853e-12,        +8.817481191150e-03,        +2.690632607108e-13,        +3.028858277868e-03,        +1.244073919853e-12,        +8.817481191150e-03,        +1.599712515609e-13,        +1.800804198355e-03,        +7.354151509470e-13,        +5.212318301735e-03,        +8.830841826547e-11,        +9.940921810066e-01,        +1.383591731257e-10,        +9.806325710956e-01,        +9.577612467975e-14,        +1.078156517140e-03,        +7.530955156878e-13,        +5.337629411522e-03
 2.42714000e+00,        +8.886029012694e-11,        +1.411184238460e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.691881611117e-13,        +3.029341460929e-03,        +1.244600926254e-12,        +8.819549512630e-03,        +2.691881611117e-13,        +3.029341460929e-03,        +1.244600926254e-12,        +8.819549512630e-03,        +1.600421267588e-13,        +1.801053389880e-03,        +7.357247041673e-13,        +5.213526937988e-03,        +8.833524525952e-11,        +9.940913442138e-01,        +1.383846876699e-10,        +9.806280703715e-01,        +9.581457955112e-14,        +1.078260935388e-03,        +7.534105456100e-13,        +5.338853177898e-03
 2.42714500e+00,        +8.888736851321e-11,        +1.411451070724e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.693131441158e-13,        +3.029824694110e-03,        +1.245128267540e-12,        +8.821618356926e-03,        +2.693131441158e-13,        +3.029824694110e-03,        +1.245128267540e-12,        +8.821618356926e-03,        +1.601130480205e-13,        +1.801302600118e-03,        +7.360344538267e-13,        +5.214735877803e-03,        +8.836208926260e-11,        +9.940905073534e-01,        +1.384102185758e-10,        +9.806235685157e-01,        +9.585305847091e-14,        +1.078365352403e-03,        +7.537257751676e-13,        +5.340077249586e-03
 2.42715000e+00,        +8.891446407853e-11,        +1.411718074087e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.694382097981e-13,        +3.030307977340e-03,        +1.245655944081e-12,        +8.823687724522e-03,        +2.694382097981e-13,        +3.030307977340e-03,        +1.245655944081e-12,        +8.823687724522e-03,        +1.601840153884e-13,        +1.801551829036e-03,        +7.363444001322e-13,        +5.215945121397e-03,        +8.838895029189e-11,        +9.940896704255e-01,        +1.384357658599e-10,        +9.806190655274e-01,        +9.589156146047e-14,        +1.078469768156e-03,        +7.540412045544e-13,        +5.341301626687e-03
 2.42715500e+00,        +8.894157683723e-11,        +1.411985248692e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.695633582379e-13,        +3.030791310696e-03,        +1.246183956125e-12,        +8.825757615241e-03,        +2.695633582379e-13,        +3.030791310696e-03,        +1.246183956125e-12,        +8.825757615241e-03,        +1.602550289056e-13,        +1.801801076665e-03,        +7.366545432390e-13,        +5.217154668729e-03,        +8.841582836154e-11,        +9.940888334300e-01,        +1.384613295359e-10,        +9.806145614068e-01,        +9.593008854242e-14,        +1.078574182668e-03,        +7.543568339444e-13,        +5.342526309275e-03
 2.42716000e+00,        +8.896870680028e-11,        +1.412252594648e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.696885894854e-13,        +3.031274694043e-03,        +1.246712303903e-12,        +8.827828028982e-03,        +2.696885894854e-13,        +3.031274694043e-03,        +1.246712303903e-12,        +8.827828028982e-03,        +1.603260886000e-13,        +1.802050342936e-03,        +7.369648832769e-13,        +5.218364519703e-03,        +8.844272348247e-11,        +9.940879963671e-01,        +1.384869096142e-10,        +9.806100561541e-01,        +9.596863973043e-14,        +1.078678595901e-03,        +7.546726634601e-13,        +5.343751297184e-03
 2.42716500e+00,        +8.899585398970e-11,        +1.412520112175e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.698139036390e-13,        +3.031758127409e-03,        +1.247240987873e-12,        +8.829898966556e-03,        +2.698139036390e-13,        +3.031758127409e-03,        +1.247240987873e-12,        +8.829898966556e-03,        +1.603971945273e-13,        +1.802299627866e-03,        +7.372754205060e-13,        +5.219574674734e-03,        +8.846963567648e-11,        +9.940871592369e-01,        +1.385125061157e-10,        +9.806055497680e-01,        +9.600721505281e-14,        +1.078783007846e-03,        +7.549886933516e-13,        +5.344976590734e-03
 2.42717000e+00,        +8.902301841038e-11,        +1.412787801321e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.699393007510e-13,        +3.032241610891e-03,        +1.247770008039e-12,        +8.831970426642e-03,        +2.699393007510e-13,        +3.032241610891e-03,        +1.247770008039e-12,        +8.831970426642e-03,        +1.604683467133e-13,        +1.802548931486e-03,        +7.375861549565e-13,        +5.220785133245e-03,        +8.849656494839e-11,        +9.940863220391e-01,        +1.385381190454e-10,        +9.806010422504e-01,        +9.604581452447e-14,        +1.078887418552e-03,        +7.553049236982e-13,        +5.346202189686e-03
 2.42717500e+00,        +8.905020008480e-11,        +1.413055662310e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.700647809048e-13,        +3.032725144330e-03,        +1.248299364927e-12,        +8.834042410515e-03,        +2.700647809048e-13,        +3.032725144330e-03,        +1.248299364927e-12,        +8.834042410515e-03,        +1.605395452069e-13,        +1.802798253727e-03,        +7.378970869104e-13,        +5.221995895787e-03,        +8.852351132052e-11,        +9.940854847740e-01,        +1.385637484245e-10,        +9.805965335994e-01,        +9.608443816875e-14,        +1.078991827949e-03,        +7.556213547388e-13,        +5.347428094258e-03
 2.42718000e+00,        +8.907739902473e-11,        +1.413323695261e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.701903441652e-13,        +3.033208727729e-03,        +1.248829058746e-12,        +8.836114917859e-03,        +2.701903441652e-13,        +3.033208727729e-03,        +1.248829058746e-12,        +8.836114917859e-03,        +1.606107900433e-13,        +1.803047594583e-03,        +7.382082164961e-13,        +5.223206962223e-03,        +8.855047480451e-11,        +9.940846474416e-01,        +1.385893942642e-10,        +9.805920238155e-01,        +9.612308600383e-14,        +1.079096236040e-03,        +7.559379866153e-13,        +5.348654304390e-03
 2.42718500e+00,        +8.910461524529e-11,        +1.413591900323e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.703159906146e-13,        +3.033692361170e-03,        +1.249359089761e-12,        +8.838187948556e-03,        +2.703159906146e-13,        +3.033692361170e-03,        +1.249359089761e-12,        +8.838187948556e-03,        +1.606820812672e-13,        +1.803296954090e-03,        +7.385195438787e-13,        +5.224418332547e-03,        +8.857745541535e-11,        +9.940838100419e-01,        +1.386150565791e-10,        +9.805875128987e-01,        +9.616175805364e-14,        +1.079200642850e-03,        +7.562548195120e-13,        +5.349880820195e-03
 2.42719000e+00,        +8.913184875915e-11,        +1.413860277623e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.704417203071e-13,        +3.034176044501e-03,        +1.249889458250e-12,        +8.840261502725e-03,        +2.704417203071e-13,        +3.034176044501e-03,        +1.249889458250e-12,        +8.840261502725e-03,        +1.607534189091e-13,        +1.803546332171e-03,        +7.388310692111e-13,        +5.225630006760e-03,        +8.860445316560e-11,        +9.940829725750e-01,        +1.386407353812e-10,        +9.805830008490e-01,        +9.620045433272e-14,        +1.079305048330e-03,        +7.565718535670e-13,        +5.351107641549e-03
 2.42719500e+00,        +8.915909958403e-11,        +1.414128827337e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.705675333307e-13,        +3.034659777780e-03,        +1.250420164553e-12,        +8.842335580610e-03,        +2.705675333307e-13,        +3.034659777780e-03,        +1.250420164553e-12,        +8.842335580610e-03,        +1.608248030180e-13,        +1.803795728852e-03,        +7.391427926949e-13,        +5.226841985017e-03,        +8.863146807282e-11,        +9.940821350409e-01,        +1.386664306875e-10,        +9.805784876657e-01,        +9.623917486647e-14,        +1.079409452490e-03,        +7.568890889887e-13,        +5.352334768636e-03
 2.42720000e+00,        +8.918636773370e-11,        +1.414397549603e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.706934297680e-13,        +3.035143561136e-03,        +1.250951208887e-12,        +8.844410181835e-03,        +2.706934297680e-13,        +3.035143561136e-03,        +1.250951208887e-12,        +8.844410181835e-03,        +1.608962336378e-13,        +1.804045144188e-03,        +7.394547144734e-13,        +5.228054267209e-03,        +8.865850015061e-11,        +9.940812974393e-01,        +1.386921425110e-10,        +9.805739733494e-01,        +9.627791967873e-14,        +1.079513855371e-03,        +7.572065259507e-13,        +5.353562201540e-03
 2.42720500e+00,        +8.921365322023e-11,        +1.414666444542e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.708194096549e-13,        +3.035627394233e-03,        +1.251482591572e-12,        +8.846485306842e-03,        +2.708194096549e-13,        +3.035627394233e-03,        +1.251482591572e-12,        +8.846485306842e-03,        +1.609677107906e-13,        +1.804294578020e-03,        +7.397668347073e-13,        +5.229266853410e-03,        +8.868554941101e-11,        +9.940804597709e-01,        +1.387178708633e-10,        +9.805694578997e-01,        +9.631668877843e-14,        +1.079618256868e-03,        +7.575241645698e-13,        +5.354789940008e-03
 2.42721000e+00,        +8.924095606416e-11,        +1.414935512357e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.709454731072e-13,        +3.036111277342e-03,        +1.252014312952e-12,        +8.848560955731e-03,        +2.709454731072e-13,        +3.036111277342e-03,        +1.252014312952e-12,        +8.848560955731e-03,        +1.610392345391e-13,        +1.804544030471e-03,        +7.400791536168e-13,        +5.230479743801e-03,        +8.871261587432e-11,        +9.940796220351e-01,        +1.387436157640e-10,        +9.805649413160e-01,        +9.635548219951e-14,        +1.079722657053e-03,        +7.578420051017e-13,        +5.356017984447e-03
