        m,               Re{V[1]} (V),               Im{V[1]} (V)
 1.00e+00,        +8.108758513772e-02,        -6.907831243546e-03
 2.00e+00,        -7.605767449799e-04,        +1.107120692098e-04
 3.00e+00,        +2.481284669219e-02,        -1.921891173472e-02
 4.00e+00,        +1.850024515399e-01,        -3.225530567590e-02
 5.00e+00,        -1.809797670126e-03,        +2.407910595369e-04
 6.00e+00,        -1.145196489862e-03,        +1.510848910438e-04
 7.00e+00,        +1.967632628800e-04,        -2.711157425338e-05
 8.00e+00,        -3.969826678219e-05,        +5.250652356235e-06
