        m,               Re{I[1]} (A),               Im{I[1]} (A)
 1.00e+00,        +1.621751702754e-03,        -1.381566248709e-04
 2.00e+00,        -1.521153489960e-05,        +2.214241384196e-06
 3.00e+00,        +4.962569338437e-04,        -3.843782346944e-04
 4.00e+00,        +3.700049030797e-03,        -6.451061135180e-04
 5.00e+00,        -3.619595340252e-05,        +4.815821190738e-06
 6.00e+00,        -2.290392979725e-05,        +3.021697820876e-06
 7.00e+00,        +3.935265257600e-06,        -5.422314850677e-07
 8.00e+00,        -7.939653356438e-07,        +1.050130471247e-07
