        m,                   Q_ext[1],             κ_ext[1] (GHz)
 1.00e+00,        +7.619409339965e+04,        +3.201386910291e-05
 2.00e+00,        +9.098643313386e+08,        -2.855492908962e-09
 3.00e+00,        +5.472868396878e+05,        +4.761508993406e-06
 4.00e+00,        +1.528848858606e+04,        +1.704704286897e-04
 5.00e+00,        +1.676483033253e+08,        -1.611274962348e-08
 6.00e+00,        +4.188539122498e+08,        -6.449752231915e-09
 7.00e+00,        +1.436589460778e+10,        +1.906975153698e-10
 8.00e+00,        +3.534635209709e+11,        -7.751109304797e-12
