        m,                Re{f} (GHz),                Im{f} (GHz),                          Q,              Error (Bkwd.),               Error (Abs.)
 1.00e+00,        +1.104286122595e+00,        -5.179445317531e-15,        +1.066027397622e+14,        +7.816946456063e-16,        +3.211342139240e-12
 2.00e+00,        +1.760395884231e+00,        -1.566801917834e-13,        +5.617799749266e+12,        +1.621185511344e-15,        +6.666509036726e-12
 3.00e+00,        +1.760790428476e+00,        -2.263159864773e-13,        +3.890115002222e+12,        +2.375481425460e-15,        +9.768271116399e-12
 4.00e+00,        +1.889591071341e+00,        -1.179559726014e-14,        +8.009730366629e+13,        +1.349868259567e-15,        +5.552154357257e-12
 5.00e+00,        +1.890794922802e+00,        +1.220306180798e-13,        +7.747215217600e+12,        +1.177516198845e-15,        +4.843262897524e-12
 6.00e+00,        +2.023034539133e+00,        +1.198882611186e-13,        +8.437166909660e+12,        +4.549084467111e-15,        +1.871585604271e-11
 7.00e+00,        +2.199135195478e+00,        -7.084139138669e-15,        +1.552154151994e+14,        +2.208834163809e-15,        +9.091034440932e-12
 8.00e+00,        +2.201001836192e+00,        -9.301123847189e-14,        +1.183191339215e+13,        +5.171757573882e-15,        +2.128580935615e-11
 9.00e+00,        +2.348733495570e+00,        -1.066182328719e-13,        +1.101468966566e+13,        +1.458301775443e-10,        +6.004102015940e-07
 1.00e+01,        +2.349495952688e+00,        -5.662054847725e-11,        +2.074773219154e+10,        +2.714161541714e-10,        +1.117473267920e-06
 1.10e+01,        +2.421193290117e+00,        +7.797511214646e-14,        +1.552542358368e+13,        +3.268679912002e-13,        +1.346013670957e-09
 1.20e+01,        +2.432871630113e+00,        -7.772467919283e-13,        +1.565057363619e+12,        +2.236484648010e-12,        +9.209913060255e-09
 1.30e+01,        +2.434093052853e+00,        -2.914912360556e-13,        +4.175242257350e+12,        +9.086913909704e-14,        +3.742030620244e-10
 1.40e+01,        +2.528771197755e+00,        +1.278143576880e-13,        +9.892359682812e+12,        +4.124441734580e-13,        +1.698869271233e-09
 1.50e+01,        +2.567821426814e+00,        -7.621801752152e-13,        +1.684523889701e+12,        +5.137933241472e-12,        +2.116543659671e-08
 1.60e+01,        +2.569473959712e+00,        -3.927631272987e-13,        +3.271022381078e+12,        +1.338638443970e-12,        +5.514472099998e-09
 1.70e+01,        +2.883448498340e+00,        +2.693323327077e-12,        +5.352956455971e+11,        +1.883140072593e-12,        +7.764285155966e-09
 1.80e+01,        +2.885393559200e+00,        -1.585066368875e-11,        +9.101806762985e+10,        +6.991222448567e-12,        +2.882534079218e-08
 1.90e+01,        +2.902842652445e+00,        -8.330289515660e-13,        +1.742341996030e+12,        +8.305393706070e-12,        +3.424552705979e-08
 2.00e+01,        +2.908323933177e+00,        +1.062654733600e-11,        +1.368423741607e+11,        +1.967650320730e-11,        +8.113319593595e-08
 2.10e+01,        +2.950575107096e+00,        -2.371030676102e-10,        +6.222136087978e+09,        +2.052128092459e-10,        +8.462716273437e-07
 2.20e+01,        +2.955462467135e+00,        -1.463055257810e-11,        +1.010031046797e+11,        +3.574253184672e-10,        +1.473998359110e-06
