        m,         Re{B_x[1]} (Wb/m²),         Im{B_x[1]} (Wb/m²),         Re{B_y[1]} (Wb/m²),         Im{B_y[1]} (Wb/m²),         Re{B_z[1]} (Wb/m²),         Im{B_z[1]} (Wb/m²),         Re{B_x[2]} (Wb/m²),         Im{B_x[2]} (Wb/m²),         Re{B_y[2]} (Wb/m²),         Im{B_y[2]} (Wb/m²),         Re{B_z[2]} (Wb/m²),         Im{B_z[2]} (Wb/m²),         Re{B_x[3]} (Wb/m²),         Im{B_x[3]} (Wb/m²),         Re{B_y[3]} (Wb/m²),         Im{B_y[3]} (Wb/m²),         Re{B_z[3]} (Wb/m²),         Im{B_z[3]} (Wb/m²),         Re{B_x[4]} (Wb/m²),         Im{B_x[4]} (Wb/m²),         Re{B_y[4]} (Wb/m²),         Im{B_y[4]} (Wb/m²),         Re{B_z[4]} (Wb/m²),         Im{B_z[4]} (Wb/m²),         Re{B_x[5]} (Wb/m²),         Im{B_x[5]} (Wb/m²),         Re{B_y[5]} (Wb/m²),         Im{B_y[5]} (Wb/m²),         Re{B_z[5]} (Wb/m²),         Im{B_z[5]} (Wb/m²),         Re{B_x[6]} (Wb/m²),         Im{B_x[6]} (Wb/m²),         Re{B_y[6]} (Wb/m²),         Im{B_y[6]} (Wb/m²),         Re{B_z[6]} (Wb/m²),         Im{B_z[6]} (Wb/m²),         Re{B_x[7]} (Wb/m²),         Im{B_x[7]} (Wb/m²),         Re{B_y[7]} (Wb/m²),         Im{B_y[7]} (Wb/m²),         Re{B_z[7]} (Wb/m²),         Im{B_z[7]} (Wb/m²),         Re{B_x[8]} (Wb/m²),         Im{B_x[8]} (Wb/m²),         Re{B_y[8]} (Wb/m²),         Im{B_y[8]} (Wb/m²),         Re{B_z[8]} (Wb/m²),         Im{B_z[8]} (Wb/m²),         Re{B_x[9]} (Wb/m²),         Im{B_x[9]} (Wb/m²),         Re{B_y[9]} (Wb/m²),         Im{B_y[9]} (Wb/m²),         Re{B_z[9]} (Wb/m²),         Im{B_z[9]} (Wb/m²),        Re{B_x[10]} (Wb/m²),        Im{B_x[10]} (Wb/m²),        Re{B_y[10]} (Wb/m²),        Im{B_y[10]} (Wb/m²),        Re{B_z[10]} (Wb/m²),        Im{B_z[10]} (Wb/m²),        Re{B_x[11]} (Wb/m²),        Im{B_x[11]} (Wb/m²),        Re{B_y[11]} (Wb/m²),        Im{B_y[11]} (Wb/m²),        Re{B_z[11]} (Wb/m²),        Im{B_z[11]} (Wb/m²)
 1.00e+00,        +3.082349403634e-13,        -2.499715589773e-09,        -3.156073132725e-14,        +1.258704769176e-09,        -1.431418499449e-11,        +4.924536808182e-07,        +1.792699833682e-13,        -3.767844182012e-09,        -3.041110210995e-13,        +3.974522276373e-09,        -1.314622641427e-11,        +4.919999589770e-07,        +4.932213075446e-13,        -7.547969952927e-09,        -1.978403953260e-13,        +1.279777346036e-09,        -1.339124056503e-11,        +4.758785778508e-07,        -2.135735795130e-13,        +3.702991086125e-09,        -4.967704829614e-15,        -3.135058095903e-10,        -7.845972042500e-11,        +1.251908569291e-06,        +1.488339671447e-13,        -4.185229342066e-10,        -2.262694119105e-13,        +3.264903710540e-09,        -7.714642593610e-11,        +1.244348900426e-06,        +9.867439116848e-14,        -5.349343367603e-10,        -2.160898791738e-13,        +3.623726697288e-09,        -7.885177237939e-11,        +1.253036581018e-06,        -6.087310123165e-14,        +1.744539184412e-09,        -8.123057750101e-14,        +6.127470155680e-10,        -1.207929052806e-10,        +1.851034083033e-06,        -1.353371525845e-13,        +2.187105770923e-09,        -1.938782254279e-14,        -1.584357691377e-10,        -1.252904998405e-10,        +1.900733113891e-06,        -3.726680604421e-10,        +9.010075480354e-08,        -6.695918076334e-11,        -1.144881858817e-07,        -1.754962650113e-10,        -1.369239721631e-06,        -5.414230081453e-11,        -5.731502250341e-09,        -6.700710085138e-11,        -9.373629511863e-08,        +1.922442636185e-10,        -1.271956272709e-06,        +3.364784896581e-10,        -9.195657861532e-07,        +2.445739459668e-10,        -6.680949655406e-07,        +2.639831270943e-12,        -1.850531814751e-09
 2.00e+00,        -2.156763893461e-12,        +4.891873386757e-09,        -4.326580603694e-11,        -4.570988534999e-08,        +1.185310435124e-10,        -3.623253211201e-07,        +2.852363413239e-11,        +3.073287284804e-08,        -3.254524974971e-11,        -3.320479385015e-08,        -2.271505071562e-11,        +6.949767933491e-08,        +4.533394907397e-11,        +3.507750447402e-08,        -7.443055222275e-12,        -4.073020966745e-09,        -8.821577529977e-11,        +2.631031128844e-07,        -1.180306938257e-12,        +3.251904036050e-09,        -6.710786267714e-11,        -7.412149519315e-08,        +2.028209754135e-11,        -5.606547633756e-08,        +4.289906805862e-11,        +4.672257636950e-08,        -5.161731751484e-11,        -5.753653281630e-08,        -4.744256316937e-12,        +1.200882242897e-08,        +6.796893001195e-11,        +7.452216513779e-08,        -1.032573581779e-11,        -9.804066199137e-09,        -1.564094640555e-11,        +3.642277867171e-08,        -7.771340734196e-13,        +1.344323424931e-09,        -2.108602562891e-11,        -2.550374587615e-08,        -1.459224492130e-12,        +1.966048668506e-09,        -5.936181742240e-13,        +1.421552391685e-09,        -1.042881613042e-11,        -1.359139811916e-08,        -1.245424220327e-12,        +7.894157462684e-10,        +7.241694157589e-10,        -2.380062311529e-07,        +1.518536169981e-10,        +3.086732222915e-07,        +6.714934957824e-10,        +3.301186455121e-06,        -1.284957705077e-10,        -1.346130533652e-08,        -2.001334515559e-10,        -2.649597108419e-07,        +1.284324617763e-10,        -3.063449519924e-06,        +1.315998660516e-11,        +6.657330516137e-08,        +8.571886584390e-12,        +4.835080752474e-08,        -6.918892669549e-13,        +1.023632593686e-10
 3.00e+00,        -1.313612871236e-12,        -5.779835435889e-09,        -1.956251731978e-10,        -6.048540278338e-07,        +3.650479039536e-11,        +2.485238526691e-08,        +1.297957624781e-10,        +4.084898707387e-07,        -1.504036578442e-10,        -4.545959908863e-07,        -9.843756277902e-12,        -7.560399777661e-09,        +1.934477054075e-10,        +5.910592419585e-07,        -3.282422605824e-11,        -9.362892250825e-08,        -2.596411778038e-11,        -2.201838977510e-08,        -1.054584932976e-13,        +3.753087921169e-09,        -2.260509375129e-10,        -1.022349298629e-06,        +4.764698680917e-12,        +6.147110897368e-10,        +1.445810544345e-10,        +6.541487044388e-07,        -1.744442057066e-10,        -7.901705047019e-07,        -1.549842261346e-12,        -1.396423347258e-09,        +2.276024269941e-10,        +1.035703093096e-06,        -3.499695173051e-11,        -1.543066727025e-07,        -3.365424902444e-12,        -2.552193728637e-09,        -1.180127834841e-12,        +5.780778643172e-10,        -6.330922122290e-11,        -3.402523469372e-07,        -4.274128732312e-14,        +9.136374885988e-11,        -9.210514030941e-13,        +2.546283270949e-09,        -3.142498864599e-11,        -1.739996905281e-07,        +2.850022388098e-14,        -1.846267427597e-11,        -8.222231326011e-11,        -1.384212957690e-07,        -2.868391416740e-11,        +1.372663606460e-07,        -5.184008097971e-10,        -8.778195896219e-08,        -5.113998680096e-11,        -1.177385027424e-07,        +1.976929740210e-11,        +2.341304794369e-07,        +3.214118473571e-10,        +1.014503539787e-07,        -1.737342813211e-11,        +7.401188425369e-10,        -9.622286475946e-12,        +5.953361306785e-10,        +1.119039639792e-12,        +3.452626585198e-11
 4.00e+00,        +1.088542725973e-13,        -3.331145586683e-11,        +1.675899570591e-12,        -3.780601702372e-10,        -3.196176853866e-12,        +1.026295499977e-07,        -1.249573776621e-12,        -6.223650184483e-10,        +2.375180401995e-12,        -1.170713876357e-08,        +5.014780026802e-11,        -4.222178203214e-07,        -1.082718525780e-12,        -4.104182254593e-09,        +2.671970805588e-13,        -1.851798746648e-09,        -2.003315850817e-11,        +2.461738473661e-07,        -8.840792181265e-14,        +1.467755191708e-09,        +3.137336329656e-12,        -9.764887383452e-10,        -5.268820329222e-13,        +2.964042124274e-08,        -2.259186153270e-12,        +2.403000113438e-09,        +2.427026753614e-12,        -1.198535486248e-09,        +1.121733996747e-11,        -6.388603613411e-08,        -3.256350212070e-12,        +3.460900959478e-10,        -2.345723797000e-14,        +2.015200507465e-09,        -4.852779365810e-12,        +6.071683890356e-08,        +2.929144641333e-14,        +3.333830921765e-10,        +7.793110546285e-13,        +3.702844303797e-10,        -5.618928104172e-12,        +3.160070677787e-08,        -2.858108838696e-14,        +4.265716664598e-10,        +2.301847013414e-13,        +4.792801569443e-10,        -6.560000431139e-12,        +3.376446121152e-08,        -6.949982451048e-10,        +1.733926772657e-07,        -1.309380098579e-10,        -2.190213065767e-07,        -3.769138052108e-10,        -2.620023352618e-06,        -1.011436125599e-10,        -2.054861626265e-08,        -1.317765478657e-10,        -1.673482065458e-07,        +3.211664039641e-10,        -2.394389855253e-06,        +5.800257496754e-10,        -2.484781823787e-06,        +4.216797869619e-10,        -1.805277833282e-06,        +6.399408262718e-12,        -4.936249836853e-09
 5.00e+00,        +4.377400114158e-10,        +6.502012778211e-07,        -1.716172438407e-10,        +2.342023771445e-07,        -3.155330911497e-12,        -6.991195736104e-09,        +5.439612216074e-10,        +7.115762476018e-07,        -2.705553481705e-10,        +1.086334106423e-07,        -1.250881664973e-11,        -1.896094970623e-08,        +6.485220057740e-10,        +8.308722306167e-07,        -1.803456486702e-10,        +1.430609397485e-07,        -6.704059608553e-12,        -1.604364266850e-08,        +6.342407013748e-10,        +9.572587135604e-07,        -2.166832397031e-10,        +2.716775782770e-07,        -7.322060081025e-12,        -1.295146281975e-08,        +6.397343002882e-10,        +9.407865723008e-07,        -2.407788062598e-10,        +2.475408509006e-07,        -5.355485657970e-12,        -1.403738671169e-08,        +6.665073427322e-10,        +9.642453194030e-07,        -2.290245456991e-10,        +2.506479993990e-07,        -6.139713802973e-14,        -1.309477536912e-08,        +8.144367578380e-10,        +1.240892380756e-06,        -2.796578368038e-10,        +3.311805143811e-07,        -1.344993225045e-11,        -1.923948479302e-08,        +8.059727820327e-10,        +1.231111324030e-06,        -2.848385644770e-10,        +3.371890919825e-07,        -5.425800098973e-12,        -7.115264079748e-09,        +3.784368848890e-10,        +1.940929915450e-07,        -2.604271680869e-10,        -1.189887733915e-07,        +9.363793793977e-11,        +4.880868048659e-09,        +2.409964983896e-10,        +1.127413618972e-07,        -2.835413760084e-10,        -8.206627821060e-08,        +2.860983790519e-11,        +3.742436176899e-08,        +1.773233460762e-11,        +2.345437383690e-07,        +9.854552995099e-12,        +1.703489901135e-07,        -1.230772678287e-12,        +1.267469099088e-11
 6.00e+00,        +3.140891568148e-10,        -1.702047624487e-07,        -1.341821638897e-10,        +8.455098157375e-07,        -3.396778127448e-12,        +1.294350387296e-09,        +3.355364782814e-10,        -2.954022438165e-07,        -1.879934536079e-10,        +8.034607381343e-07,        -8.619713804563e-12,        +5.004845420585e-09,        +3.809186838612e-10,        -2.653837577195e-07,        -1.718349158891e-10,        +6.565149032863e-07,        -2.967071313316e-12,        -6.233063464166e-09,        +4.699368333019e-10,        -2.637517209895e-07,        -2.264911607066e-10,        +9.760154312433e-07,        -6.420048516160e-12,        +3.353710894650e-09,        +4.487069251609e-10,        -2.764503186766e-07,        -2.393059986838e-10,        +9.590489355369e-07,        -3.485094165272e-12,        -3.910258502791e-09,        +4.551312010302e-10,        -2.615049531247e-07,        -2.550385749604e-10,        +9.462801005692e-07,        +2.603134956553e-12,        -1.828819924022e-08,        +6.094792549559e-10,        -3.413875883915e-07,        -3.240592586153e-10,        +1.201001928887e-06,        -9.751667814374e-12,        +6.497272582364e-09,        +6.042182736978e-10,        -3.373557858557e-07,        -3.334632648035e-10,        +1.220637779784e-06,        -4.005767666121e-12,        +3.584855459147e-09,        -1.138922454746e-10,        -2.653378046462e-07,        +2.074575423569e-11,        +3.077772486702e-07,        -2.353889925466e-10,        +6.696010495404e-08,        -1.274948893009e-10,        -2.449137488902e-07,        -8.344434599029e-12,        +4.956654442311e-07,        +3.094901657805e-12,        -1.349034998089e-08,        +2.110224715031e-11,        +8.224058122127e-08,        +2.304955683297e-11,        +5.990187345813e-08,        +2.966786249728e-12,        +9.082691577652e-11
 7.00e+00,        -5.324945711849e-12,        +3.662108336926e-09,        -4.904720377293e-10,        +5.575647093391e-07,        +8.407738152043e-13,        +1.729034207986e-09,        +3.194691595488e-10,        -3.586692366350e-07,        -3.825118022599e-10,        +4.377097468046e-07,        -9.628199267272e-12,        +1.176978867614e-08,        +4.881819554423e-10,        -5.597014797210e-07,        -8.068648818328e-11,        +9.206079871375e-08,        -1.239645824585e-14,        -2.990787056324e-09,        +1.706250601807e-13,        -7.172203739525e-10,        -4.090584349683e-10,        +3.236526604494e-07,        -8.030023402398e-13,        +1.185196325223e-09,        +2.581199373638e-10,        -2.037551645263e-07,        -3.107438943382e-10,        +2.422790780045e-07,        +4.238088717488e-13,        -1.181396787834e-09,        +4.038814880012e-10,        -3.152220149027e-07,        -6.594233756577e-11,        +5.230366742363e-08,        +2.488670497940e-12,        -5.504949096592e-09,        +1.074199842279e-13,        +7.437903470306e-10,        -1.188578893448e-10,        +7.519682615198e-08,        -4.240281944432e-13,        +6.815708722812e-10,        +1.388803239799e-12,        -2.076057647029e-10,        -6.242985683433e-11,        +3.700061391769e-08,        -3.370649467001e-13,        +6.427413025431e-10,        -2.477472122674e-11,        -4.085004879663e-07,        -9.684297041364e-11,        +4.149989535659e-07,        -3.481928253961e-10,        +2.812571221169e-07,        -6.275852221832e-11,        -3.191342902818e-07,        -2.605716421730e-10,        +5.825975763798e-07,        +4.931550042266e-11,        -2.277309709842e-07,        -5.174989465920e-12,        +1.618278128699e-09,        +5.497454851175e-12,        +1.360983107288e-09,        +3.525150917911e-12,        +1.076578756302e-10
 8.00e+00,        +2.920115776174e-13,        -7.556910371020e-09,        -2.446969626551e-11,        -1.906208712888e-08,        -4.336558867637e-13,        +1.722022326117e-08,        +1.374695925608e-11,        +1.234603896488e-08,        -2.071903679449e-11,        -2.432404644155e-08,        -1.762289134031e-12,        +1.310075454002e-09,        +2.533313974309e-11,        +7.677457894764e-09,        -6.571707984797e-12,        -9.090416601345e-09,        +1.728428949495e-12,        -1.339106554977e-08,        -2.601726808937e-13,        -8.247639709706e-09,        +2.565017569788e-11,        +1.456882562197e-07,        -1.246880480401e-12,        +8.022262289906e-09,        -1.747698460476e-11,        -9.629639605498e-08,        +1.999481212214e-11,        +1.117522368692e-07,        +4.284775889375e-13,        -3.059759703080e-09,        -2.866437305375e-11,        -1.546794262359e-07,        +2.460343007446e-12,        +2.048446408153e-08,        +2.416002842515e-12,        -1.807388331631e-08,        -1.392764465365e-12,        +1.205144137284e-09,        +1.107197282837e-11,        +5.595557332878e-08,        -5.400019925199e-13,        +1.171611301042e-09,        -1.692496798697e-12,        +1.077805631183e-09,        +5.789251899092e-12,        +2.721091774470e-08,        -3.668124758775e-13,        +1.275580723997e-09,        +3.170958086509e-10,        +1.231134260820e-07,        -8.838038735431e-11,        -1.061197291087e-07,        +2.715674565244e-10,        +6.757723612874e-07,        +1.266436514662e-10,        +1.417635398431e-07,        -1.778441667990e-10,        -3.328836376054e-07,        +4.778782987486e-12,        -6.430595044205e-07,        +7.630362765157e-12,        +1.827739289533e-08,        +1.183433501020e-12,        +1.319285083198e-08,        -1.777673429281e-12,        -1.991471218436e-11
