        m,                 E_elec (J),                  E_mag (J),                  E_cap (J),                  E_ind (J),              E_elec[1] (J),                  p_elec[1],               E_mag[1] (J),                   p_mag[1],             E_elec[10] (J),                 p_elec[10],              E_mag[10] (J),                  p_mag[10],             E_elec[11] (J),                 p_elec[11],              E_mag[11] (J),                  p_mag[11],             E_elec[12] (J),                 p_elec[12],              E_mag[12] (J),                  p_mag[12],             E_elec[13] (J),                 p_elec[13],              E_mag[13] (J),                  p_mag[13]
 1.00e+00,        +2.935514708646e-10,        +2.935209651089e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +5.986292926245e-12,        +2.039265178476e-02,        +3.742436776427e-14,        +1.275015150975e-04,        +5.986292926245e-12,        +2.039265178476e-02,        +3.742436776427e-14,        +1.275015150975e-04,        +3.367355133720e-12,        +1.147108929076e-02,        +5.072477601757e-14,        +1.728148311271e-04,        +2.812636009047e-10,        +9.581406629519e-01,        +2.934144737575e-10,        +9.996371933728e-01,        +2.934221899916e-12,        +9.995595972572e-03,        +1.834220758814e-14,        +6.249028099693e-05
 2.00e+00,        +2.935514708646e-10,        +2.935237945282e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +3.721901023050e-12,        +1.267887029177e-02,        +1.306353448381e-12,        +4.450587900311e-03,        +3.721901023050e-12,        +1.267887029177e-02,        +1.306353448381e-12,        +4.450587900311e-03,        +1.740639965589e-12,        +5.929590338833e-03,        +9.390087289102e-13,        +3.199088954337e-03,        +2.872375813565e-10,        +9.784913715830e-01,        +2.901383000507e-10,        +9.884660305548e-01,        +8.513485194626e-13,        +2.900167786437e-03,        +1.140132300232e-12,        +3.884292590535e-03
 3.00e+00,        +2.935514708646e-10,        +2.935238354230e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +3.724339435329e-12,        +1.268717688370e-02,        +1.307964992714e-12,        +4.456077615737e-03,        +3.724339435329e-12,        +1.268717688370e-02,        +1.307964992714e-12,        +4.456077615737e-03,        +1.741777208298e-12,        +5.933464421652e-03,        +9.397841904489e-13,        +3.201730411755e-03,        +2.872334376613e-10,        +9.784772558468e-01,        +2.901355336009e-10,        +9.884564678802e-01,        +8.519165595962e-13,        +2.902102847883e-03,        +1.140552638958e-12,        +3.885724092266e-03
 4.00e+00,        +2.935514708646e-10,        +2.934865182290e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.402723120015e-12,        +4.778457133543e-03,        +1.513593086185e-14,        +5.157283187379e-05,        +1.402723120015e-12,        +4.778457133543e-03,        +1.513593086185e-14,        +5.157283187379e-05,        +1.007428596792e-12,        +3.431863563229e-03,        +2.566580053142e-14,        +8.745137829941e-05,        +2.899164462653e-10,        +9.876170792518e-01,        +2.934323942415e-10,        +9.998155827129e-01,        +1.224872882429e-12,        +4.172600051439e-03,        +1.332225609260e-14,        +4.539307690518e-05
 5.00e+00,        +2.935514708646e-10,        +2.934889134534e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +9.121773841466e-14,        +3.107384818956e-04,        +3.102645024247e-12,        +1.057159191378e-02,        +9.121773841466e-14,        +3.107384818956e-04,        +3.102645024247e-12,        +1.057159191378e-02,        +1.216138359897e-13,        +4.142845397146e-04,        +1.680440940238e-12,        +5.725739076360e-03,        +2.932906956203e-10,        +9.991116541045e-01,        +2.872554095894e-10,        +9.787606836981e-01,        +4.794366986923e-14,        +1.633228739342e-04,        +1.450417899460e-12,        +4.941985311791e-03
 6.00e+00,        +2.935514708646e-10,        +2.934890801292e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +9.158781719777e-14,        +3.119991765943e-04,        +3.090806601502e-12,        +1.053124906774e-02,        +9.158781719777e-14,        +3.119991765943e-04,        +3.090806601502e-12,        +1.053124906774e-02,        +1.219203191847e-13,        +4.153285923782e-04,        +1.685456220850e-12,        +5.742824298977e-03,        +2.932902254673e-10,        +9.991100525013e-01,        +2.872368668714e-10,        +9.786969475831e-01,        +4.773726084257e-14,        +1.626197296916e-04,        +1.475950435436e-12,        +5.028979050213e-03
 7.00e+00,        +2.935514708646e-10,        +2.935156881639e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +6.445098405004e-14,        +2.195559908462e-04,        +1.357328251621e-14,        +4.624380591414e-05,        +6.445098405004e-14,        +2.195559908462e-04,        +1.357328251621e-14,        +4.624380591414e-05,        +6.825772225445e-14,        +2.325238638847e-04,        +1.933755334824e-14,        +6.588252051947e-05,        +2.934038503834e-10,        +9.994971223252e-01,        +2.934692212734e-10,        +9.998416885626e-01,        +1.491177480895e-14,        +5.079782010641e-05,        +1.355605462425e-14,        +4.618511095285e-05
 8.00e+00,        +2.935514708646e-10,        +2.935161006309e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +6.010204503120e-14,        +2.047410794918e-04,        +1.012029804554e-14,        +3.447953289031e-05,        +6.010204503120e-14,        +2.047410794918e-04,        +1.012029804554e-14,        +3.447953289031e-05,        +6.654979032123e-14,        +2.267056953427e-04,        +1.609096962208e-14,        +5.482142065629e-05,        +2.934108343147e-10,        +9.995209134893e-01,        +2.934818554133e-10,        +9.998833276353e-01,        +1.398471454059e-14,        +4.763973588484e-05,        +8.033949884131e-15,        +2.737141119981e-05
 9.00e+00,        +2.935514708646e-10,        +2.934762849211e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.974284023801e-12,        +6.725512285757e-03,        +2.294824197202e-12,        +7.819453615541e-03,        +1.974284023801e-12,        +6.725512285757e-03,        +2.294824197202e-12,        +7.819453615541e-03,        +9.303152431702e-13,        +3.169172480827e-03,        +1.613966346573e-12,        +5.499477911842e-03,        +2.901885488054e-10,        +9.885440122332e-01,        +2.875427592958e-10,        +9.797819247068e-01,        +4.583227921810e-13,        +1.561303000224e-03,        +2.024735081515e-12,        +6.899143765772e-03
 1.00e+01,        +2.935514708646e-10,        +2.934761967962e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.977594664133e-12,        +6.736790172807e-03,        +2.319713088433e-12,        +7.904263152368e-03,        +1.977594664133e-12,        +6.736790172807e-03,        +2.319713088433e-12,        +7.904263152368e-03,        +9.313085108053e-13,        +3.172556104258e-03,        +1.614787368293e-12,        +5.502277138389e-03,        +2.901847218313e-10,        +9.885309754253e-01,        +2.875395794383e-10,        +9.797713837692e-01,        +4.578458583450e-13,        +1.559678297631e-03,        +2.002116901149e-12,        +6.822075940078e-03
