        m,               Re{V[1]} (V),               Im{V[1]} (V)
 1.00e+00,        +2.249171038590e-01,        +3.294529907041e-01
 2.00e+00,        +2.146753851171e-01,        -5.378035837330e-02
 3.00e+00,        -1.311515782166e-03,        -3.516565878935e-02
 4.00e+00,        +6.566145435287e-02,        -3.135194235915e-02
 5.00e+00,        -1.321639722038e-04,        -1.946835833041e-03
 6.00e+00,        +1.620130138679e-01,        -3.236205754535e-01
 7.00e+00,        +2.863838414915e-03,        +1.214846585080e-02
 8.00e+00,        -5.583902193635e-06,        -1.116505892156e-04
