        m,                   Q_ext[1],             κ_ext[1] (GHz)
 1.00e+00,        +2.769615786013e+03,        +8.627395000011e-04
 2.00e+00,        +9.232504951777e+03,        +2.655434352219e-04
 3.00e+00,        +3.882171380805e+05,        -6.713933664060e-06
 4.00e+00,        +9.081145755199e+04,        +2.870451622070e-05
 5.00e+00,        +1.318688422788e+08,        -2.064388437292e-08
 6.00e+00,        +3.860186031315e+03,        +7.101267324924e-04
 7.00e+00,        +3.256393619300e+06,        +8.446300098758e-07
 8.00e+00,        +4.120530869881e+10,        -6.775522994120e-11
