        m,                Re{f} (GHz),                Im{f} (GHz),                          Q,              Error (Bkwd.),               Error (Abs.)
 1.00e+00,        +2.442101431292e+00,        +2.983579499533e-05,        +4.092569733529e+04,        +2.890713178026e-13,        +1.648813792341e-08
 2.00e+00,        +2.599047409122e+00,        +8.034322722145e-05,        +1.617465155588e+04,        +2.199583051091e-13,        +1.254708116538e-08
 3.00e+00,        +2.601203903087e+00,        +6.339903292044e-05,        +2.051453929213e+04,        +2.229974489138e-13,        +1.272045787378e-08
 4.00e+00,        +2.620760444072e+00,        +7.002341203178e-05,        +1.871345860594e+04,        +1.855949326306e-13,        +1.058701615436e-08
 5.00e+00,        +2.701609840040e+00,        +6.356762655745e-05,        +2.124988761650e+04,        +2.107956000381e-13,        +1.202509278865e-08
 6.00e+00,        +2.701770350886e+00,        +6.364666819958e-05,        +2.122475871921e+04,        +3.680137452907e-13,        +2.099379604189e-08
 7.00e+00,        +2.739551799041e+00,        +7.367129290169e-05,        +1.859307534949e+04,        +5.564689030899e-13,        +3.174513056105e-08
 8.00e+00,        +2.799558560503e+00,        +9.595459167632e-05,        +1.458793431997e+04,        +2.505864238332e-13,        +1.429580994536e-08
