        f (GHz),             |S[1][1]| (dB),        arg(S[1][1]) (deg.)
 2.40000000e+00,        -3.987223356641e-02,        +1.106201359893e+02
 2.40002500e+00,        -3.985567169821e-02,        +1.105831235508e+02
 2.40005000e+00,        -3.983912685411e-02,        +1.105461238911e+02
 2.40007500e+00,        -3.982259899865e-02,        +1.105091369665e+02
 2.40010000e+00,        -3.980608809650e-02,        +1.104721627337e+02
 2.40012500e+00,        -3.978959411240e-02,        +1.104352011488e+02
 2.40015000e+00,        -3.977311701122e-02,        +1.103982521686e+02
 2.40017500e+00,        -3.975665675787e-02,        +1.103613157494e+02
 2.40020000e+00,        -3.974021331742e-02,        +1.103243918479e+02
 2.40022500e+00,        -3.972378665502e-02,        +1.102874804207e+02
 2.40025000e+00,        -3.970737673586e-02,        +1.102505814244e+02
 2.40027500e+00,        -3.969098352534e-02,        +1.102136948157e+02
 2.40030000e+00,        -3.967460698885e-02,        +1.101768205513e+02
 2.40032500e+00,        -3.965824709194e-02,        +1.101399585880e+02
 2.40035000e+00,        -3.964190380021e-02,        +1.101031088825e+02
 2.40037500e+00,        -3.962557707941e-02,        +1.100662713918e+02
 2.40040000e+00,        -3.960926689533e-02,        +1.100294460726e+02
 2.40042500e+00,        -3.959297321389e-02,        +1.099926328819e+02
 2.40045000e+00,        -3.957669600111e-02,        +1.099558317766e+02
 2.40047500e+00,        -3.956043522308e-02,        +1.099190427137e+02
 2.40050000e+00,        -3.954419084599e-02,        +1.098822656502e+02
 2.40052500e+00,        -3.952796283614e-02,        +1.098455005431e+02
 2.40055000e+00,        -3.951175115992e-02,        +1.098087473495e+02
 2.40057500e+00,        -3.949555578380e-02,        +1.097720060266e+02
 2.40060000e+00,        -3.947937667434e-02,        +1.097352765315e+02
 2.40062500e+00,        -3.946321379822e-02,        +1.096985588213e+02
 2.40065000e+00,        -3.944706712219e-02,        +1.096618528533e+02
 2.40067500e+00,        -3.943093661312e-02,        +1.096251585848e+02
 2.40070000e+00,        -3.941482223793e-02,        +1.095884759730e+02
 2.40072500e+00,        -3.939872396367e-02,        +1.095518049752e+02
 2.40075000e+00,        -3.938264175746e-02,        +1.095151455487e+02
