        f (GHz),                 E_elec (J),                  E_mag (J),                  E_cap (J),                  E_ind (J),              E_elec[1] (J),                  p_elec[1],               E_mag[1] (J),                   p_mag[1],              E_elec[2] (J),                  p_elec[2],               E_mag[2] (J),                   p_mag[2],              E_elec[3] (J),                  p_elec[3],               E_mag[3] (J),                   p_mag[3],              E_elec[4] (J),                  p_elec[4],               E_mag[4] (J),                   p_mag[4],              E_elec[5] (J),                  p_elec[5],               E_mag[5] (J),                   p_mag[5],              E_elec[6] (J),                  p_elec[6],               E_mag[6] (J),                   p_mag[6]
 2.44216000e+00,        +1.123940396474e-09,        +1.119445795997e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +6.965487024823e-13,        +6.197381148211e-04,        +9.780402417180e-12,        +8.736825357826e-03,        +1.077618036664e-10,        +9.587857506002e-02,        +1.829234276218e-10,        +1.634053459988e-01,        +3.375403393707e-10,        +3.003187183497e-01,        +2.610571040177e-10,        +2.332020942427e-01,        +1.657526974934e-10,        +1.474746330085e-01,        +1.858833494022e-10,        +1.660494416674e-01,        +1.657569090831e-10,        +1.474783801731e-01,        +1.859109050928e-10,        +1.660740571429e-01,        +3.375479489467e-10,        +3.003254887942e-01,        +2.610964698092e-10,        +2.332372596715e-01
 2.44216489e+00,        +1.124925941076e-09,        +1.120431443185e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +6.971913454037e-13,        +6.197664396792e-04,        +9.789349529401e-12,        +8.737124961057e-03,        +1.078206165863e-10,        +9.584685769012e-02,        +1.830543323785e-10,        +1.633784320245e-01,        +3.378400754608e-10,        +3.003220595460e-01,        +2.612881323965e-10,        +2.332031415093e-01,        +1.659120465103e-10,        +1.474870837733e-01,        +1.860603914661e-10,        +1.660613798353e-01,        +1.659155571841e-10,        +1.474902045777e-01,        +1.860876802280e-10,        +1.660857354191e-01,        +3.378480893275e-10,        +3.003291834520e-01,        +2.613276831993e-10,        +2.332384411281e-01
 2.44216979e+00,        +1.125912301688e-09,        +1.121417910880e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +6.978345312265e-13,        +6.197947479391e-04,        +9.798304124607e-12,        +8.737424317502e-03,        +1.078794645594e-10,        +9.581515753722e-02,        +1.831853358363e-10,        +1.633515338564e-01,        +3.381400545299e-10,        +3.003253930371e-01,        +2.615193476030e-10,        +2.332041829060e-01,        +1.660715394762e-10,        +1.474995336911e-01,        +1.862375915058e-10,        +1.660733163782e-01,        +1.660743482470e-10,        +1.475020283533e-01,        +1.862646129588e-10,        +1.660974121704e-01,        +3.381484732844e-10,        +3.003328703109e-01,        +2.615590836657e-10,        +2.332396166745e-01
 2.44217468e+00,        +1.126899477880e-09,        +1.122405198666e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +6.984782596955e-13,        +6.198230395929e-04,        +9.807266199039e-12,        +8.737723427064e-03,        +1.079383475234e-10,        +9.578347460628e-02,        +1.833164379114e-10,        +1.633246514978e-01,        +3.384402764318e-10,        +3.003287188210e-01,        +2.617507495238e-10,        +2.332052184318e-01,        +1.662311763550e-10,        +1.475119827615e-01,        +1.864149494755e-10,        +1.660852512953e-01,        +1.662332822348e-10,        +1.475138514994e-01,        +1.864417032389e-10,        +1.661090873961e-01,        +3.384491006722e-10,        +3.003365493689e-01,        +2.617906710949e-10,        +2.332407863098e-01
 2.44217958e+00,        +1.127887469216e-09,        +1.123393306116e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +6.991225305514e-13,        +6.198513146329e-04,        +9.816235748882e-12,        +8.738022289648e-03,        +1.079972654155e-10,        +9.575180890221e-02,        +1.834476385191e-10,        +1.632977849525e-01,        +3.387407410188e-10,        +3.003320368958e-01,        +2.619823380438e-10,        +2.332062480856e-01,        +1.663909571098e-10,        +1.475244309838e-01,        +1.865924653285e-10,        +1.660971845859e-01,        +1.663923591096e-10,        +1.475256740154e-01,        +1.866189510214e-10,        +1.661207610954e-01,        +3.387499713436e-10,        +3.003402206243e-01,        +2.620224453723e-10,        +2.332419500329e-01
 2.44218447e+00,        +1.128876275252e-09,        +1.124382232800e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +6.997673435313e-13,        +6.198795730514e-04,        +9.825212770268e-12,        +8.738320905158e-03,        +1.080562181727e-10,        +9.572016042995e-02,        +1.835789375740e-10,        +1.632709342238e-01,        +3.390414481412e-10,        +3.003353472597e-01,        +2.622141130467e-10,        +2.332072718666e-01,        +1.665508817027e-10,        +1.475368783576e-01,        +1.867701390172e-10,        +1.661091162495e-01,        +1.665515788324e-10,        +1.475374959006e-01,        +1.867963562580e-10,        +1.661324332676e-01,        +3.390510851496e-10,        +3.003438840751e-01,        +2.622544063817e-10,        +2.332431078429e-01
 2.44218937e+00,        +1.129865895542e-09,        +1.125371978282e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +7.004126983681e-13,        +6.199078148405e-04,        +9.834197259271e-12,        +8.738619273497e-03,        +1.081152057313e-10,        +9.568852919443e-02,        +1.837103349895e-10,        +1.632440993154e-01,        +3.393423976473e-10,        +3.003386499108e-01,        +2.624460744145e-10,        +2.332082897737e-01,        +1.667109500949e-10,        +1.475493248825e-01,        +1.869479704925e-10,        +1.661210462854e-01,        +1.667109413633e-10,        +1.475493171545e-01,        +1.869739188996e-10,        +1.661441039121e-01,        +3.393524419392e-10,        +3.003475397197e-01,        +2.624865540053e-10,        +2.332442597389e-01
 2.44219426e+00,        +1.130856329630e-09,        +1.126362542119e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +7.010585947911e-13,        +6.199360399925e-04,        +9.843189211916e-12,        +8.738917394570e-03,        +1.081742280274e-10,        +9.565691520058e-02,        +1.838418306786e-10,        +1.632172802308e-01,        +3.396435893838e-10,        +3.003419448472e-01,        +2.626782220279e-10,        +2.332093018059e-01,        +1.668711622467e-10,        +1.475617705578e-01,        +1.871259597048e-10,        +1.661329746928e-01,        +1.668704466618e-10,        +1.475611377764e-01,        +1.871516388958e-10,        +1.661557730282e-01,        +3.396540415596e-10,        +3.003511875561e-01,        +2.627188881242e-10,        +2.332454057199e-01
 2.44219915e+00,        +1.131847577055e-09,        +1.127353923862e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +7.017050325253e-13,        +6.199642484996e-04,        +9.852188624167e-12,        +8.739215268280e-03,        +1.082332849966e-10,        +9.562531845333e-02,        +1.839734245530e-10,        +1.631904769736e-01,        +3.399450231952e-10,        +3.003452320670e-01,        +2.629105557663e-10,        +2.332103079623e-01,        +1.670315181173e-10,        +1.475742153832e-01,        +1.873041066032e-10,        +1.661449014712e-01,        +1.670300946859e-10,        +1.475729577656e-01,        +1.873295161954e-10,        +1.661674406150e-01,        +3.399558838562e-10,        +3.003548275825e-01,        +2.629514086177e-10,        +2.332465457849e-01
 2.44220405e+00,        +1.132839637353e-09,        +1.128346123055e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +7.023520112923e-13,        +6.199924403541e-04,        +9.861195491938e-12,        +8.739512894532e-03,        +1.082923765739e-10,        +9.559373895759e-02,        +1.841051165240e-10,        +1.631636895472e-01,        +3.402466989246e-10,        +3.003485115684e-01,        +2.631430755074e-10,        +2.332113082418e-01,        +1.671920176654e-10,        +1.475866593581e-01,        +1.874824111358e-10,        +1.661568266199e-01,        +1.671898853934e-10,        +1.475847771217e-01,        +1.875075507461e-10,        +1.661791066720e-01,        +3.402579686724e-10,        +3.003584597971e-01,        +2.631841153640e-10,        +2.332476799330e-01
