        m,               Re{V[1]} (V),               Im{V[1]} (V)
 1.00e+00,        +7.057052354899e-02,        +2.381738841798e-02
 2.00e+00,        +5.013728088011e-04,        +1.189638680740e-04
 3.00e+00,        -4.988490989130e-05,        +1.756582727571e-05
 4.00e+00,        -2.991058237067e-02,        +1.812614033003e-01
 5.00e+00,        -1.668361839759e-03,        -4.324325517088e-04
 6.00e+00,        -1.506169028614e-03,        -3.851442345621e-04
 7.00e+00,        +1.555302995820e-04,        +4.295516408627e-05
 8.00e+00,        +8.118635064495e-05,        +2.073169847781e-05
