        m,               Re{I[1]} (A),               Im{I[1]} (A)
 1.00e+00,        +7.653655136486e-04,        +7.883697078021e-03
 2.00e+00,        +3.741868107801e-04,        -4.438075264962e-03
 3.00e+00,        -3.021416215274e-04,        -1.159501817873e-03
 4.00e+00,        -4.667946437533e-04,        +9.865376032380e-04
 5.00e+00,        +1.012037374840e-05,        +1.485340015023e-04
 6.00e+00,        +5.127599289256e-03,        +4.783272727202e-03
 7.00e+00,        -4.066774375682e-05,        -2.643743429875e-04
 8.00e+00,        +5.086611252427e-04,        -6.143094156380e-03
