        m,                   Q_ext[1],             κ_ext[1] (GHz)
 1.00e+00,        +3.124688750013e+03,        +7.633849791714e-04
 2.00e+00,        +3.719900045965e+05,        -6.417348779888e-06
 3.00e+00,        +2.120354463066e+03,        -1.156610762109e-03
 4.00e+00,        +2.691037123658e+03,        -9.646415853685e-04
 5.00e+00,        +3.812629772807e+02,        -6.862961897725e-03
 6.00e+00,        +3.347322454852e+08,        -8.185100976399e-09
 7.00e+00,        +1.451127143168e+10,        +1.888404158218e-10
 8.00e+00,        +3.747903403245e+08,        +7.456329738825e-09
