        m,                Re{f} (GHz),                Im{f} (GHz),                          Q,              Error (Bkwd.),               Error (Abs.)
 1.00e+00,        +2.385340456345e+00,        +4.716024260480e-04,        +2.528973952652e+03,        +1.219158880244e-13,        +6.791641462069e-09
 2.00e+00,        +2.387189602128e+00,        +9.273437958803e-05,        +1.287111432963e+04,        +1.448479069809e-13,        +8.069134009316e-09
 3.00e+00,        +2.452424791468e+00,        +6.075236720748e-04,        +2.018378031544e+03,        +1.441400450462e-13,        +8.029871621985e-09
 4.00e+00,        +2.595886317251e+00,        +5.468869669275e-04,        +2.373329894332e+03,        +9.623867041601e-14,        +5.361601473311e-09
 5.00e+00,        +2.616593286091e+00,        +3.500241887635e-03,        +3.737735435495e+02,        +9.927805963829e-14,        +5.530969897478e-09
 6.00e+00,        +2.739817229353e+00,        +7.393981851473e-05,        +1.852734619442e+04,        +1.524294782109e-13,        +8.492504653333e-09
 7.00e+00,        +2.740314531261e+00,        +7.377268329092e-05,        +1.857269120501e+04,        +1.109139555954e-13,        +6.179496660419e-09
 8.00e+00,        +2.794560360386e+00,        +1.269443942176e-04,        +1.100702547951e+04,        +1.507035551372e-13,        +8.396511644221e-09
