        m,               Re{I[1]} (A),               Im{I[1]} (A)
 1.00e+00,        +1.386507778793e-03,        -7.375517308061e-03
 2.00e+00,        -2.731008043738e-04,        +6.315632214568e-04
 3.00e+00,        -1.660520253012e-03,        +9.087054499489e-03
 4.00e+00,        -5.519201258932e-04,        -8.418091183234e-03
 5.00e+00,        -1.303909962245e-02,        +1.833887316442e-02
 6.00e+00,        -2.402704523242e-06,        +2.445615579896e-05
 7.00e+00,        +3.669218463739e-07,        -3.714505094089e-06
 8.00e+00,        +1.556034918976e-06,        -2.340274252840e-05
