        f (GHz),         Re{B_x[1]} (Wb/m²),         Im{B_x[1]} (Wb/m²),         Re{B_y[1]} (Wb/m²),         Im{B_y[1]} (Wb/m²),         Re{B_z[1]} (Wb/m²),         Im{B_z[1]} (Wb/m²),         Re{B_x[2]} (Wb/m²),         Im{B_x[2]} (Wb/m²),         Re{B_y[2]} (Wb/m²),         Im{B_y[2]} (Wb/m²),         Re{B_z[2]} (Wb/m²),         Im{B_z[2]} (Wb/m²),         Re{B_x[3]} (Wb/m²),         Im{B_x[3]} (Wb/m²),         Re{B_y[3]} (Wb/m²),         Im{B_y[3]} (Wb/m²),         Re{B_z[3]} (Wb/m²),         Im{B_z[3]} (Wb/m²),         Re{B_x[4]} (Wb/m²),         Im{B_x[4]} (Wb/m²),         Re{B_y[4]} (Wb/m²),         Im{B_y[4]} (Wb/m²),         Re{B_z[4]} (Wb/m²),         Im{B_z[4]} (Wb/m²)
 2.40000000e+00,        +9.891166713863e-11,        +1.326092366516e-10,        +9.799373086037e-11,        +1.263669502159e-10,        -1.038308056615e-07,        -1.150350147461e-07,        +6.287388131256e-11,        +9.097230329578e-11,        +9.680290059464e-11,        +1.250661644040e-10,        -1.035615356195e-07,        -1.148119395427e-07,        +1.147759480360e-11,        +3.027139246074e-11,        +9.006691527614e-11,        +1.172040263168e-10,        -1.017017895245e-07,        -1.131515669754e-07,        -1.867633899205e-10,        -2.072724716716e-10,        +1.863579080653e-10,        +2.121595331711e-10,        -4.481462880525e-08,        -5.006186442390e-08
 2.40002500e+00,        +9.895523082368e-11,        +1.326605723410e-10,        +9.804466918829e-11,        +1.264256124087e-10,        -1.039037614223e-07,        -1.151131957899e-07,        +6.289190934139e-11,        +9.099520330686e-11,        +9.685226874592e-11,        +1.251231728016e-10,        -1.036339611618e-07,        -1.148896165082e-07,        +1.146209055351e-11,        +3.025652621271e-11,        +9.011319243601e-11,        +1.172578210140e-10,        -1.017722084663e-07,        -1.132273837858e-07,        -1.866841762902e-10,        -2.071810406346e-10,        +1.864634275408e-10,        +2.122740595804e-10,        -4.483532859321e-08,        -5.008386154385e-08
 2.40005000e+00,        +9.899871922476e-11,        +1.327118176253e-10,        +9.809557568085e-11,        +1.264842339411e-10,        -1.039768123074e-07,        -1.151914776299e-07,        +6.290982752167e-11,        +9.101797494428e-11,        +9.690160509976e-11,        +1.251801409272e-10,        -1.037064811891e-07,        -1.149673937137e-07,        +1.144643825158e-11,        +3.024148930676e-11,        +9.015943980729e-11,        +1.173115783279e-10,        -1.018427193753e-07,        -1.133032986085e-07,        -1.866048127489e-10,        -2.070894502855e-10,        +1.865690854629e-10,        +2.123887338460e-10,        -4.485605384306e-08,        -5.010588569939e-08
 2.40007500e+00,        +9.904213238554e-11,        +1.327629725642e-10,        +9.814645041686e-11,        +1.265428149082e-10,        -1.040499585020e-07,        -1.152698604603e-07,        +6.292763583152e-11,        +9.104061819660e-11,        +9.695090973068e-11,        +1.252370688704e-10,        -1.037790958850e-07,        -1.150452713524e-07,        +1.143063779108e-11,        +3.022628164191e-11,        +9.020565745703e-11,        +1.173652983397e-10,        -1.019133224297e-07,        -1.133793116318e-07,        -1.865252990114e-10,        -2.069977003256e-10,        +1.866748820635e-10,        +2.125035562102e-10,        -4.487680460444e-08,        -5.012793694293e-08
 2.40010000e+00,        +9.908547034930e-11,        +1.328140372172e-10,        +9.819729347567e-11,        +1.266013554052e-10,        -1.041232001916e-07,        -1.153483444759e-07,        +6.294533424876e-11,        +9.106313305192e-11,        +9.700018271342e-11,        +1.252939567211e-10,        -1.038518054337e-07,        -1.151232496177e-07,        +1.141468906778e-11,        +3.021090310975e-11,        +9.025184545250e-11,        +1.174189811294e-10,        -1.019840178086e-07,        -1.134554230446e-07,        -1.864456347910e-10,        -2.069057904544e-10,        +1.867808175752e-10,        +2.126185269159e-10,        -4.489758092716e-08,        -5.015001532701e-08
 2.40012500e+00,        +9.912873315896e-11,        +1.328650116433e-10,        +9.824810493660e-11,        +1.266598555275e-10,        -1.041965375623e-07,        -1.154269298719e-07,        +6.296292275087e-11,        +9.108551949830e-11,        +9.704942412240e-11,        +1.253508045695e-10,        -1.039246100196e-07,        -1.152013287035e-07,        +1.139859197349e-11,        +3.019535360582e-11,        +9.029800386069e-11,        +1.174726267791e-10,        -1.020548056912e-07,        -1.135316330361e-07,        -1.863658198009e-10,        -2.068137203714e-10,        +1.868868922311e-10,        +2.127336462066e-10,        -4.491838286112e-08,        -5.017212090431e-08
 2.40015000e+00,        +9.917192085691e-11,        +1.329158959009e-10,        +9.829888487853e-11,        +1.267183153695e-10,        -1.042699708004e-07,        -1.155056168442e-07,        +6.298040131440e-11,        +9.110777752237e-11,        +9.709863403191e-11,        +1.254076125047e-10,        -1.039975098280e-07,        -1.152795088045e-07,        +1.138234640082e-11,        +3.017963302411e-11,        +9.034413274827e-11,        +1.175262353689e-10,        -1.021256862573e-07,        -1.136079417960e-07,        -1.862858537536e-10,        -2.067214897745e-10,        +1.869931062651e-10,        +2.128489143268e-10,        -4.493921045637e-08,        -5.019425372763e-08
 2.40017500e+00,        +9.921503348536e-11,        +1.329666900483e-10,        +9.834963338020e-11,        +1.267767350260e-10,        -1.043435000930e-07,        -1.155844055891e-07,        +6.299776991577e-11,        +9.112990711060e-11,        +9.714781251623e-11,        +1.254643806160e-10,        -1.040705050443e-07,        -1.153577901155e-07,        +1.136595224321e-11,        +3.016374125630e-11,        +9.039023218255e-11,        +1.175798069792e-10,        -1.021966596873e-07,        -1.136843495147e-07,        -1.862057363601e-10,        -2.066290983620e-10,        +1.870994599118e-10,        +2.129643315215e-10,        -4.496006376309e-08,        -5.021641384993e-08
 2.40020000e+00,        +9.925807108607e-11,        +1.330173941428e-10,        +9.840035052058e-11,        +1.268351145915e-10,        -1.044171256276e-07,        -1.156632963034e-07,        +6.301502853040e-11,        +9.115190824867e-11,        +9.719695964911e-11,        +1.255211089926e-10,        -1.041435958546e-07,        -1.154361728321e-07,        +1.134940939031e-11,        +3.014767819562e-11,        +9.043630222891e-11,        +1.176333416906e-10,        -1.022677261619e-07,        -1.137608563829e-07,        -1.861254673318e-10,        -2.065365458298e-10,        +1.872059534064e-10,        +2.130798980365e-10,        -4.498094283157e-08,        -5.023860132427e-08
 2.40022500e+00,        +9.930103370041e-11,        +1.330680082418e-10,        +9.845103637766e-11,        +1.268934541603e-10,        -1.044908475922e-07,        -1.157422891844e-07,        +6.303217713355e-11,        +9.117378092168e-11,        +9.724607550470e-11,        +1.255777977236e-10,        -1.042167824455e-07,        -1.155146571503e-07,        +1.133271773253e-11,        +3.013144373056e-11,        +9.048234295492e-11,        +1.176868395825e-10,        -1.023388858623e-07,        -1.138374625918e-07,        -1.860450463776e-10,        -2.064438318741e-10,        +1.873125869848e-10,        +2.131956141182e-10,        -4.500184771226e-08,        -5.026081620388e-08
 2.40025000e+00,        +9.934392136943e-11,        +1.331185324021e-10,        +9.850169102999e-11,        +1.269517538262e-10,        -1.045646661752e-07,        -1.158213844298e-07,        +6.304921569977e-11,        +9.119552511416e-11,        +9.729516015667e-11,        +1.256344468973e-10,        -1.042900650039e-07,        -1.155932432666e-07,        +1.131587715959e-11,        +3.011503775178e-11,        +9.052835442640e-11,        +1.177403007355e-10,        -1.024101389702e-07,        -1.139141683331e-07,        -1.859644732075e-10,        -2.063509561904e-10,        +1.874193608837e-10,        +2.133114800138e-10,        -4.502277845571e-08,        -5.028305854211e-08
 2.40027500e+00,        +9.938673413387e-11,        +1.331689666797e-10,        +9.855231455585e-11,        +1.270100136832e-10,        -1.046385815656e-07,        -1.159005822382e-07,        +6.306614420308e-11,        +9.121714080989e-11,        +9.734421367865e-11,        +1.256910566025e-10,        -1.043634437175e-07,        -1.156719313780e-07,        +1.129888756010e-11,        +3.009846014989e-11,        +9.057433670950e-11,        +1.177937252296e-10,        -1.024814856679e-07,        -1.139909737991e-07,        -1.858837475294e-10,        -2.062579184721e-10,        +1.875262753402e-10,        +2.134274959714e-10,        -4.504373511262e-08,        -5.030532839243e-08
 2.40030000e+00,        +9.942947203394e-11,        +1.332193111307e-10,        +9.860290703308e-11,        +1.270682338246e-10,        -1.047125939527e-07,        -1.159798828082e-07,        +6.308296261666e-11,        +9.123862799171e-11,        +9.739323614332e-11,        +1.257476269276e-10,        -1.044369187740e-07,        -1.157507216821e-07,        +1.128174882245e-11,        +3.008171081223e-11,        +9.062028987008e-11,        +1.178471131435e-10,        -1.025529261379e-07,        -1.140678791826e-07,        -1.858028690508e-10,        -2.061647184137e-10,        +1.876333305923e-10,        +2.135436622395e-10,        -4.506471773382e-08,        -5.032762580849e-08
 2.40032500e+00,        +9.947213510953e-11,        +1.332695658104e-10,        +9.865346853984e-11,        +1.271264143443e-10,        -1.047867035266e-07,        -1.160592863393e-07,        +6.309967091380e-11,        +9.125998664252e-11,        +9.744222762495e-11,        +1.258041579606e-10,        -1.045104903622e-07,        -1.158296143769e-07,        +1.126446083439e-11,        +3.006478962519e-11,        +9.066621397494e-11,        +1.179004645571e-10,        -1.026244605635e-07,        -1.141448846767e-07,        -1.857218374787e-10,        -2.060713557073e-10,        +1.877405268787e-10,        +2.136599790675e-10,        -4.508572637025e-08,        -5.034995084403e-08
 2.40035000e+00,        +9.951472340016e-11,        +1.333197307737e-10,        +9.870399915364e-11,        +1.271845553354e-10,        -1.048609104777e-07,        -1.161387930314e-07,        +6.311626906680e-11,        +9.128121674407e-11,        +9.749118819629e-11,        +1.258606497895e-10,        -1.045841586709e-07,        -1.159086096610e-07,        +1.124702348074e-11,        +3.004769647782e-11,        +9.071210908836e-11,        +1.179537795496e-10,        -1.026960891281e-07,        -1.142219904753e-07,        -1.856406525188e-10,        -2.059778300446e-10,        +1.878478644387e-10,        +2.137764467055e-10,        -4.510676107302e-08,        -5.037230355297e-08
