        m,                 E_elec (J),                  E_mag (J),                  E_cap (J),                  E_ind (J),              E_elec[1] (J),                  p_elec[1],               E_mag[1] (J),                   p_mag[1],             E_elec[10] (J),                 p_elec[10],              E_mag[10] (J),                  p_mag[10],             E_elec[11] (J),                 p_elec[11],              E_mag[11] (J),                  p_mag[11],             E_elec[12] (J),                 p_elec[12],              E_mag[12] (J),                  p_mag[12],             E_elec[13] (J),                 p_elec[13],              E_mag[13] (J),                  p_mag[13]
 1.00e+00,        +3.218798019262e-10,        +3.218625934705e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.664295962564e-12,        +8.277300863925e-03,        +4.145549867816e-12,        +1.287987467918e-02,        +2.664295962564e-12,        +8.277300863925e-03,        +4.145549867816e-12,        +1.287987467918e-02,        +1.228095758269e-12,        +3.815386212245e-03,        +2.763333912831e-12,        +8.585445991209e-03,        +3.175101987932e-10,        +9.864247364799e-01,        +3.116128768618e-10,        +9.681549927930e-01,        +4.772114121008e-13,        +1.482576443893e-03,        +3.340832828087e-12,        +1.037968653662e-02
 2.00e+00,        +3.218798019262e-10,        +3.218626085654e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.660867270584e-12,        +8.266648775914e-03,        +4.154069088351e-12,        +1.290634257538e-02,        +2.660867270584e-12,        +8.266648775914e-03,        +4.154069088351e-12,        +1.290634257538e-02,        +1.226666243851e-12,        +3.810945068658e-03,        +2.765192814069e-12,        +8.591221038050e-03,        +3.175157626144e-10,        +9.864420218801e-01,        +3.116062121491e-10,        +9.681342406872e-01,        +4.765057973104e-13,        +1.480384275307e-03,        +3.337134513910e-12,        +1.036819569935e-02
 3.00e+00,        +3.218798019262e-10,        +3.218717015369e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.911008736131e-13,        +5.937025947869e-04,        +7.772509132484e-12,        +2.414784864705e-02,        +1.911008736131e-13,        +5.937025947869e-04,        +7.772509132484e-12,        +2.414784864705e-02,        +1.969669090450e-13,        +6.119268990050e-04,        +3.391719604279e-12,        +1.053748927937e-02,        +3.214607238527e-10,        +9.986980292923e-01,        +3.094138064088e-10,        +9.612954631654e-01,        +3.101029084135e-14,        +9.634121388103e-05,        +1.293666391401e-12,        +4.019198908209e-03
 4.00e+00,        +3.218798019262e-10,        +3.218684779563e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +3.264339180108e-15,        +1.014148499090e-05,        +1.894952501955e-13,        +5.887350367416e-04,        +3.264339180108e-15,        +1.014148499090e-05,        +1.894952501955e-13,        +5.887350367416e-04,        +7.495550692999e-15,        +2.328680037749e-05,        +2.386836982767e-13,        +7.415566127886e-04,        +3.218676907930e-10,        +9.999623737398e-01,        +3.213618308380e-10,        +9.984259188055e-01,        +1.351243297356e-15,        +4.197974800747e-06,        +7.846816979103e-14,        +2.437895450007e-04
 5.00e+00,        +3.218798019262e-10,        +3.218684744869e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +3.264112259238e-15,        +1.014078000454e-05,        +1.895230695815e-13,        +5.888214740001e-04,        +3.264112259238e-15,        +1.014078000454e-05,        +1.895230695815e-13,        +5.888214740001e-04,        +7.496190267028e-15,        +2.328878737395e-05,        +2.387078974986e-13,        +7.416318043547e-04,        +3.218676906420e-10,        +9.999623732708e-01,        +3.213617780872e-10,        +9.984257656782e-01,        +1.350981601613e-15,        +4.197161777560e-06,        +7.846543256187e-14,        +2.437810434432e-04
 6.00e+00,        +3.218798019262e-10,        +3.218663730156e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.127075313833e-15,        +3.501540969915e-06,        +2.686184688113e-16,        +8.345651839756e-07,        +1.127075313833e-15,        +3.501540969915e-06,        +2.686184688113e-16,        +8.345651839756e-07,        +2.137584472260e-15,        +6.640940063552e-06,        +7.780447629696e-16,        +2.417291236982e-06,        +3.218763532448e-10,        +9.999892858098e-01,        +3.218651162741e-10,        +9.999960954559e-01,        +1.840216281395e-16,        +5.717091505534e-07,        +2.100782109363e-16,        +6.526876634179e-07
 7.00e+00,        +3.218798019262e-10,        +3.218663624901e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.117460935594e-15,        +3.471671502551e-06,        +2.770772323213e-16,        +8.608455701235e-07,        +1.117460935594e-15,        +3.471671502551e-06,        +2.770772323213e-16,        +8.608455701235e-07,        +2.116709473783e-15,        +6.576086666874e-06,        +7.807858449819e-16,        +2.425807527514e-06,        +3.218763876302e-10,        +9.999893926368e-01,        +3.218650934165e-10,        +9.999960571414e-01,        +1.801255515028e-16,        +5.596050153656e-07,        +2.112104869667e-16,        +6.562055299371e-07
 8.00e+00,        +3.218798019262e-10,        +3.218688573624e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.441784620374e-11,        +4.479264035042e-02,        +4.349612328308e-13,        +1.351361658270e-03,        +1.441784620374e-11,        +4.479264035042e-02,        +4.349612328308e-13,        +1.351361658270e-03,        +7.196174305678e-12,        +2.235671285559e-02,        +5.453754581497e-13,        +1.694402691266e-03,        +2.942980886026e-10,        +9.143105185273e-01,        +3.207084852954e-10,        +9.963948917690e-01,        +5.967692814173e-12,        +1.854012826670e-02,        +1.800353760100e-13,        +5.593438814966e-04
