        m,                   Q_ext[1],             κ_ext[1] (GHz)
 1.00e+00,        +3.473069906061e+04,        +7.022983640541e-05
 2.00e+00,        +1.607072527959e+10,        +1.617248818930e-10
 3.00e+00,        +1.110029752541e+07,        +2.347254268715e-07
 4.00e+00,        +5.376386740637e+03,        +4.847034073140e-04
 5.00e+00,        +5.117490133402e+07,        +5.279015707860e-08
 6.00e+00,        +9.034505221501e+07,        -2.990448878145e-08
 7.00e+00,        +8.763438312089e+09,        -3.126082351722e-10
 8.00e+00,        +1.048011182136e+09,        +2.671168456333e-09
