        m,               Re{I[1]} (A),               Im{I[1]} (A)
 1.00e+00,        +2.026637000724e-03,        +1.305488908495e-03
 2.00e+00,        +3.439532810653e-06,        +1.245969426312e-06
 3.00e+00,        +1.185463350099e-04,        -7.328320921253e-05
 4.00e+00,        +1.356190707972e-03,        +6.186293625592e-03
 5.00e+00,        +6.103641183044e-05,        +2.535689040946e-05
 6.00e+00,        -4.652072789331e-05,        -1.761917409636e-05
 7.00e+00,        -4.784679914393e-06,        -1.724919419686e-06
 8.00e+00,        +1.422406565816e-05,        +4.326275764386e-06
