        m,                   Q_ext[1],             κ_ext[1] (GHz)
 1.00e+00,        +1.814464477425e+05,        +1.344298860701e-05
 2.00e+00,        +5.267088295371e+10,        +4.932707534389e-11
 3.00e+00,        +2.861000808376e+05,        +9.107770444736e-06
 4.00e+00,        +3.127715566133e+04,        +8.332009832981e-05
 5.00e+00,        +3.337867946013e+08,        +8.093123651865e-09
 6.00e+00,        +6.401047759792e+08,        -4.220405299800e-09
 7.00e+00,        +8.337248389220e+10,        -3.285849261683e-11
 8.00e+00,        +5.858640628330e+10,        -4.676566476575e-11
