        m,               Re{V[1]} (V),               Im{V[1]} (V)
 1.00e+00,        +1.376008766099e-02,        +5.090871566083e-02
 2.00e+00,        +3.121841959778e-05,        +9.607298778025e-05
 3.00e+00,        +2.271363700818e-02,        +3.699018285792e-02
 4.00e+00,        +8.519791052715e-02,        +9.989133900790e-02
 5.00e+00,        +4.271819496896e-04,        +1.221389381351e-03
 6.00e+00,        -3.186530082251e-04,        -8.783863587200e-04
 7.00e+00,        -2.798723447183e-05,        -7.755231776340e-05
 8.00e+00,        -3.362295678790e-05,        -9.243489618236e-05
