        m,               Re{I[1]} (A),               Im{I[1]} (A)
 1.00e+00,        +2.752017532197e-04,        +1.018174313217e-03
 2.00e+00,        +6.243683919556e-07,        +1.921459755605e-06
 3.00e+00,        +4.542727401637e-04,        +7.398036571583e-04
 4.00e+00,        +1.703958210543e-03,        +1.997826780158e-03
 5.00e+00,        +8.543638993792e-06,        +2.442778762703e-05
 6.00e+00,        -6.373060164502e-06,        -1.756772717440e-05
 7.00e+00,        -5.597446894366e-07,        -1.551046355268e-06
 8.00e+00,        -6.724591357579e-07,        -1.848697923647e-06
