        f (GHz),           Re{E_x[1]} (V/m),           Im{E_x[1]} (V/m),           Re{E_y[1]} (V/m),           Im{E_y[1]} (V/m),           Re{E_z[1]} (V/m),           Im{E_z[1]} (V/m),           Re{E_x[2]} (V/m),           Im{E_x[2]} (V/m),           Re{E_y[2]} (V/m),           Im{E_y[2]} (V/m),           Re{E_z[2]} (V/m),           Im{E_z[2]} (V/m),           Re{E_x[3]} (V/m),           Im{E_x[3]} (V/m),           Re{E_y[3]} (V/m),           Im{E_y[3]} (V/m),           Re{E_z[3]} (V/m),           Im{E_z[3]} (V/m),           Re{E_x[4]} (V/m),           Im{E_x[4]} (V/m),           Re{E_y[4]} (V/m),           Im{E_y[4]} (V/m),           Re{E_z[4]} (V/m),           Im{E_z[4]} (V/m),           Re{E_x[5]} (V/m),           Im{E_x[5]} (V/m),           Re{E_y[5]} (V/m),           Im{E_y[5]} (V/m),           Re{E_z[5]} (V/m),           Im{E_z[5]} (V/m),           Re{E_x[6]} (V/m),           Im{E_x[6]} (V/m),           Re{E_y[6]} (V/m),           Im{E_y[6]} (V/m),           Re{E_z[6]} (V/m),           Im{E_z[6]} (V/m),           Re{E_x[7]} (V/m),           Im{E_x[7]} (V/m),           Re{E_y[7]} (V/m),           Im{E_y[7]} (V/m),           Re{E_z[7]} (V/m),           Im{E_z[7]} (V/m),           Re{E_x[8]} (V/m),           Im{E_x[8]} (V/m),           Re{E_y[8]} (V/m),           Im{E_y[8]} (V/m),           Re{E_z[8]} (V/m),           Im{E_z[8]} (V/m)
 2.41835000e+00,        +2.557011256237e+00,        -7.228011162106e-02,        -4.117100327479e-01,        +6.075258223836e-02,        -2.814397418967e-02,        +1.062205601387e-03,        +2.891037276465e+00,        -8.900436193339e-02,        +7.567226084741e+00,        -1.524867245169e-02,        -1.638797171002e-02,        -4.277946751104e-03,        +3.128538075142e+00,        +2.437450807770e-01,        +1.316394758376e+01,        -2.153779636413e-01,        -1.206193741087e-02,        +3.955918455011e-03,        +3.382429669155e+00,        +1.975556102940e-01,        +1.991545617690e+01,        -3.385419789589e-01,        -4.957315968957e-03,        +4.515351031662e-03,        +3.693825922397e+00,        +1.925854935169e-01,        +2.929251632455e+01,        -4.407686590800e-01,        +7.411105246604e-03,        +6.509506213229e-03,        +3.892515318241e+00,        +1.950323698124e-01,        +3.590721447262e+01,        -4.845900205001e-01,        +1.347654874194e-02,        +8.065593885736e-03,        +4.026167295247e+00,        +2.017728484792e-01,        +4.234330311125e+01,        -5.098662994338e-01,        +2.707114744523e-02,        +9.355725076115e-03,        -4.562202111945e+00,        -3.070936789878e-02,        +1.163139644050e+02,        -4.752309767358e-01,        -5.770241085528e-02,        +4.364149882519e-03
 2.41837500e+00,        +2.557534420962e+00,        -7.233271883709e-02,        -4.093003271283e-01,        +6.072195675493e-02,        -2.814849730999e-02,        +1.062935869131e-03,        +2.891487082002e+00,        -8.905842605313e-02,        +7.579165814930e+00,        -1.557646541638e-02,        -1.638672818124e-02,        -4.278373708999e-03,        +3.128980774170e+00,        +2.437385749458e-01,        +1.318252549299e+01,        -2.159425576690e-01,        -1.206129564599e-02,        +3.956865206286e-03,        +3.382823276181e+00,        +1.975353683956e-01,        +1.994206454119e+01,        -3.393584740008e-01,        -4.956379346233e-03,        +4.516325732422e-03,        +3.694142889914e+00,        +1.925567717742e-01,        +2.933026206147e+01,        -4.419007955608e-01,        +7.414866494913e-03,        +6.510480044999e-03,        +3.892775361411e+00,        +1.949983497523e-01,        +3.595281537634e+01,        -4.859207854438e-01,        +1.348197014076e-02,        +8.066833507668e-03,        +4.026322912353e+00,        +2.017364905567e-01,        +4.239656398742e+01,        -5.113687482256e-01,        +2.708269727758e-02,        +9.356962763306e-03,        -4.565376875975e+00,        -3.069213197433e-02,        +1.164620012524e+02,        -4.786878197121e-01,        -5.793390295456e-02,        +4.369343646380e-03
 2.41840000e+00,        +2.558056552065e+00,        -7.238534145338e-02,        -4.068816232562e-01,        +6.069098648805e-02,        -2.815302774495e-02,        +1.063666355364e-03,        +2.891935761371e+00,        -8.911250376472e-02,        +7.591136679353e+00,        -1.590567199576e-02,        -1.638548505121e-02,        -4.278798823223e-03,        +3.129422388679e+00,        +2.437319281688e-01,        +1.320114996530e+01,        -2.165092403388e-01,        -1.206066158958e-02,        +3.957810694195e-03,        +3.383215774735e+00,        +1.975150030734e-01,        +1.996873812855e+01,        -3.401779031835e-01,        -4.955455867192e-03,        +4.517299157800e-03,        +3.694458719609e+00,        +1.925279301665e-01,        +2.936809890550e+01,        -4.430370095799e-01,        +7.418613561859e-03,        +6.511451347264e-03,        +3.893034254948e+00,        +1.949642092448e-01,        +3.599852564420e+01,        -4.872563890245e-01,        +1.348737567400e-02,        +8.068070347073e-03,        +4.026477268912e+00,        +2.017000170325e-01,        +4.244995203661e+01,        -5.128767280635e-01,        +2.709423918098e-02,        +9.358196908488e-03,        -4.568550163039e+00,        -3.067478665613e-02,        +1.166103851969e+02,        -4.821586731172e-01,        -5.816597273808e-02,        +4.374557559968e-03
 2.41842500e+00,        +2.558577648762e+00,        -7.243797950937e-02,        -4.044538939381e-01,        +6.065966976082e-02,        -2.815756546864e-02,        +1.064397062411e-03,        +2.892383313446e+00,        -8.916659509836e-02,        +7.603138782491e+00,        -1.623629891954e-02,        -1.638424226241e-02,        -4.279222092150e-03,        +3.129862917617e+00,        +2.437251402872e-01,        +1.321982115908e+01,        -2.170780218361e-01,        -1.206003520507e-02,        +3.958754918503e-03,        +3.383607163663e+00,        +1.974945141739e-01,        +1.999547716252e+01,        -3.410002808331e-01,        -4.954545508162e-03,        +4.518271308143e-03,        +3.694773410175e+00,        +1.924989685337e-01,        +2.940602717055e+01,        -4.441773210417e-01,        +7.422346473471e-03,        +6.512420117849e-03,        +3.893291997462e+00,        +1.949299481203e-01,        +3.604434565389e+01,        -4.885968549088e-01,        +1.349276536703e-02,        +8.069304402244e-03,        +4.026630363101e+00,        +2.016634277558e-01,        +4.250346769869e+01,        -5.143902661076e-01,        +2.710577321408e-02,        +9.359427507783e-03,        -4.571721965988e+00,        -3.065733179398e-02,        +1.167591174482e+02,        -4.856436066778e-01,        -5.839862223601e-02,        +4.379791732161e-03
 2.41845000e+00,        +2.559097710261e+00,        -7.249063304815e-02,        -4.020171118484e-01,        +6.062800489127e-02,        -2.816211045510e-02,        +1.065127992272e-03,        +2.892829737094e+00,        -8.922070008771e-02,        +7.615172229316e+00,        -1.656835295376e-02,        -1.638299975692e-02,        -4.279643514484e-03,        +3.130302359913e+00,        +2.437182111388e-01,        +1.323853923344e+01,        -2.176489124042e-01,        -1.205941645585e-02,        +3.959697878642e-03,        +3.383997441790e+00,        +1.974739015400e-01,        +2.002228186769e+01,        -3.418256213600e-01,        -4.953648245564e-03,        +4.519242183465e-03,        +3.695086960291e+00,        +1.924698867129e-01,        +2.944404717202e+01,        -4.453217499695e-01,        +7.426065255654e-03,        +6.513386354242e-03,        +3.893548587547e+00,        +1.948955662061e-01,        +3.609027578485e+01,        -4.899422069058e-01,        +1.349813924508e-02,        +8.070535671144e-03,        +4.026782193078e+00,        +2.016267225733e-01,        +4.255711141558e+01,        -5.159093896837e-01,        +2.711729943546e-02,        +9.360654556976e-03,        -4.574892277633e+00,        -3.063976723479e-02,        +1.169081992219e+02,        -4.891426905644e-01,        -5.863185348813e-02,        +4.385046272600e-03
 2.41847500e+00,        +2.559616735750e+00,        -7.254330212139e-02,        -3.995712495096e-01,        +6.059599020136e-02,        -2.816666267890e-02,        +1.065859146160e-03,        +2.893275031160e+00,        -8.927481877526e-02,        +7.627237125318e+00,        -1.690184088501e-02,        -1.638175747760e-02,        -4.280063089705e-03,        +3.130740714493e+00,        +2.437111405491e-01,        +1.325730434827e+01,        -2.182219223224e-01,        -1.205880530573e-02,        +3.960639573174e-03,        +3.384386607939e+00,        +1.974531650027e-01,        +2.004915246971e+01,        -3.426539392299e-01,        -4.952764056281e-03,        +4.520211782886e-03,        +3.695399368626e+00,        +1.924406845291e-01,        +2.948215922681e+01,        -4.464703164688e-01,        +7.429769933922e-03,        +6.514350052991e-03,        +3.893804023790e+00,        +1.948610633174e-01,        +3.613631641833e+01,        -4.912924689253e-01,        +1.350349733303e-02,        +8.071764150771e-03,        +4.026932756991e+00,        +2.015899013198e-01,        +4.261088363128e+01,        -5.174341262346e-01,        +2.712881790357e-02,        +9.361878050852e-03,        -4.578061090757e+00,        -3.062209283696e-02,        +1.170576317391e+02,        -4.926559952751e-01,        -5.886566854342e-02,        +4.390321291625e-03
 2.41850000e+00,        +2.560134724416e+00,        -7.259598676170e-02,        -3.971162793214e-01,        +6.056362397155e-02,        -2.817122211405e-02,        +1.066590526589e-03,        +2.893719194486e+00,        -8.932895118400e-02,        +7.639333576469e+00,        -1.723676958123e-02,        -1.638051536633e-02,        -4.280480816016e-03,        +3.131177980267e+00,        +2.437039283663e-01,        +1.327611666420e+01,        -2.187970619806e-01,        -1.205820171802e-02,        +3.961580002074e-03,        +3.384774660915e+00,        +1.974323044153e-01,        +2.007608919529e+01,        -3.434852490532e-01,        -4.951892916788e-03,        +4.521180106998e-03,        +3.695710633835e+00,        +1.924113618293e-01,        +2.952036365325e+01,        -4.476230408355e-01,        +7.433460534133e-03,        +6.515311212164e-03,        +3.894058304761e+00,        +1.948264392914e-01,        +3.618246793732e+01,        -4.926476650986e-01,        +1.350883965601e-02,        +8.072989839698e-03,        +4.027082052972e+00,        +2.015529638518e-01,        +4.266478479186e+01,        -5.189645034544e-01,        +2.714032867720e-02,        +9.363097985800e-03,        -4.581228398107e+00,        -3.060430844216e-02,        +1.172074162268e+02,        -4.961835919102e-01,        -5.910006946065e-02,        +4.395616900256e-03
 2.41852500e+00,        +2.560651675446e+00,        -7.264868702005e-02,        -3.946521735559e-01,        +6.053090450242e-02,        -2.817578873498e-02,        +1.067322135547e-03,        +2.894162225912e+00,        -8.938309735542e-02,        +7.651461689238e+00,        -1.757314591053e-02,        -1.637927336527e-02,        -4.280896692146e-03,        +3.131614156145e+00,        +2.436965744165e-01,        +1.329497634260e+01,        -2.193743417812e-01,        -1.205760565633e-02,        +3.962519164658e-03,        +3.385161599525e+00,        +1.974113196096e-01,        +2.010309227221e+01,        -3.443195654685e-01,        -4.951034803896e-03,        +4.522147155684e-03,        +3.696020754572e+00,        +1.923819184393e-01,        +2.955866077122e+01,        -4.487799434151e-01,        +7.437137081846e-03,        +6.516269829042e-03,        +3.894311429029e+00,        +1.947916939442e-01,        +3.622873072665e+01,        -4.940078196211e-01,        +1.351416623891e-02,        +8.074212735654e-03,        +4.027230079147e+00,        +2.015159100051e-01,        +4.271881534547e+01,        -5.205005491147e-01,        +2.715183181510e-02,        +9.364314357302e-03,        -4.584394192385e+00,        -3.058641390209e-02,        +1.173575539176e+02,        -4.997255518224e-01,        -5.933505830815e-02,        +4.400933210017e-03
 2.41855000e+00,        +2.561167587999e+00,        -7.270140293846e-02,        -3.921789043246e-01,        +6.049783006837e-02,        -2.818036251629e-02,        +1.068053974261e-03,        +2.894604124249e+00,        -8.943725732194e-02,        +7.663621570622e+00,        -1.791097680505e-02,        -1.637803141687e-02,        -4.281310717509e-03,        +3.132049241017e+00,        +2.436890785316e-01,        +1.331388354563e+01,        -2.199537722153e-01,        -1.205701708445e-02,        +3.963457059507e-03,        +3.385547422554e+00,        +1.973902104231e-01,        +2.013016192931e+01,        -3.451569032336e-01,        -4.950189694696e-03,        +4.523112928120e-03,        +3.696329729469e+00,        +1.923523541908e-01,        +2.959705090207e+01,        -4.499410447151e-01,        +7.440799602360e-03,        +6.517225900217e-03,        +3.894563395143e+00,        +1.947568270977e-01,        +3.627510517293e+01,        -4.953729568794e-01,        +1.351947710633e-02,        +8.075432835711e-03,        +4.027376833621e+00,        +2.014787396213e-01,        +4.277297574240e+01,        -5.220422912060e-01,        +2.716332737586e-02,        +9.365527160201e-03,        -4.587558466273e+00,        -3.056840907055e-02,        +1.175080460499e+02,        -5.032819469213e-01,        -5.957063716368e-02,        +4.406270333451e-03
 2.41857500e+00,        +2.561682461244e+00,        -7.275413455675e-02,        -3.896964436248e-01,        +6.046439893129e-02,        -2.818494343118e-02,        +1.068786045677e-03,        +2.895044888317e+00,        -8.949143111356e-02,        +7.675813328104e+00,        -1.825026923696e-02,        -1.637678946168e-02,        -4.281722889886e-03,        +3.132483233767e+00,        +2.436814405493e-01,        +1.333283843620e+01,        -2.205353638350e-01,        -1.205643596481e-02,        +3.964393686929e-03,        +3.385932128781e+00,        +1.973689766994e-01,        +2.015729839653e+01,        -3.459972771912e-01,        -4.949357565000e-03,        +4.524077425225e-03,        +3.696637557154e+00,        +1.923226689210e-01,        +2.963553436869e+01,        -4.511063653586e-01,        +7.444448122155e-03,        +6.518179424008e-03,        +3.894814201643e+00,        +1.947218385793e-01,        +3.632159166462e+01,        -4.967431013967e-01,        +1.352477228401e-02,        +8.076650138665e-03,        +4.027522314490e+00,        +2.014414525478e-01,        +4.282726643503e+01,        -5.235897578750e-01,        +2.717481541930e-02,        +9.366736391038e-03,        -4.590721212407e+00,        -3.055029378642e-02,        +1.176588938679e+02,        -5.068528495051e-01,        -5.980680811529e-02,        +4.411628383378e-03
 2.41860000e+00,        +2.562196294328e+00,        -7.280688192546e-02,        -3.872047632984e-01,        +6.043060935851e-02,        -2.818953145453e-02,        +1.069518351349e-03,        +2.895484516910e+00,        -8.954561877113e-02,        +7.688037069694e+00,        -1.859103020304e-02,        -1.637554744209e-02,        -4.282133208336e-03,        +3.132916133272e+00,        +2.436736602881e-01,        +1.335184117801e+01,        -2.211191272335e-01,        -1.205586226136e-02,        +3.965329045722e-03,        +3.386315716975e+00,        +1.973476182635e-01,        +2.018450190488e+01,        -3.468407022479e-01,        -4.948538392191e-03,        +4.525040646368e-03,        +3.696944236240e+00,        +1.922928624494e-01,        +2.967411149547e+01,        -4.522759260653e-01,        +7.448082666257e-03,        +6.519130397116e-03,        +3.895063847059e+00,        +1.946867281984e-01,        +3.636819059197e+01,        -4.981182778153e-01,        +1.353005179627e-02,        +8.077864641659e-03,        +4.027666519834e+00,        +2.014040486143e-01,        +4.288168787788e+01,        -5.251429774083e-01,        +2.718629600406e-02,        +9.367942044658e-03,        -4.593882423394e+00,        -3.053206790871e-02,        +1.178100986216e+02,        -5.104383322842e-01,        -6.004357326022e-02,        +4.417007473532e-03
 2.41862500e+00,        +2.562709086394e+00,        -7.285964508638e-02,        -3.847038350541e-01,        +6.039645959285e-02,        -2.819412656085e-02,        +1.070250892870e-03,        +2.895923008820e+00,        -8.959982032661e-02,        +7.700292903913e+00,        -1.893326675836e-02,        -1.637430529982e-02,        -4.282541671994e-03,        +3.133347938392e+00,        +2.436657375819e-01,        +1.337089193552e+01,        -2.217050730892e-01,        -1.205529593775e-02,        +3.966263134820e-03,        +3.386698185892e+00,        +1.973261349549e-01,        +2.021177268647e+01,        -3.476871934253e-01,        -4.947732153442e-03,        +4.526002591098e-03,        +3.697249765329e+00,        +1.922629346094e-01,        +2.971278260834e+01,        -4.534497477087e-01,        +7.451703259852e-03,        +6.520078816487e-03,        +3.895312329907e+00,        +1.946514957787e-01,        +3.641490234710e+01,        -4.994985109575e-01,        +1.353531566753e-02,        +8.079076342132e-03,        +4.027809447721e+00,        +2.013665276643e-01,        +4.293624052762e+01,        -5.267019782974e-01,        +2.719776918899e-02,        +9.369144116238e-03,        -4.597042091804e+00,        -3.051373128590e-02,        +1.179616615671e+02,        -5.140384684642e-01,        -6.028093470577e-02,        +4.422407718463e-03
