        f (GHz),         Re{B_x[1]} (Wb/m²),         Im{B_x[1]} (Wb/m²),         Re{B_y[1]} (Wb/m²),         Im{B_y[1]} (Wb/m²),         Re{B_z[1]} (Wb/m²),         Im{B_z[1]} (Wb/m²),         Re{B_x[2]} (Wb/m²),         Im{B_x[2]} (Wb/m²),         Re{B_y[2]} (Wb/m²),         Im{B_y[2]} (Wb/m²),         Re{B_z[2]} (Wb/m²),         Im{B_z[2]} (Wb/m²),         Re{B_x[3]} (Wb/m²),         Im{B_x[3]} (Wb/m²),         Re{B_y[3]} (Wb/m²),         Im{B_y[3]} (Wb/m²),         Re{B_z[3]} (Wb/m²),         Im{B_z[3]} (Wb/m²),         Re{B_x[4]} (Wb/m²),         Im{B_x[4]} (Wb/m²),         Re{B_y[4]} (Wb/m²),         Im{B_y[4]} (Wb/m²),         Re{B_z[4]} (Wb/m²),         Im{B_z[4]} (Wb/m²),         Re{B_x[5]} (Wb/m²),         Im{B_x[5]} (Wb/m²),         Re{B_y[5]} (Wb/m²),         Im{B_y[5]} (Wb/m²),         Re{B_z[5]} (Wb/m²),         Im{B_z[5]} (Wb/m²),         Re{B_x[6]} (Wb/m²),         Im{B_x[6]} (Wb/m²),         Re{B_y[6]} (Wb/m²),         Im{B_y[6]} (Wb/m²),         Re{B_z[6]} (Wb/m²),         Im{B_z[6]} (Wb/m²),         Re{B_x[7]} (Wb/m²),         Im{B_x[7]} (Wb/m²),         Re{B_y[7]} (Wb/m²),         Im{B_y[7]} (Wb/m²),         Re{B_z[7]} (Wb/m²),         Im{B_z[7]} (Wb/m²),         Re{B_x[8]} (Wb/m²),         Im{B_x[8]} (Wb/m²),         Re{B_y[8]} (Wb/m²),         Im{B_y[8]} (Wb/m²),         Re{B_z[8]} (Wb/m²),         Im{B_z[8]} (Wb/m²)
 2.40050000e+00,        +5.312010595065e-11,        -1.811374034344e-10,        +4.543286117054e-11,        -1.502043558996e-10,        -5.865536806183e-10,        +3.976407928396e-07,        +4.745459473528e-11,        -1.132995644368e-10,        +4.571031106037e-11,        -1.707375737973e-10,        -5.768886967415e-10,        +3.983527329619e-07,        +4.515647120814e-11,        -4.113038195090e-11,        +4.491375890462e-11,        -1.794947188357e-10,        -7.137683005954e-10,        +3.982871165127e-07,        +3.985469817007e-11,        +2.137574250063e-11,        +4.460486721794e-11,        -1.790151262714e-10,        -9.924510924496e-10,        +3.978637270632e-07,        +3.573341108363e-11,        +1.085621494530e-10,        +4.174299324482e-11,        -1.872871784132e-10,        -1.591103260633e-09,        +3.963147756135e-07,        +3.146994170303e-11,        +1.774720277483e-10,        +4.293572935763e-11,        -1.762256973309e-10,        -2.168221002377e-09,        +3.945048580860e-07,        +2.804035351298e-11,        +2.333442324292e-10,        +4.126321504626e-11,        -1.660176968167e-10,        -2.825863525417e-09,        +3.923555998306e-07,        -2.376661230451e-11,        +1.256681384238e-09,        +8.477684285031e-12,        -8.580613532989e-11,        -2.019033803765e-09,        +1.811609890883e-07
 2.40052500e+00,        +5.317309392966e-11,        -1.815206267515e-10,        +4.546849636743e-11,        -1.504741671882e-10,        -5.824996373905e-10,        +3.978933806595e-07,        +4.750435113109e-11,        -1.136285406524e-10,        +4.574555822540e-11,        -1.710101880367e-10,        -5.728093925534e-10,        +3.986046641919e-07,        +4.520558632614e-11,        -4.142014051190e-11,        +4.494847789329e-11,        -1.797738953837e-10,        -7.097593616467e-10,        +3.985382791807e-07,        +3.990098760937e-11,        +2.112912026008e-11,        +4.463948793813e-11,        -1.792872284310e-10,        -9.886073261338e-10,        +3.981136726044e-07,        +3.577799726914e-11,        +1.083736362989e-10,        +4.177588442396e-11,        -1.875602512104e-10,        -1.587640618106e-09,        +3.965623777135e-07,        +3.151281086980e-11,        +1.773293638412e-10,        +4.296963386181e-11,        -1.764866867341e-10,        -2.165135668364e-09,        +3.947503174735e-07,        +2.808194934756e-11,        +2.332387551134e-10,        +4.129660423309e-11,        -1.662652988310e-10,        -2.823213024442e-09,        +3.925986773049e-07,        -2.375094764736e-11,        +1.256164140083e-09,        +8.485821706857e-12,        -8.600181751914e-11,        -2.017933910191e-09,        +1.812293853875e-07
 2.40055000e+00,        +5.322600625261e-11,        -1.819033871561e-10,        +4.550408195387e-11,        -1.507436808386e-10,        -5.784374717239e-10,        +3.981462895790e-07,        +4.755402941429e-11,        -1.139570032385e-10,        +4.578075580832e-11,        -1.712825209426e-10,        -5.687220100427e-10,        +3.988569162366e-07,        +4.525462310399e-11,        -4.170932229644e-11,        +4.498314712499e-11,        -1.800528051200e-10,        -7.057425963431e-10,        +3.987897620402e-07,        +3.994719662223e-11,        +2.088312425970e-11,        +4.467405976471e-11,        -1.795590690128e-10,        -9.847561235378e-10,        +3.983639372433e-07,        +3.582250322903e-11,        +1.081858133693e-10,        +4.180872564373e-11,        -1.878330834088e-10,        -1.584171264261e-09,        +3.968102965621e-07,        +3.155559930176e-11,        +1.771874386599e-10,        +4.300349048812e-11,        -1.767474371570e-10,        -2.162044274470e-09,        +3.949960913340e-07,        +2.812346539098e-11,        +2.331340399917e-10,        +4.132994557407e-11,        -1.665126646901e-10,        -2.820557190361e-09,        +3.928420666750e-07,        -2.373531197233e-11,        +1.255646051596e-09,        +8.493952222632e-12,        -8.619795233967e-11,        -2.016832273545e-09,        +1.812978659885e-07
 2.40057500e+00,        +5.327884305201e-11,        -1.822856852922e-10,        +4.553961801821e-11,        -1.510128973055e-10,        -5.743671623396e-10,        +3.983995202098e-07,        +4.760362971112e-11,        -1.142849527070e-10,        +4.581590389593e-11,        -1.715545729695e-10,        -5.646265278919e-10,        +3.991094897065e-07,        +4.530358166893e-11,        -4.199792772268e-11,        +4.501776668484e-11,        -1.803314485044e-10,        -7.017179835884e-10,        +3.990415656997e-07,        +3.999332533082e-11,        +2.063775418775e-11,        +4.470858278243e-11,        -1.798306484509e-10,        -9.808974640352e-10,        +3.986145215853e-07,        +3.586692908341e-11,        +1.079986804922e-10,        +4.184151698381e-11,        -1.881056754334e-10,        -1.580695179520e-09,        +3.970585327594e-07,        +3.159830711640e-11,        +1.770462521415e-10,        +4.303729931842e-11,        -1.770079489863e-10,        -2.158946802139e-09,        +3.952421802623e-07,        +2.816490175776e-11,        +2.330300870923e-10,        +4.136323914933e-11,        -1.667597947447e-10,        -2.817896005791e-09,        +3.930857685302e-07,        -2.371970531199e-11,        +1.255127117382e-09,        +8.502075815057e-12,        -8.639454003219e-11,        -2.015728889114e-09,        +1.813664310543e-07
 2.40060000e+00,        +5.333160445999e-11,        -1.826675218027e-10,        +4.557510464858e-11,        -1.512818170419e-10,        -5.702886878918e-10,        +3.986530731653e-07,        +4.765315214742e-11,        -1.146123895709e-10,        +4.585100257474e-11,        -1.718263445699e-10,        -5.605229247170e-10,        +3.993623852133e-07,        +4.535246214787e-11,        -4.228595720566e-11,        +4.505233665774e-11,        -1.806098259968e-10,        -6.976855022211e-10,        +3.992936907692e-07,        +4.003937385692e-11,        +2.039300973097e-11,        +4.474305707581e-11,        -1.801019671782e-10,        -9.770313269365e-10,        +3.988654262377e-07,        +3.591127495214e-11,        +1.078122374952e-10,        +4.187425852357e-11,        -1.883780277083e-10,        -1.577212344243e-09,        +3.973070869068e-07,        +3.164093443080e-11,        +1.769058042238e-10,        +4.307106043439e-11,        -1.772682226080e-10,        -2.155843232759e-09,        +3.954885848548e-07,        +2.820625856206e-11,        +2.329268964401e-10,        +4.139648503892e-11,        -1.670066893405e-10,        -2.815229453296e-09,        +3.933297834611e-07,        -2.370412769909e-11,        +1.254607336042e-09,        +8.510192466836e-12,        -8.659158083937e-11,        -2.014623752167e-09,        +1.814350807483e-07
 2.40062500e+00,        +5.338429060835e-11,        -1.830488973273e-10,        +4.561054193282e-11,        -1.515504405003e-10,        -5.662020269637e-10,        +3.989069490606e-07,        +4.770259684864e-11,        -1.149393143405e-10,        +4.588605193105e-11,        -1.720978361951e-10,        -5.564111790636e-10,        +3.996156033705e-07,        +4.540126466735e-11,        -4.257341115712e-11,        +4.508685712828e-11,        -1.808879380553e-10,        -6.936451310103e-10,        +3.995461378604e-07,        +4.008534232202e-11,        +2.014889058093e-11,        +4.477748272912e-11,        -1.803730256282e-10,        -9.731576914851e-10,        +3.991166518091e-07,        +3.595554095469e-11,        +1.076264842102e-10,        +4.190695034215e-11,        -1.886501406518e-10,        -1.573722738728e-09,        +3.975559596076e-07,        +3.168348136173e-11,        +1.767660948535e-10,        +4.310477391739e-11,        -1.775282584079e-10,        -2.152733547657e-09,        +3.957353057095e-07,        +2.824753591770e-11,        +2.328244680746e-10,        +4.142968332254e-11,        -1.672533488267e-10,        -2.812557515383e-09,        +3.935741120598e-07,        -2.368857916661e-11,        +1.254086706173e-09,        +8.518302160601e-12,        -8.678907500605e-11,        -2.013516857960e-09,        +1.815038152343e-07
 2.40065000e+00,        +5.343690162840e-11,        -1.834298125049e-10,        +4.564592995853e-11,        -1.518187681318e-10,        -5.621071580684e-10,        +3.991611485121e-07,        +4.775196393984e-11,        -1.152657275215e-10,        +4.592105205086e-11,        -1.723690482962e-10,        -5.522912694071e-10,        +3.998691447930e-07,        +4.544998935344e-11,        -4.286028998649e-11,        +4.512132818083e-11,        -1.811657851374e-10,        -6.895968486564e-10,        +3.997989075862e-07,        +4.013123084711e-11,        +1.990539643594e-11,        +4.481185982638e-11,        -1.806438242323e-10,        -9.692765368574e-10,        +3.993681989098e-07,        +3.599972721000e-11,        +1.074414204784e-10,        +4.193959251846e-11,        -1.889220146916e-10,        -1.570226343210e-09,        +3.978051514662e-07,        +3.172594802554e-11,        +1.766271239759e-10,        +4.313843984858e-11,        -1.777880567703e-10,        -2.149617728101e-09,        +3.959823434258e-07,        +2.828873393801e-11,        +2.327228020283e-10,        +4.146283407966e-11,        -1.674997735477e-10,        -2.809880174505e-09,        +3.938187549203e-07,        -2.367305974773e-11,        +1.253565226367e-09,        +8.526404878993e-12,        -8.698702277907e-11,        -2.012408201729e-09,        +1.815726346765e-07
 2.40067500e+00,        +5.348943765118e-11,        -1.838102679715e-10,        +4.568126881307e-11,        -1.520868003858e-10,        -5.580040596550e-10,        +3.994156721379e-07,        +4.780125354570e-11,        -1.155916296201e-10,        +4.595600301996e-11,        -1.726399813219e-10,        -5.481631741594e-10,        +4.001230100973e-07,        +4.549863633190e-11,        -4.314659410184e-11,        +4.515574989952e-11,        -1.814433676993e-10,        -6.855406337974e-10,        +4.000520005616e-07,        +4.017703955282e-11,        +1.966252699287e-11,        +4.484618845139e-11,        -1.809143634193e-10,        -9.653878421694e-10,        +3.996200681516e-07,        +3.604383383686e-11,        +1.072570461328e-10,        +4.197218513115e-11,        -1.891936502431e-10,        -1.566723137866e-09,        +3.980546630889e-07,        +3.176833453816e-11,        +1.764888915425e-10,        +4.317205830894e-11,        -1.780476180785e-10,        -2.146495755305e-09,        +3.962296986047e-07,        +2.832985273611e-11,        +2.326218983454e-10,        +4.149593738963e-11,        -1.677459638496e-10,        -2.807197413063e-09,        +3.940637126376e-07,        -2.365756947576e-11,        +1.253042895215e-09,        +8.534500604651e-12,        -8.718542440740e-11,        -2.011297778697e-09,        +1.816415392395e-07
 2.40070000e+00,        +5.354189880733e-11,        -1.841902643616e-10,        +4.571655858355e-11,        -1.523545377107e-10,        -5.538927100954e-10,        +3.996705205577e-07,        +4.785046579055e-11,        -1.159170211387e-10,        +4.599090492392e-11,        -1.729106357204e-10,        -5.440268716554e-10,        +4.003771999016e-07,        +4.554720572816e-11,        -4.343232390807e-11,        +4.519012236823e-11,        -1.817206861955e-10,        -6.814764649959e-10,        +4.003054174026e-07,        +4.022276855947e-11,        +1.942028194937e-11,        +4.488046868773e-11,        -1.811846436205e-10,        -9.614915864636e-10,        +3.998722601478e-07,        +3.608786095353e-11,        +1.070733610199e-10,        +4.200472825859e-11,        -1.894650477272e-10,        -1.563213102805e-09,        +3.983044950834e-07,        +3.181064101527e-11,        +1.763513975067e-10,        +4.320562937913e-11,        -1.783069427145e-10,        -2.143367610418e-09,        +3.964773718488e-07,        +2.837089242464e-11,        +2.325217570633e-10,        +4.152899333142e-11,        -1.679919200752e-10,        -2.804509213398e-09,        +3.943089858087e-07,        -2.364210838431e-11,        +1.252519711300e-09,        +8.542589320078e-12,        -8.738428014211e-11,        -2.010185584066e-09,        +1.817105290884e-07
 2.40072500e+00,        +5.359428522702e-11,        -1.845698023079e-10,        +4.575179935680e-11,        -1.526219805537e-10,        -5.497730877010e-10,        +3.999256943928e-07,        +4.789960079825e-11,        -1.162419025773e-10,        +4.602575784793e-11,        -1.731810119391e-10,        -5.398823401699e-10,        +4.006317148256e-07,        +4.559569766708e-11,        -4.371747980616e-11,        +4.522444567053e-11,        -1.819977410805e-10,        -6.774043207552e-10,        +4.005591587274e-07,        +4.026841798683e-11,        +1.917866101046e-11,        +4.491470061861e-11,        -1.814546652627e-10,        -9.575877487257e-10,        +4.001247755134e-07,        +3.613180867790e-11,        +1.068903649820e-10,        +4.203722197889e-11,        -1.897362075624e-10,        -1.559696218082e-09,        +3.985546480590e-07,        +3.185286757201e-11,        +1.762146418246e-10,        +4.323915313958e-11,        -1.785660310598e-10,        -2.140233274539e-09,        +3.967253637622e-07,        +2.841185311591e-11,        +2.324223782393e-10,        +4.156200198386e-11,        -1.682376425707e-10,        -2.801815557802e-09,        +3.945545750317e-07,        -2.362667650713e-11,        +1.251995673203e-09,        +8.550671007861e-12,        -8.758359023630e-11,        -2.009071613027e-09,        +1.817796043887e-07
 2.40075000e+00,        +5.364659704028e-11,        -1.849488824405e-10,        +4.578699121951e-11,        -1.528891293608e-10,        -5.456451707042e-10,        +4.001811942660e-07,        +4.794865869249e-11,        -1.165662744366e-10,        +4.606056187717e-11,        -1.734511104227e-10,        -5.357295578988e-10,        +4.008865554905e-07,        +4.564411227347e-11,        -4.400206219668e-11,        +4.525871988990e-11,        -1.822745328069e-10,        -6.733241795013e-10,        +4.008132251551e-07,        +4.031398795457e-11,        +1.893766388141e-11,        +4.494888432719e-11,        -1.817244287740e-10,        -9.536763078653e-10,        +4.003776148649e-07,        +3.617567712763e-11,        +1.067080578685e-10,        +4.206966637009e-11,        -1.900071301659e-10,        -1.556172463679e-09,        +3.988051226265e-07,        +3.189501432340e-11,        +1.760786244575e-10,        +4.327262967062e-11,        -1.788248834951e-10,        -2.137092728696e-09,        +3.969736749506e-07,        +2.845273492196e-11,        +2.323237619172e-10,        +4.159496342558e-11,        -1.684831316761e-10,        -2.799116428505e-09,        +3.948004809067e-07,        -2.361127387816e-11,        +1.251470779499e-09,        +8.558745650481e-12,        -8.778335494523e-11,        -2.007955860751e-09,        +1.818487653062e-07
 2.40077500e+00,        +5.369883437651e-11,        -1.853275053884e-10,        +4.582213425799e-11,        -1.531559845766e-10,        -5.415089372705e-10,        +4.004370208018e-07,        +4.799763959634e-11,        -1.168901372101e-10,        +4.609531709634e-11,        -1.737209316170e-10,        -5.315685029715e-10,        +4.011417225192e-07,        +4.569244967149e-11,        -4.428607147660e-11,        +4.529294510942e-11,        -1.825510618261e-10,        -6.692360195949e-10,        +4.010676173070e-07,        +4.035947858171e-11,        +1.869729027302e-11,        +4.498301989622e-11,        -1.819939345797e-10,        -9.497572427296e-10,        +4.006307788204e-07,        +3.621946641985e-11,        +1.065264395294e-10,        +4.210206150975e-11,        -1.902778159538e-10,        -1.552641819522e-09,        +3.990559193984e-07,        +3.193708138383e-11,        +1.759433453681e-10,        +4.330605905218e-11,        -1.790835003993e-10,        -2.133945953864e-09,        +3.972223060210e-07,        +2.849353795433e-11,        +2.322259081537e-10,        +4.162787773490e-11,        -1.687283877334e-10,        -2.796411807685e-09,        +3.950467040349e-07,        -2.359590053158e-11,        +1.250945028762e-09,        +8.566813230410e-12,        -8.798357452623e-11,        -2.006838322391e-09,        +1.819180120073e-07
 2.40080000e+00,        +5.375099736485e-11,        -1.857056717776e-10,        +4.585722855836e-11,        -1.534225466443e-10,        -5.373643655000e-10,        +4.006931746261e-07,        +4.804654363257e-11,        -1.172134913943e-10,        +4.613002358999e-11,        -1.739904759641e-10,        -5.273991534524e-10,        +4.013972165362e-07,        +4.574070998495e-11,        -4.456950804022e-11,        +4.532712141195e-11,        -1.828273285890e-10,        -6.651398193331e-10,        +4.013223358056e-07,        +4.040488998698e-11,        +1.845753989462e-11,        +4.501710740833e-11,        -1.822631831047e-10,        -9.458305321035e-10,        +4.008842679997e-07,        +3.626317667135e-11,        +1.063455098222e-10,        +4.213440747533e-11,        -1.905482653432e-10,        -1.549104265475e-09,        +3.993070389886e-07,        +3.197906886737e-11,        +1.758088045249e-10,        +4.333944136401e-11,        -1.793418821515e-10,        -2.130792930964e-09,        +3.974712575825e-07,        +2.853426232422e-11,        +2.321288170084e-10,        +4.166074498992e-11,        -1.689734110843e-10,        -2.793701677468e-09,        +3.952932450194e-07,        -2.358055650175e-11,        +1.250418419559e-09,        +8.574873730114e-12,        -8.818424923875e-11,        -2.005718993089e-09,        +1.819873446586e-07
