        m,                   Q_ext[1],             κ_ext[1] (GHz)
 1.00e+00,        +1.120839960267e+05,        -2.129806106744e-05
 2.00e+00,        +3.340240229069e+02,        +7.152329199649e-03
 3.00e+00,        +5.793968411530e+02,        -4.234730377834e-03
 4.00e+00,        +2.573559690745e+03,        -1.011421660880e-03
 5.00e+00,        +8.812009414918e+01,        +2.982895193263e-02
 6.00e+00,        +3.064302345150e+10,        -8.941561337543e-11
 7.00e+00,        +8.081571505606e+08,        +3.390745713798e-09
 8.00e+00,        +1.254387355306e+08,        +2.192475831326e-08
