        m,                 E_elec (J),                  E_mag (J),                  E_cap (J),                  E_ind (J),              E_elec[1] (J),                  p_elec[1],               E_mag[1] (J),                   p_mag[1],             E_elec[10] (J),                 p_elec[10],              E_mag[10] (J),                  p_mag[10],             E_elec[11] (J),                 p_elec[11],              E_mag[11] (J),                  p_mag[11],             E_elec[12] (J),                 p_elec[12],              E_mag[12] (J),                  p_mag[12],             E_elec[13] (J),                 p_elec[13],              E_mag[13] (J),                  p_mag[13],             E_elec[14] (J),                 p_elec[14],              E_mag[14] (J),                  p_mag[14],             E_elec[15] (J),                 p_elec[15],              E_mag[15] (J),                  p_mag[15],             E_elec[16] (J),                 p_elec[16],              E_mag[16] (J),                  p_mag[16],             E_elec[17] (J),                 p_elec[17],              E_mag[17] (J),                  p_mag[17],             E_elec[18] (J),                 p_elec[18],              E_mag[18] (J),                  p_mag[18]
 1.00e+00,        +2.935514708646e-10,        +2.935368428046e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.803775267606e-12,        +6.144664383024e-03,        +3.667268458152e-12,        +1.249338387343e-02,        +1.803775267606e-12,        +6.144664383024e-03,        +3.667268458152e-12,        +1.249338387343e-02,        +1.289396401291e-12,        +4.392403136300e-03,        +3.171829365055e-12,        +1.080555794887e-02,        +2.087871143248e-11,        +7.112453353066e-02,        +4.198945592415e-11,        +1.430466292509e-01,        +8.623014125910e-11,        +2.937479447987e-01,        +6.743056839140e-11,        +2.297175637209e-01,        +4.951893292316e-11,        +1.686890982945e-01,        +5.307318133081e-11,        +1.808058600880e-01,        +4.338135912258e-11,        +1.477810994945e-01,        +5.067955655549e-11,        +1.726514330238e-01,        +9.001880423797e-11,        +3.066542435398e-01,        +6.890619427818e-11,        +2.347446188350e-01,        +5.357966588928e-13,        +1.825222191239e-03,        +3.947378961269e-12,        +1.344764399437e-02,        -1.054464385329e-13,        -3.592093687092e-04,        +6.714095400815e-13,        +2.287309264713e-03
 2.00e+00,        +2.935514708646e-10,        +2.935448070948e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +6.105189028351e-14,        +2.079767820740e-04,        +4.760185858077e-12,        +1.621621552494e-02,        +6.105189028351e-14,        +2.079767820740e-04,        +4.760185858077e-12,        +1.621621552494e-02,        +1.522502646947e-13,        +5.186492993760e-04,        +4.305230088270e-12,        +1.466634729764e-02,        +5.862594361426e-11,        +1.997126549616e-01,        +5.615709304811e-11,        +1.913067160134e-01,        +5.863177249669e-11,        +1.997325113855e-01,        +5.616064541217e-11,        +1.913188176210e-01,        +5.874757641637e-11,        +2.001270041106e-01,        +5.627829153942e-11,        +1.917195950302e-01,        +5.878399956627e-11,        +2.002510816694e-01,        +5.632808063006e-11,        +1.918892082866e-01,        +5.868664900972e-11,        +1.999194513891e-01,        +5.621226679673e-11,        +1.914946728340e-01,        +4.276264415827e-14,        +1.456734113181e-04,        +1.900259313322e-12,        +6.473489795744e-03,        -1.805350378882e-13,        -6.150030090345e-04,        +1.442754408640e-12,        +4.914937596474e-03
 3.00e+00,        +2.935514708646e-10,        +2.935394200829e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.667085351976e-15,        +5.679022309328e-06,        +2.670342170486e-16,        +9.097047918578e-07,        +1.667085351976e-15,        +5.679022309328e-06,        +2.670342170486e-16,        +9.097047918578e-07,        +3.374461119719e-15,        +1.149529624151e-05,        +8.562478133035e-16,        +2.916977260027e-06,        +5.527511027549e-11,        +1.882978481174e-01,        +6.202898694188e-11,        +2.113139929361e-01,        +5.342389808481e-11,        +1.819915871226e-01,        +6.394923548996e-11,        +2.178556988083e-01,        +5.885415277772e-11,        +2.004900626264e-01,        +5.859618036952e-11,        +1.996194594680e-01,        +6.409766879825e-11,        +2.183524020829e-01,        +5.341476812506e-11,        +1.819679554792e-01,        +6.189522251129e-11,        +2.108496419009e-01,        +5.554886559910e-11,        +1.892381799467e-01,        +3.794375588788e-16,        +1.292575907596e-06,        +2.393976566977e-16,        +8.155553916067e-07,        -2.567033775716e-18,        -8.744748470024e-09,        +2.087774355077e-17,        +7.112415615206e-08
 4.00e+00,        +2.935514708646e-10,        +2.935394151346e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.667063210576e-15,        +5.678946883373e-06,        +2.685650725715e-16,        +9.149199689194e-07,        +1.667063210576e-15,        +5.678946883373e-06,        +2.685650725715e-16,        +9.149199689194e-07,        +3.369132225119e-15,        +1.147714305500e-05,        +8.587750823124e-16,        +2.925586950286e-06,        +6.211147138092e-11,        +2.115863061357e-01,        +5.534684039840e-11,        +1.885499443849e-01,        +6.403756639785e-11,        +2.181476597928e-01,        +5.350383002543e-11,        +1.822713655027e-01,        +5.856869241194e-11,        +1.995176254421e-01,        +5.883604488877e-11,        +2.004366086980e-01,        +5.330049372218e-11,        +1.815712030507e-01,        +6.397517278018e-11,        +2.179440629833e-01,        +5.552783712399e-11,        +1.891587766890e-01,        +6.187613742855e-11,        +2.107932844391e-01,        +3.762626796452e-16,        +1.281760498549e-06,        +2.409824553062e-16,        +8.209543348572e-07,        -2.630446417670e-18,        -8.960767288691e-09,        +2.129063705840e-17,        +7.253076064296e-08
