        m,           Re{E_x[1]} (V/m),           Im{E_x[1]} (V/m),           Re{E_y[1]} (V/m),           Im{E_y[1]} (V/m),           Re{E_z[1]} (V/m),           Im{E_z[1]} (V/m),           Re{E_x[2]} (V/m),           Im{E_x[2]} (V/m),           Re{E_y[2]} (V/m),           Im{E_y[2]} (V/m),           Re{E_z[2]} (V/m),           Im{E_z[2]} (V/m),           Re{E_x[3]} (V/m),           Im{E_x[3]} (V/m),           Re{E_y[3]} (V/m),           Im{E_y[3]} (V/m),           Re{E_z[3]} (V/m),           Im{E_z[3]} (V/m),           Re{E_x[4]} (V/m),           Im{E_x[4]} (V/m),           Re{E_y[4]} (V/m),           Im{E_y[4]} (V/m),           Re{E_z[4]} (V/m),           Im{E_z[4]} (V/m),           Re{E_x[5]} (V/m),           Im{E_x[5]} (V/m),           Re{E_y[5]} (V/m),           Im{E_y[5]} (V/m),           Re{E_z[5]} (V/m),           Im{E_z[5]} (V/m),           Re{E_x[6]} (V/m),           Im{E_x[6]} (V/m),           Re{E_y[6]} (V/m),           Im{E_y[6]} (V/m),           Re{E_z[6]} (V/m),           Im{E_z[6]} (V/m),           Re{E_x[7]} (V/m),           Im{E_x[7]} (V/m),           Re{E_y[7]} (V/m),           Im{E_y[7]} (V/m),           Re{E_z[7]} (V/m),           Im{E_z[7]} (V/m)
 1.00e+00,        +6.254000855995e-02,        -1.172833740457e-02,        -7.487925937654e-01,        +2.127377005488e-01,        -1.120754064447e-04,        -4.709364985829e-02,        +3.096347549586e-01,        +4.827471457477e-02,        -5.548822611184e-01,        +1.661933111324e-02,        +8.950219194685e-03,        -7.199978677441e-02,        +3.904370567912e-01,        +2.835048783648e-01,        -5.017407750790e-01,        -3.779550099572e-01,        +7.947258986984e-02,        -1.057538151269e-01,        +3.038837966895e-01,        +7.044301706593e-01,        -2.788681243535e-01,        -9.862744899814e-01,        +2.256861577501e-01,        -1.044033432840e-01,        +2.138876877036e-03,        +1.165381509849e+00,        +4.046137178219e-01,        -1.649161443666e+00,        +3.613193274146e-01,        +2.059624934371e-02,        +1.794845833047e+02,        -5.069384418877e+00,        -8.431321220593e+01,        +2.193173853041e-01,        -1.110061616295e+00,        +1.342337535001e-01,        +2.367247309938e+00,        +1.951076182246e-01,        -9.971009101472e+01,        -1.265206191271e+00,        +2.295116104670e+00,        +1.133567264804e+00
 2.00e+00,        +2.988921011213e-02,        -1.731906825352e-02,        -2.379590265362e+00,        -2.596815076109e+00,        -8.948998280960e-04,        +1.687847358806e-02,        -1.144317954084e-02,        +1.917556943384e-02,        -3.011289683880e+00,        -5.432074432585e+00,        +1.531346703522e-02,        -1.382986789569e-02,        +7.657545620925e-03,        +2.589262949707e-03,        -9.716696955832e-01,        -1.010686433564e+01,        +1.996355278572e-02,        -3.363522104230e-02,        +7.714497259818e-04,        +2.122441319159e-02,        +6.500353099648e+00,        -1.549458903271e+01,        +7.705485117611e-02,        +1.803521483523e-04,        -9.622422675265e-02,        -1.843708455086e-01,        +2.071570627053e+01,        -1.795065948789e+01,        -3.789870717052e-02,        -1.852466423938e-02,        +3.160555404439e-01,        -6.306082685554e-02,        +7.223372313390e+01,        -1.296990544985e+01,        -8.445785984745e-03,        -3.718788807763e-03,        -1.452615474683e+00,        +4.093195398739e-02,        +3.242585460061e+02,        -7.331950244005e+00,        +1.880945693249e+00,        -6.143482154368e-02
 3.00e+00,        +1.011522943294e-03,        +4.272822844850e-04,        -3.199373784705e-03,        -1.477809540369e-03,        -1.425758617270e-03,        -1.745349275458e-03,        +4.735729471663e-03,        +3.682290134494e-03,        -4.483092300500e-03,        -5.080705744652e-03,        -1.868968628900e-03,        -3.241945756935e-03,        +7.381143885689e-03,        +1.060834973322e-02,        -4.641882603109e-03,        -1.385507239096e-02,        -6.532623531110e-04,        -6.188663523695e-03,        +6.203668551439e-03,        +2.248433721573e-02,        +3.859120227434e-03,        -2.931255231820e-02,        +4.405633542017e-03,        -9.877352544604e-03,        -4.811699402349e-03,        +3.700679962757e-02,        +2.877301775663e-02,        -4.559013536313e-02,        +1.403749858056e-02,        -1.124114376353e-02,        +9.109641259864e+00,        -1.531948839893e-02,        -7.364222510137e+00,        -1.123182776230e-02,        -4.695755923051e-02,        -6.518722814675e-03,        +1.394627608455e+02,        +1.289068306711e-02,        -1.199549748667e+02,        -8.562261096021e-03,        -1.039449142511e+00,        +2.229260655412e-04
 4.00e+00,        -1.065876962791e-03,        -9.230104322823e-04,        -5.181582556220e-05,        -1.528418477736e-04,        -5.154553782133e-03,        -3.033477700784e-03,        -3.747703035781e-03,        -3.399087372092e-03,        -1.790256685912e-03,        -1.430464761522e-03,        -5.750611841891e-03,        -6.420963746257e-03,        -6.343886719146e-03,        -9.946784939530e-03,        -3.812823574829e-03,        -6.586428962944e-03,        -2.955621271433e-03,        -1.319039510417e-02,        -5.033563978536e-03,        -2.109779472354e-02,        -1.089674644619e-03,        -1.757688232269e-02,        +6.684457705233e-03,        -2.144481604911e-02,        +1.737490666638e-03,        -3.345150002851e-02,        +9.655377529565e-03,        -3.331772454647e-02,        +2.811553557349e-02,        -2.636902440280e-02,        -8.860679672808e+00,        +1.609023115618e-02,        -7.435251633530e+00,        -3.503589902368e-04,        +8.257943038177e-02,        -1.885926410056e-02,        -1.412254649370e+02,        +5.270203216201e-02,        -1.224486804737e+02,        +4.116946294042e-02,        -6.839194469328e-01,        +1.442478272240e-03
